drug,agegroup,prescriptions,pubs,l1,l2,l3,l4,is_first,cui
Sodium,0-2,0,9,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037517
Sodium,0-2,0,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0037517
Sodium,0-2,0,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0142928
Sodium,0-2,0,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0037537
Sodium,0-2,0,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0142928
Sodium,0-2,0,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037517
Sodium,0-2,0,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037537
Sodium,0-2,0,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0037537
Sodium,0-2,0,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0142928
Sodium,0-2,0,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0037517
Sodium,0-2,0,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0037517
Sodium,0-2,0,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0037517
Sodium,0-2,0,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0037537
Sodium,0-2,0,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0142928
Sodium,0-2,0,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0037537
Sodium,0-2,0,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0142928
Sodium,0-2,0,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037517
Sodium,0-2,0,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037537
Sodium,0-2,0,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0142928
Sodium,0-2,0,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0037537
Sodium,0-2,0,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0142928
Sodium,0-2,0,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0037517
Sodium,0-2,0,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0037537
Sodium,0-2,0,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0037517
Sodium,0-2,0,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0142928
Sodium,0-2,0,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0037517
Sodium,0-2,0,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0142928
Sodium,0-2,0,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0037537
Sodium,0-2,0,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037517
Sodium,0-2,0,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037537
Sodium,0-2,0,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037537
Sodium,0-2,0,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037517
Sodium,0-2,0,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0142928
Sodium,0-2,0,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0142928
Sodium,0-2,0,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0142928
Sodium,0-2,0,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0037517
Sodium,0-2,0,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0037517
Sodium,0-2,0,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0142928
Sodium,0-2,0,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0037537
Sodium,0-2,0,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0037537
Sodium,0-2,0,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037537
Sodium,0-2,0,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0142928
Sodium,0-2,0,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0142928
Sodium,0-2,0,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0142928
Sodium,0-2,0,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0037517
Sodium,0-2,0,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037517
Sodium,0-2,0,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037517
Sodium,0-2,0,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037537
Sodium,0-2,0,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0037537
Sodium,0-2,4,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",0,C0037517
Sodium,0-2,4,2,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AG, Drugs for treatment of hypercalcemia",0,C0037517
Sodium,0-2,4,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0037517
Sodium,0-2,4,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AG, Enema for Constipation",0,C0037517
Sodium,0-2,4,2,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037517
Sodium,0-2,4,9,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037517
Sodium,0-2,4,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0037517
Sodium,0-2,4,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037517
Sodium,0-2,4,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0037517
Sodium,0-2,4,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0037517
Sodium,0-2,4,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0037517
Sodium,0-2,4,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037517
Sodium,0-2,4,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0037517
Sodium,0-2,4,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0037517
Sodium,0-2,4,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0037517
Sodium,0-2,4,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037517
Sodium,0-2,4,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037517
Sodium,0-2,4,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0037517
Sodium,0-2,4,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0037517
Sodium,0-2,4,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0037517
Sodium,0-2,4,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0037517
Sodium,0-2,4,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0037517
Sodium,0-2,8,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",0,C0770578
Sodium,0-2,8,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AG, Enema for Constipation",0,C0770578
Sodium,0-2,8,2,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0770578
Sodium,0-2,8,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0770578
Sodium,0-2,8,2,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AG, Drugs for treatment of hypercalcemia",0,C0770578
Sodium,0-2,8,9,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0770578
Sodium,0-2,8,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0770578
Sodium,0-2,8,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0770578
Sodium,0-2,8,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0770578
Sodium,0-2,8,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0770578
Sodium,0-2,8,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0770578
Sodium,0-2,8,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0770578
Sodium,0-2,8,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0770578
Sodium,0-2,8,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0770578
Sodium,0-2,8,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0770578
Sodium,0-2,8,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0770578
Sodium,0-2,8,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0770578
Sodium,0-2,8,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0770578
Sodium,0-2,8,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0770578
Sodium,0-2,8,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0770578
Sodium,0-2,8,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0770578
Sodium,0-2,8,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0770578
Sodium,0-2,53,1,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AE, Drugs for treatment of hyperkalemia and hyperphosphatemia",0,C0142805
Sodium,0-2,53,2,"V, VARIOUS DRUG CLASSES IN ATC","V03, ALL OTHER THERAPEUTIC PRODUCTS","V03A, ALL OTHER THERAPEUTIC PRODUCTS","V03AG, Drugs for treatment of hypercalcemia",0,C0142805
Sodium,0-2,53,2,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0142805
Sodium,0-2,53,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0142805
Sodium,0-2,53,2,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AG, Enema for Constipation",0,C0142805
Sodium,0-2,53,9,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0142805
Sodium,0-2,53,10,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B03, ANTIANEMIC PREPARATIONS","B03A, IRON ANTIANEMIC PREPARATIONS","B03AB, Iron trivalent, oral antianemic preparations",0,C0142805
Sodium,0-2,53,44,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0142805
Sodium,0-2,53,69,"C, CARDIOVASCULAR SYSTEM DRUGS","C05, VASOPROTECTIVES","C05B, ANTIVARICOSE THERAPY","C05BB, Sclerosing agents for local injection",0,C0142805
Sodium,0-2,53,83,"N, NERVOUS SYSTEM DRUGS","N07, OTHER NERVOUS SYSTEM DRUGS in ATC","N07X, OTHER NERVOUS SYSTEM DRUGS in ATC","N07XX, Other nervous system drugs in ATC",0,C0142805
Sodium,0-2,53,83,"N, NERVOUS SYSTEM DRUGS","N01, ANESTHETICS","N01A, ANESTHETICS, GENERAL","N01AX, Other general anesthetics in ATC",0,C0142805
Sodium,0-2,53,87,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0142805
Sodium,0-2,53,223,"P, ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","P01, ANTIPROTOZOALS","P01C, AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","P01CB, Antimony compounds for treatment of leishmaniasis and trypanosomiasis",0,C0142805
Sodium,0-2,53,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A01, STOMATOLOGICAL PREPARATIONS","A01A, STOMATOLOGICAL PREPARATIONS","A01AA, Caries prophylactic agents",0,C0142805
Sodium,0-2,53,463,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CD, Fluoride supplements",0,C0142805
Sodium,0-2,53,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0142805
Sodium,0-2,53,491,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0142805
Sodium,0-2,53,630,"V, VARIOUS DRUG CLASSES IN ATC","V10, THERAPEUTIC RADIOPHARMACEUTICALS","V10X, OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC","V10XA, Iodine (131I) compounds",0,C0142805
Sodium,0-2,53,630,"V, VARIOUS DRUG CLASSES IN ATC","V09, DIAGNOSTIC RADIOPHARMACEUTICALS","V09F, THYROID DIAGNOSTIC RADIOPHARMACEUTICALS","V09FX, Various thyroid diagnostic radiopharmaceuticals",0,C0142805
Sodium,0-2,53,2039,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CA, Sodium supplements",0,C0142805
Sodium,0-2,53,2039,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0142805
