Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
lamotrigine 25mg,lamotrigine 25mg,lamotrigine 25mg,C0987073,lamoTRIgine 25 MG,TMSY
lamotrigine a,lamotrigine a,lamotrigine a,C0064636,lamotrigine,IN
lamotrigine extended release,lamotrigine extended release,lamotrigine extended release,C2700667,lamotrigine 100 MG Extended Release Oral Tablet,SCD
lamotrigine tablet 150 mg,lamotrigine 150 mg,lamotrigine 150 mg,C0992488,lamotrigine 150 MG,SCDC
lamotrigine tablets 25mg,lamotrigine 25mg,lamotrigine 25mg,C0987073,lamoTRIgine 25 MG,TMSY
lamotrigine unichem,lamotrigine unichem,lamotrigine unichem,C0064636,lamotrigine,IN
lamotrigine xr 200mg,lamotrigine 200mg,lamotrigine 200mg,C0987072,lamoTRIgine 200 MG,TMSY
lamotrignine,lamotrignine,lamotrignine,C0064636,lamotrigine,IN
lamotrix,lamotrix,lamotrix,,,
lampren,lampren,lampren,C0700047,Lamprene,BN
lampren capsules,lampren,lampren,C0700047,Lamprene,BN
lansoprazole 30 mg odt,lansoprazole 30 mg odt,lansoprazole 30 mg odt,C1145828,lansoprazole 30 MG,SCDC
lansoprazole 30mg,lansoprazole 30mg,lansoprazole 30mg,C1145828,lansoprazole 30 MG,SCDC
lansoprazole 30mg generic,lansoprazole 30mg generic,lansoprazole 30mg generic,C0050940,lansoprazole,IN
lansoprazole 30mg rap,lansoprazole 30mg rap,lansoprazole 30mg rap,C2980942,Azo,BN
lansoprazole orally disintegrating tablets,lansoprazole orally disintegrating,lansoprazole orally disintegrating,C1948836,lansoprazole Disintegrating Oral Tablet,SCDF
largactil 25 mg comprime pellicule secable,largactil 25 mg comprime pellicule secable,largactil 25 mg comprime pellicule secable,C0600062,Largactil,BN
largactil 25 mg5 ml solution injectable en ampoule,largactil 25 mg5 ml injectable en ampoule,largactil 25 mg5 ml injectable en ampoule,C0991511,Injectable Solution,DF
largactil chlorpromazine hydrochloride,largactil chlorpromazine hydrochloride,largactil chlorpromazine,C0355077,chlorpromazine hydrochloride,PIN
larin fe 120,larin fe 120,larin fe 120,,,
laroxyl 25 mg comprime pellicule,laroxyl 25 mg comprime pellicule,laroxyl 25 mg comprime pellicule,,,
laroxyl 50 mg comprime pellicule,laroxyl 50 mg comprime pellicule,laroxyl 50 mg comprime pellicule,C1367495,calcium phosphate 50 MG,SCDC
lasix furosemide,lasix furosemide,lasix furosemide,C1597886,furosemide 20 MG [Lasix],SBDC
lasix 00032601,lasix 00032601,lasix 00032601,C0699992,Lasix,BN
ldk 378,ldk 378,ldk 378,,,
lecithinpoloxamer 407,lecithinpoloxamer 407,lecithinpoloxamer 407,C1996239,Cit Calcium,BN
lectrum,lectrum,lectrum,,,
lederfoline 5 mg comprime,lederfoline 5 mg comprime,lederfoline 5 mg comprime,,,
ledipsofosb tab 90400mg tab2x14,ledipsofosb 90400mg tab2x14,ledipsofosb 90400mg tab2x14,,,
ledipasvir,ledipasvir,ledipasvir,C3851350,ledipasvir,IN
leeloo,leeloo,leeloo,,,
leeloo 01 mg002 mg comprim enrob,leeloo 01 mg002 mg comprim enrob,leeloo 01 mg002 mg comprim enrob,,,
leeloo 01 mg002 mg,leeloo 01 mg002 mg,leeloo 01 mg002 mg,,,
leeloo 01 mg 002 mg,leeloo 01 mg 002 mg,leeloo 01 mg 002 mg,,,
leeloo 01mg002 mg,leeloo 01mg002 mg,leeloo 01mg002 mg,,,
leflunomid,leflunomid,leflunomid,C0063041,leflunomide,IN
leflunomide leflunomide unknown,leflunomide leflunomide unknown,leflunomide leflunomide unknown,C0063041,leflunomide,IN
lekoklar xl,lekoklar xl,lekoklar xl,,,
lendormin,lendormin,lendormin,C0701996,Dormin,BN
lenvatinib mesilate,lenvatinib mesilate,lenvatinib mesilate,C2987642,lenvatinib mesylate,PIN
leponex clozaril,leponex clozaril,leponex clozaril,C0719386,Clozaril,BN
lepticur 10 mg comprim,lepticur 10 mg comprim,lepticur 10 mg comprim,C3475089,magnesium sulfate 10 MG,SCDC
lepticure,lepticure,lepticure,,,
lergigan promethazine,lergigan promethazine,lergigan promethazine,C0033405,promethazine,IN
let gel kit lidocaine 4 epinephrine 08 tetracaine 05,let gel kit lidocaine 4 epinephrine 08 tetracaine 05,let gel kit lidocaine 4 epinephrine 08 tetracaine 05,C5448428,EPINEPHrine / lidocaine / tetracaine,TMSY
letrozolo sandoz,letrozolo sandoz,letrozolo sandoz,,,
leucovorin folinic acid folinic acid,leucovorin folinic acid folinic acid,leucovorin folinic acid folinic acid,C0023413,leucovorin,IN
leucovorin calcium manufacturer unknown leucovorin calcium leucovorin calcium,leucovorin calcium manufacturer unknown leucovorin calcium leucovorin calcium,leucovorin manufacturer unknown leucovorin leucovorin,C0023413,leucovorin,IN
leucovorine,leucovorine,leucovorine,C0023413,leucovorin,IN
levabuterol inhaled 063mg3ml sol,levabuterol inhaled 063mg3ml sol,levabuterol inhaled 063mg3ml sol,,,
levalbuterol inhaled 45mcg,levalbuterol inhaled 45mcg,levalbuterol inhaled 45mcg,C0001927,albuterol,IN
levemir flexpen,levemir flexpen,levemir flexpen,C1314782,Levemir,BN
levetiracetam 1167a,levetiracetam 1167a,levetiracetam 1167a,C0377265,levetiracetam,IN
levetiracetam levetiracetam unknown,levetiracetam levetiracetam unknown,levetiracetam levetiracetam unknown,C0718194,Aceta,BN
levetiracetam levetiracetam tablet 500mg,levetiracetam levetiracetam 500mg,levetiracetam levetiracetam 500mg,C0718194,Aceta,BN
levetiracetam no pref name 250 mg,levetiracetam no pref name 250 mg,levetiracetam no pref name 250 mg,C1124905,calcium acetate 250 MG,SCDC
levetiracetam no pref name,levetiracetam no pref name,levetiracetam no pref name,C0718194,Aceta,BN
levetiracetam unknown levetiracetam unk unkunk,levetiracetam unknown levetiracetam unk unkunk,levetiracetam unknown levetiracetam unk unkunk,C0377265,levetiracetam,IN
levetiracetam 1000 mg tablets,levetiracetam 1000 mg,levetiracetam 1000 mg,C1306199,levetiracetam 1000 MG,SCDC
levetiracetam 750mg film coated tablets,levetiracetam 750mg film coated,levetiracetam 750mg film coated,C0718194,Aceta,BN
levetiracetam 1 a pharma,levetiracetam 1 a pharma,levetiracetam 1 a pharma,C0718194,Aceta,BN
levetiracetam aurobindo filmcoated tablet 250mg,levetiracetam aurobindo filmcoated 250mg,levetiracetam aurobindo filmcoated 250mg,C0377265,levetiracetam,IN
levetiracetam extended release tablet usp 500 mg,levetiracetam extended release usp 500 mg,levetiracetam extended release usp 500 mg,C2365446,24 HR levetiracetam 500 MG Extended Release Oral Tablet,SCD
levetiracetam extendedrelease,levetiracetam extendedrelease,levetiracetam extendedrelease,C2365445,levETIRAcetam Extended Release Oral Tablet,TMSY
levetiracetam extendedrelease tablets,levetiracetam extendedrelease,levetiracetam extendedrelease,C2365445,levETIRAcetam Extended Release Oral Tablet,TMSY
levetiracetam filmomhulde tablet 250 mg milligram,levetiracetam filmomhulde 250 mg milligram,levetiracetam filmomhulde 250 mg milligram,C1124905,calcium acetate 250 MG,SCDC
levetiracetam injection 0517360501 500 mg5 ml,levetiracetam 0517360501 500 mg5 ml,levetiracetam 0517360501 500 mg5 ml,C1129032,calcium acetate 500 MG,SCDC
levetiracetam oral solution 100mgml,levetiracetam oral 100mgml,levetiracetam oral 100mgml,C1331356,levETIRAcetam Oral Solution,TMSY
levetiracetam tablets levetiracetam unknown levetiracetam,levetiracetam levetiracetam unknown levetiracetam,levetiracetam levetiracetam unknown levetiracetam,C0377265,levetiracetam,IN
levetiracetam teva,levetiracetam teva,levetiracetam teva,C0377265,levetiracetam,IN
levetiracetam xr,levetiracetam,levetiracetam,C0377265,levetiracetam,IN
levetiracetamhormosan 750 mg filmtabletten,levetiracetamhormosan 750 mg filmtabletten,levetiracetamhormosan 750 mg filmtabletten,C0377265,levetiracetam,IN
levipil,levipil,levipil,C0042395,VIP,SY
levobupivacaine base,levobupivacaine base,levobupivacaine base,C0873118,levobupivacaine,IN
levocarnitine hydrochloride,levocarnitine hydrochloride,levocarnitine,C2927611,levocarnitine hydrochloride,PIN
levofloxacin levofloxacin,levofloxacin levofloxacin,levofloxacin levofloxacin,C2726876,{10 (levofloxacin 750 MG Oral Tablet) } Pack,GPCK
levofloxacin no pref name 500 mg,levofloxacin no pref name 500 mg,levofloxacin no pref name 500 mg,C1129032,calcium acetate 500 MG,SCDC
levofloxacin 500mg doctorready,levofloxacin 500mg doctorready,levofloxacin 500mg doctorready,C0282386,levofloxacin,IN
levofloxacin arrow lab 500mg film coated tablets,levofloxacin arrow lab 500mg film coated,levofloxacin arrow lab 500mg film coated,C0282386,levofloxacin,IN
levofloxacin filmcoated tablets 500mg,levofloxacin filmcoated 500mg,levofloxacin filmcoated 500mg,C0282386,levofloxacin,IN
levofloxacin kabi not specified levofloxacin levofloxacin,levofloxacin kabi not specified levofloxacin levofloxacin,levofloxacin kabi not specified levofloxacin levofloxacin,C0282386,levofloxacin,IN
levofloxacin kabi 5 mg ml,levofloxacin kabi 5 mg ml,levofloxacin kabi 5 mg ml,C0282386,levofloxacin,IN
levofloxacine,levofloxacine,levofloxacine,C0282386,levofloxacin,IN
levofloxacine arrow,levofloxacine arrow,levofloxacine arrow,C0282386,levofloxacin,IN
levofloxacine zentiva,levofloxacine zentiva,levofloxacine zentiva,C0282386,levofloxacin,IN
levofolinate 06682101,levofolinate 06682101,levofolinate 06682101,,,
levofree,levofree,levofree,,,
levomepromazin levomepromazine,levomepromazin levomepromazine,levomepromazin levomepromazine,C0025678,levomepromazine,SY
levonorgestrel and ee tablet usp 01mg002mg and ee tablet usp 01 mg,levonorgestrel and ee usp 01mg002mg and ee usp 01 mg,levonorgestrel and ee usp 01mg002mg and ee usp 01 mg,C0023566,levonorgestrel,IN
levonorgestrel and ethinyl estradiol tablets,levonorgestrel and ethinyl estradiol,levonorgestrel and ethinyl estradiol,C2929264,estradiol / ethinyl estradiol / levonorgestrel,MIN
levonorgestrel intrauterine device,levonorgestrel intrauterine device,levonorgestrel intrauterine device,C1602876,Estre,BN
levonorgestrel iud 52 mg bayer,levonorgestrel iud 52 mg bayer,levonorgestrel iud 52 mg bayer,C1602876,Estre,BN
levonorgestrel ius unknown,levonorgestrel ius unknown,levonorgestrel ius unknown,C1602876,Estre,BN
levonorgestrel unk,levonorgestrel unk,levonorgestrel unk,C0023566,levonorgestrel,IN
levonorgestrelethinyl estradiol,levonorgestrelethinyl estradiol,levonorgestrelethinyl estradiol,C0014912,estradiol,IN
levorphanol,levorphanol,levorphanol,C0023586,levorphanol,IN
levosulpiride,levosulpiride,levosulpiride,C0073361,RID,BN
levothyroxine levothyroxine,levothyroxine levothyroxine,levothyroxine levothyroxine,C5709468,1 ML levothyroxine sodium 0.1 MG/ML Injection,SCD
levothyroxine 50mcg,levothyroxine 50mcg,levothyroxine 50mcg,C0040165,levothyroxine,IN
levothyroxine sodium for injection manufacturer unknown,levothyroxine sodium for manufacturer unknown,levothyroxine for manufacturer unknown,C0040165,levothyroxine,IN
levothyroxine sodium tablets,levothyroxine sodium,levothyroxine,C0079691,levothyroxine sodium,PIN
levothyroxine sodium unk,levothyroxine sodium unk,levothyroxine unk,C0079691,levothyroxine sodium,PIN
lexapro escitalopram oxalate,lexapro escitalopram oxalate,lexapro escitalopram,C1170746,escitalopram oxalate,PIN
lexofloxacin 500mg qua,lexofloxacin 500mg qua,lexofloxacin 500mg qua,C0028902,ofloxacin,IN
liberty cbd tincture jacksons courage,liberty cbd tincture jacksons courage,liberty cbd tincture jacksons courage,C0991583,Tincture,ET
librax,librax,librax,C0064956,Librax,BN
lidocain,lidocain,lidocain,C0023660,lidocaine,IN
lidocaine epinephrine 15 manufacturer unknown,lidocaine epinephrine 15 manufacturer unknown,lidocaine epinephrine 15 manufacturer unknown,C0014563,epinephrine,IN
lidocaine 2 manufacturer unknown lidocaine lidocaine,lidocaine 2 manufacturer unknown lidocaine lidocaine,lidocaine 2 manufacturer unknown lidocaine lidocaine,C0023660,lidocaine,IN
lidocaine cartridge 2 epinephrinelidocaine,lidocaine cartridge 2 epinephrinelidocaine,lidocaine cartridge 2 epinephrinelidocaine,C4018981,Cartridge,DF
lidocaine hcl 15 epi 1 200000inj usp ft vial lidocaine hydrochloride,lidocaine hcl 15 epi 1 200000inj usp ft vial lidocaine hydrochloride,lidocaine 15 epi 1 200000inj usp ft vial lidocaine,C0023660,lidocaine,IN
lidocaine hcl with epinephrine,lidocaine hcl with epinephrine,lidocaine with epinephrine,C0359949,EPINEPHrine / lidocaine,TMSY
lidocaine hydrochloride injection bp 2,lidocaine hydrochloride bp 2,lidocaine bp 2,C0546869,lidocaine hydrochloride,PIN
lidocaine in epinephrine,lidocaine in epinephrine,lidocaine in epinephrine,C0359949,EPINEPHrine / lidocaine,TMSY
lidocaine unknown product,lidocaine unknown product,lidocaine unknown product,C0023660,lidocaine,IN
lidocaine wepinephrine,lidocaine wepinephrine,lidocaine wepinephrine,C0014563,epinephrine,IN
lidocaineepinephrine,lidocaineepinephrine,lidocaineepinephrine,C0014563,epinephrine,IN
lignocaine,lignocaine,lignocaine,C0360007,lidocaine hydrochloride 10 MG/ML Injectable Solution [Sure-Amp Lignocaine hydrochloride],SBD
lignocaine 00033401,lignocaine 00033401,lignocaine 00033401,,,
lignocaine hydrochloride,lignocaine hydrochloride,lignocaine,C0731428,Sure-Amp Lignocaine hydrochloride,BN
lignospan special solution for injection 22ml,lignospan special for 22ml,lignospan special for 22ml,C1589323,Lignospan,BN
lil drug store ibuprofen,lil drug store ibuprofen,lil drug store ibuprofen,C0020740,ibuprofen,IN
limatrigine 250 mg pku,limatrigine 250 mg pku,limatrigine 250 mg pku,C1124905,calcium acetate 250 MG,SCDC
lincomycin hydrochloride,lincomycin hydrochloride,lincomycin,C0282219,lincomycin hydrochloride,PIN
lindane,lindane,lindane,C0005038,lindane,IN
linear gadolinium,linear gadolinium,linear gadolinium,C1154187,Ear Drops,ET
linezolid 1279a,linezolid 1279a,linezolid 1279a,C0720359,Ezol,BN
linezolid kabi,linezolid kabi,linezolid kabi,C0720359,Ezol,BN
linezolid mylan,linezolid mylan,linezolid mylan,C0720359,Ezol,BN
linezolide kabi,linezolide kabi,linezolide kabi,C0720359,Ezol,BN
lioresal intrathecal baclofen injection2000mcgday,lioresal intrathecal baclofen injection2000mcgday,lioresal intrathecal baclofen injection2000mcgday,C0004609,baclofen,IN
lioresal intrathecal baclofen injection2000mcgml,lioresal intrathecal baclofen injection2000mcgml,lioresal intrathecal baclofen injection2000mcgml,C0004609,baclofen,IN
lioresal intrathecalbaclofen injection 500 mcgml,lioresal intrathecalbaclofen 500 mcgml,lioresal intrathecalbaclofen 500 mcgml,C0004609,baclofen,IN
liothyronine sodium,liothyronine sodium,liothyronine,C0546882,liothyronine sodium,PIN
lipamphotericin,lipamphotericin,lipamphotericin,,,
lipidil,lipidil,lipidil,C1594027,fenofibrate 200 MG [Lipidil Supra],SBDC
liposome incorporated dexamethasone,liposome incorporated dexamethasone,liposome incorporated dexamethasone,C0011777,dexamethasone,IN
liprolog 100eml,liprolog 100eml,liprolog 100eml,,,
liquemin 00027701,liquemin 00027701,liquemin 00027701,,,
lisdexamphetamine,lisdexamphetamine,lisdexamphetamine,C1873633,lisdexamfetamine,IN
lisinopril 40 mg lupin pharmace,lisinopril 40 mg lupin pharmace,lisinopril 40 mg lupin pharmace,C0065374,lisinopril,IN
lispro,lispro,lispro,C2683559,3 ML insulin lispro 100 UNT/ML Cartridge,SCD
lispro insulin,lispro insulin,lispro insulin,C0293359,insulin lispro,IN
listerine healthywhite anticavity mouthrinse vibrant clean mint,listerine healthywhite anticavity mouthrinse vibrant clean mint,listerine healthywhite anticavity mouthrinse vibrant clean mint,C0065081,Listerine,BN
litalir,litalir,litalir,,,
lithiofor,lithiofor,lithiofor,,,
lithium hydroxide,lithium hydroxide,lithium hydroxide,C0083236,lithium hydroxide,IN
lithium sulphate pr,lithium sulphate pr,lithium pr,C0023870,lithium,IN
little remedies saline spray medtech products inc,little remedies saline medtech products inc,little remedies saline medtech products inc,,,
live attenuated varicella vaccine,live attenuated varicella vaccine,live attenuated varicella vaccine,C0723644,Tenuate,BN
livial,livial,livial,C0730772,Livial,BN
lo loestrin fe norethindrone acetate ethinylestradiol ferrous fumarate tablet 100010ug,lo loestrin fe norethindrone acetate ethinylestradiol ferrous fumarate 100010ug,lo loestrin fe norethindrone ethinylestradiol ferrous 100010ug,C0060276,ferrous fumarate,IN
loestrin 24 fe,loestrin 24 fe,loestrin 24 fe,C1699917,{24 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 4 (ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin 24 Fe 28 Day],BPCK
loestrin 24 fe tablet,loestrin 24 fe,loestrin 24 fe,C1699917,{24 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 4 (ferrous fumarate 75 MG Oral Tablet) } Pack [Loestrin 24 Fe 28 Day],BPCK
loestrin fe 1530,loestrin fe 1530,loestrin fe 1530,,,
loestrin fe 1530 28 day,loestrin fe 1530 28 day,loestrin fe 1530 28 day,,,
lojuxta,lojuxta,lojuxta,,,
lolistrel 100 microgrammes20 microgrammes comprime enrobe,lolistrel 100 microgrammes20 microgrammes comprime enrobe,lolistrel 100 microgrammes20 microgrammes comprime enrobe,,,
lomustin ccnu,lomustin ccnu,lomustin ccnu,C0687700,CCNU,BN
lomustina,lomustina,lomustina,C0040238,tin,IN
lomustine lomustine lomustine,lomustine lomustine lomustine,lomustine lomustine lomustine,C1596527,lomustine 10 MG [CCNU],SBDC
lonafarnib 100mg bid po,lonafarnib 100mg bid po,lonafarnib 100mg bid po,C0720542,G Bid,BN
lonapegsomatropintcgd,lonapegsomatropintcgd,lonapegsomatropintcgd,C5553578,lonapegsomatropin-tcgd,PIN
lonarid mono,lonarid mono,lonarid mono,C0073361,RID,BN
lonazep,lonazep,lonazep,C1306203,clonazePAM 0.1 MG/ML,TMSY
loperamide oxide,loperamide oxide,loperamide oxide,C0023992,loperamide,IN
loprazolam,loprazolam,loprazolam,C0077013,loprazolam,SY
loquen quetiapine fumarate,loquen quetiapine fumarate,loquen quetiapine,C0724680,quetiapine fumarate,PIN
loratadine 10mg,loratadine 10mg,loratadine 10mg,C0987270,loratadine 10 MG,SCDC
loratadine and pseudoephedrine sulfate otc,loratadine and pseudoephedrine sulfate otc,loratadine and pseudoephedrine otc,C0014479,ephedrine,IN
loratadinepseudoephedrine sulfate,loratadinepseudoephedrine sulfate,loratadinepseudoephedrine,C0014479,ephedrine,IN
loratidine,loratidine,loratidine,C0065180,loratadine,IN
lorazepam manufacturer unknown,lorazepam manufacturer unknown,lorazepam manufacturer unknown,C0024002,lorazepam,IN
lorazepam 1 mg,lorazepam 1 mg,lorazepam 1 mg,C0987272,lorazepam 1 MG,SCDC
lorazepam 1mg ranbaxy,lorazepam 1mg ranbaxy,lorazepam 1mg ranbaxy,C0024002,lorazepam,IN
lorazepam a,lorazepam a,lorazepam a,C0024002,lorazepam,IN
lorazepam aurobindo 1mg tablets,lorazepam aurobindo 1mg,lorazepam aurobindo 1mg,C0024002,lorazepam,IN
loryna,loryna,loryna,C3153357,Loryna 28 Day Pack,SY
losartan losartan,losartan losartan,losartan losartan,C2912318,losartan potassium 100 MG,SCDC
losartan potassium usp,losartan potassium usp,losartan usp,C0700492,losartan potassium,PIN
losartan potassium whydrochlorothiazide,losartan potassium whydrochlorothiazide,losartan whydrochlorothiazide,C0008273,chlorothiazide,IN
lotemax loteprednol etabonate ophthalmic suspension 05,lotemax loteprednol etabonate ophthalmic 05,lotemax loteprednol etabonate ophthalmic 05,C3153487,loteprednol etabonate Ophthalmic Ointment,SCDF
lotrimin ultra antifungal,lotrimin ultra antifungal,lotrimin ultra antifungal,C0699670,Lotrimin,BN
low dose aspirin,low dose aspirin,low dose aspirin,C0004057,aspirin,IN
loxapac 00401801,loxapac 00401801,loxapac 00401801,C0591744,Loxapac,BN
loxapac 25 mg,loxapac 25 mg,loxapac 25 mg,C0355170,Loxapac 25 MG Oral Capsule,SY
loxapac 25 mg comprime pellicule,loxapac 25 mg comprime pellicule,loxapac 25 mg comprime pellicule,C0591744,Loxapac,BN
loxapac loxapine,loxapac loxapine,loxapac loxapine,C1596185,loxapine 10 MG [Loxapac],SBDC
loxapac oral solution,loxapac oral,loxapac oral,C0591744,Loxapac,BN
loxapac solution buvable,loxapac buvable,loxapac buvable,C0591744,Loxapac,BN
loxapine succinate,loxapine succinate,loxapine,C0024057,loxapine succinate,PIN
loxen,loxen,loxen,C0591400,Doloxene,BN
lucille,lucille,lucille,,,
lumacaftor,lumacaftor,lumacaftor,C3852684,lumacaftor,IN
lumacaftorivacaftor vertex,lumacaftorivacaftor vertex,lumacaftorivacaftor vertex,C3264621,ivacaftor,IN
lumefantrine,lumefantrine,lumefantrine,C0531104,lumefantrine,IN
luminespib,luminespib,luminespib,,,
lumirelax,lumirelax,lumirelax,,,
lumirelax methocarbamol,lumirelax methocarbamol,lumirelax methocarbamol,C0025659,methocarbamol,IN
lumirelax methyl nicotinatemethocarbamol,lumirelax methyl nicotinatemethocarbamol,lumirelax methyl nicotinatemethocarbamol,C0025659,methocarbamol,IN
lupron depot 1125 mg,lupron depot 1125 mg,lupron depot 1125 mg,C1124907,calcium acetate 125 MG,SCDC
lurasidone hcl,lurasidone hcl,lurasidone,C2003424,lurasidone,IN
lutiz teva italia srl,lutiz teva italia srl,lutiz teva italia srl,,,
lutropin alfa,lutropin alfa,lutropin alfa,C1271607,lutropin alfa,IN
luveris,luveris,luveris,C1612983,Luveris,BN
luvox cr,luvox cr,luvox cr,C0086307,Luvox,BN
lyrica cr,lyrica cr,lyrica cr,C1570232,Lyrica,BN
lyrinel xl,lyrinel xl,lyrinel xl,,,
lysanxia,lysanxia,lysanxia,C0718606,Anx,BN
lysanxia 15 mgml solution buvable en gouttes,lysanxia 15 mgml buvable en gouttes,lysanxia 15 mgml buvable en gouttes,C1617715,potassium bromide 15 MG,SCDC
lysergic acid,lysergic acid,lysergic acid,,,
lysergide,lysergide,lysergide,,,
lysodren tabs 500 mg,lysodren 500 mg,lysodren 500 mg,C0708697,LYSODREN 500 MG Oral Tablet,PSN
lysozyme hydrochloride,lysozyme hydrochloride,lysozyme,C3475231,lysozyme hydrochloride,PIN
lyumjev kwikpen,lyumjev kwikpen,lyumjev kwikpen,C5390917,Lyumjev,BN
lactomin,lactomin,lactomin,,,
lamitrin,lamitrin,lamitrin,,,
lamivudine and zidovudine filmcoated tablets,lamivudine and zidovudine filmcoated,lamivudine and zidovudine filmcoated,C0209738,lamivudine,IN
lamivudine and zidovudine tablets,lamivudine and zidovudine,lamivudine and zidovudine,C0717880,lamiVUDine / zidovudine,TMSY
lamotrigin 50 mg,lamotrigin 50 mg,lamotrigin 50 mg,C1132075,lamoTRIgine 50 MG,TMSY
lamotrigin aristo,lamotrigin aristo,lamotrigin aristo,,,
lamotrigin aristo 100 mg tabletten,lamotrigin aristo 100 mg tabletten,lamotrigin aristo 100 mg tabletten,C4051486,magnesium sulfate 100 MG,SCDC
lamotrigin heumann,lamotrigin heumann,lamotrigin heumann,,,
lamotrigine nonspecific,lamotrigine nonspecific,lamotrigine nonspecific,C0064636,lamotrigine,IN
lamotrigine aurobindo tablets 100mg,lamotrigine aurobindo 100mg,lamotrigine aurobindo 100mg,C0064636,lamotrigine,IN
lamotrigine chewabledispersable tablet,lamotrigine chewabledispersable,lamotrigine chewabledispersable,C0304290,Chewable Tablet,DF
lamotrigine dispersable tablet,lamotrigine dispersable,lamotrigine dispersable,C0064636,lamotrigine,IN
lamotrigine extended release tablets,lamotrigine extended release,lamotrigine extended release,C2700667,lamotrigine 100 MG Extended Release Oral Tablet,SCD
lamotrigine tablets 200mg,lamotrigine 200mg,lamotrigine 200mg,C0987072,lamoTRIgine 200 MG,TMSY
lamotrigine tablets 50mg,lamotrigine 50mg,lamotrigine 50mg,C1132075,lamoTRIgine 50 MG,TMSY
ledertrexato,ledertrexato,ledertrexato,,,
lentinan,lentinan,lentinan,C0040238,tin,IN
levemir chu flexpen,levemir chu flexpen,levemir chu flexpen,C1314782,Levemir,BN
levetiracetam 1000mg,levetiracetam 1000mg,levetiracetam 1000mg,C1306199,levETIRAcetam 1000 MG,TMSY
levetiracetam 1000mg film coated tablets,levetiracetam 1000mg film coated,levetiracetam 1000mg film coated,C0718194,Aceta,BN
levetiracetam 750mg,levetiracetam 750mg,levetiracetam 750mg,C1126563,levETIRAcetam 750 MG,TMSY
levetiracetam desitin,levetiracetam desitin,levetiracetam desitin,C0718194,Aceta,BN
levetiracetam er actavis laboratories fl,levetiracetam actavis laboratories fl,levetiracetam actavis laboratories fl,C0718194,Aceta,BN
levetiracetam film coated tablet,levetiracetam film coated,levetiracetam film coated,C0718194,Aceta,BN
levetiracetam iv,levetiracetam iv,levetiracetam iv,C0377265,levetiracetam,IN
levetiracetam injection usp,levetiracetam usp,levetiracetam usp,C0377265,levetiracetam,IN
levetiracetam puren 500 mg film coated tablet,levetiracetam puren 500 mg film coated,levetiracetam puren 500 mg film coated,C1129032,calcium acetate 500 MG,SCDC
levetiracetam puren 500 mg filmtabletten,levetiracetam puren 500 mg filmtabletten,levetiracetam puren 500 mg filmtabletten,C1129032,calcium acetate 500 MG,SCDC
levofloxacin arrow,levofloxacin arrow,levofloxacin arrow,C0282386,levofloxacin,IN
levofloxacin aurobindo filmcoated tablets 250mg,levofloxacin aurobindo filmcoated 250mg,levofloxacin aurobindo filmcoated 250mg,C0282386,levofloxacin,IN
levofloxacine arrow filmcoated tablets 500mg,levofloxacine arrow filmcoated 500mg,levofloxacine arrow filmcoated 500mg,C0282386,levofloxacin,IN
levofloxacine kabi,levofloxacine kabi,levofloxacine kabi,C0282386,levofloxacin,IN
levonorgestrel unspecified,levonorgestrel unspecified,levonorgestrel unspecified,C1602876,Estre,BN
levonorgestrelethinylestradiol,levonorgestrelethinylestradiol,levonorgestrelethinylestradiol,C0014912,estradiol,IN
levonorgestrelethinylestradiol 15030 g,levonorgestrelethinylestradiol 15030 g,levonorgestrelethinylestradiol 15030 g,C0014912,estradiol,IN
lexin,lexin,lexin,C2929568,ambroxol / cephalexin,MIN
lexotan,lexotan,lexotan,,,
libaoduo,libaoduo,libaoduo,,,
lidocaine unknown,lidocaine unknown,lidocaine unknown,C0023660,lidocaine,IN
lidocaine hydrochloride watson laboratories,lidocaine hydrochloride watson laboratories,lidocaine watson laboratories,C0006686,calcium chloride,IN
lidocaine hydrochloride unknown product,lidocaine hydrochloride unknown product,lidocaine unknown product,C0006686,calcium chloride,IN
lidocaine pf,lidocaine pf,lidocaine pf,C0023660,lidocaine,IN
lidocaine with adrenaline,lidocaine with adrenaline,lidocaine with adrenaline,C1963284,Adrenalin,BN
lilica,lilica,lilica,,,
linezolid unknown,linezolid unknown,linezolid unknown,C0720359,Ezol,BN
liposic ophthalmic drops,liposic ophthalmic,liposic ophthalmic,C0993163,Ophthalmic Cream,DF
liposomal amphotericinb,liposomal amphotericinb,liposomal amphotericinb,C1145701,amphotericin B liposomal,PIN
liprolog lispro,liprolog lispro,liprolog lispro,,,
liraglutide flexpen,liraglutide flexpen,liraglutide flexpen,C1456408,liraglutide,IN
lithium carbonate nonspecific,lithium carbonate nonspecific,lithium carbonate nonspecific,C0006681,calcium carbonate,IN
lithium carbonate non specific,lithium carbonate non specific,lithium carbonate non specific,C0006681,calcium carbonate,IN
loette,loette,loette,C5763260,Haloette Vaginal Product,SBDG
loette28,loette28,loette28,,,
lorazepam oral drops solution,lorazepam oral,lorazepam oral,C1246703,lorazepam Oral Solution,SCDF
