raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
C5777142,c5777142,70 ml idecabtagene vicleucel 6571428 cells/ml,61.07142857142858,C5449017,70 ML idecabtagene vicleucel 6571428 CELLS/ML Injection,SCD
C5777143,c5777143,amylase 57143 unt,65.76923076923076,C1590631,amylase 57143 UNT,SCDC
C0015837,c0015837,c-500,67.5,C0719054,C-500,BN
C0015101,c0015101,c-500,67.5,C0719054,C-500,BN
C0041023,c0041023,c-500,67.5,C0719054,C-500,BN
C0051515,c0051515,15n,72.0,C5401580,sodium nitrate 15N,PIN
C0008296,c0008296,c-500,67.5,C0719054,C-500,BN
C0025659,c0025659,c-500,67.5,C0719054,C-500,BN
C0026388,c0026388,c-500,67.5,C0719054,C-500,BN
C0301249,c0301249,camphor 0 0124 mg/mg,61.07142857142858,C1813130,camphor 0.0124 MG/MG,SCDC
C0076616,c0076616,c-500,67.5,C0719054,C-500,BN
C0069370,c0069370,c-500,67.5,C0719054,C-500,BN
C1291843,c1291843,c12-13 alcohols,64.28571428571429,C4301002,C12-13 alcohols,IN
C0057232,c0057232,p32,72.0,C0305007,sodium phosphate P32,PIN
C1095803,c1095803,pc-10,67.5,C0722406,PC-10,BN
C2927565,c2927565,cp-2,60.00000000000001,C0719066,CP-2,BN
C4761746,c4761746,c14-16 olefin sulfonate,51.42857142857142,C3535886,C14-16 olefin sulfonate,IN
C5135554,c5135554,3535,67.5,C2743819,IR 3535,SY
C5135560,c5135560,3535,67.5,C2743819,IR 3535,SY
C5135561,c5135561,3535,67.5,C2743819,IR 3535,SY
C0770612,c0770612,72 hr duragesic 0 012 mg/hr transdermal system,56.25,C1620463,72 HR Duragesic 0.012 MG/HR Transdermal System,SY
C2728191,c2728191,cp-2,60.00000000000001,C0719066,CP-2,BN
C2756786,c2756786,cp-2,60.00000000000001,C0719066,CP-2,BN
C3199704,c3199704,mc-3,60.00000000000001,C4719541,MC-3,SY
C4718858,c4718858,225 mg / chloride 188 mg / 1479 mg oral,53.4375,C5422074,magnesium sulfate 225 MG / potassium chloride 188 MG / sodium sulfate 1479 MG Oral Tablet,SCD
C4759906,c4759906,amikacin liposomal 590 mg in 8 4 ml inhalation,52.61538461538461,C4731710,amikacin liposomal 590 MG in 8.4 ML Inhalation Suspension,PSN
C0058518,c0058518,c-500,67.5,C0719054,C-500,BN
C0057362,c0057362,c-500,67.5,C0719054,C-500,BN
C2702332,c2702332,p32,72.0,C0305007,sodium phosphate P32,PIN
C0076804,c0076804,c-500,67.5,C0719054,C-500,BN
C0039297,c0039297,c-500,67.5,C0719054,C-500,BN
C0079349,c0079349,c-500,67.5,C0719054,C-500,BN
C2725895,c2725895,cp-2,60.00000000000001,C0719066,CP-2,BN
C0002644,c0002644,c-500,67.5,C0719054,C-500,BN
C0106916,c0106916,c10-16 alketh-1,64.28571428571429,C3666710,C10-16 alketh-1,SY
C5443276,c5443276,p32,60.00000000000001,C0305007,sodium phosphate P32,PIN
C0727050,c0727050,tums 750 mg 8 ct - 1000 72 ct kit,64.125,C3539021,Tums 750 MG 8 ct - 1000 72 ct Kit,SY
C4523005,c4523005,c-500,61.53846153846154,C0719054,C-500,BN
C0060228,c0060228,c-500,67.5,C0719054,C-500,BN
C0982154,c0982154,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0073076,c0073076,c-500,67.5,C0719054,C-500,BN
C2741453,c2741453,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C3256092,c3256092,mc-3,60.00000000000001,C4719541,MC-3,SY
C0059372,c0059372,c-500,67.5,C0719054,C-500,BN
C0000503,c0000503,dry biocellulose mw 2000000,69.23076923076923,C5384211,dry biocellulose (MW 2000000),IN
C0673093,c0673093,hypromellose 12070923 3 mm2-s,56.25,C3256055,hypromellose acetate succinate 12070923 (3 MM2-S),IN
C0039677,c0039677,c-500,67.5,C0719054,C-500,BN
C0019453,c0019453,c-500,67.5,C0719054,C-500,BN
C0063238,c0063238,c-500,67.5,C0719054,C-500,BN
C0122932,c0122932,p32,72.0,C0305007,sodium phosphate P32,PIN
C2722036,c2722036,afluria quadrivalent 2022-2023,60.00000000000001,C5673362,Afluria Quadrivalent 2022-2023,BN
C0048323,c0048323,c-500,67.5,C0719054,C-500,BN
C0074748,c0074748,c-500,67.5,C0719054,C-500,BN
C0075093,c0075093,c-500,67.5,C0719054,C-500,BN
C0030888,c0030888,c-500,67.5,C0719054,C-500,BN
C0600296,c0600296,chloroxylenol 0 0026 mg/mg,61.07142857142858,C4283115,chloroxylenol 0.0026 MG/MG,SCDC
C0071686,c0071686,c-500,67.5,C0719054,C-500,BN
C0137904,c0137904,poloxamine 1304,60.00000000000001,C5384238,poloxamine 1304,IN
C0379624,c0379624,buprenex 0 3 mg/ml as buprenorphine hcl 0 324 mg/ml,56.25,C0706408,Buprenex 0.3 MG/ML (as buprenorphine HCl 0.324 MG/ML) Injection,SY
C1165733,c1165733,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0087870,c0087870,c-500,67.5,C0719054,C-500,BN
C0142785,c0142785,0 85 ml hyaluronate 14 mg/ml prefilled syringe,57.0,C1532449,0.85 ML sodium hyaluronate 14 MG/ML Prefilled Syringe,SCD
C0887700,c0887700,epoetin alfa 7000 unt per 0 7 ml prefilled syringe,57.0,C1276821,epoetin alfa 7000 UNT per 0.7 ML Prefilled Syringe,SY
C2722026,c2722026,afluria quadrivalent 2022-2023,60.00000000000001,C5673362,Afluria Quadrivalent 2022-2023,BN
C0023551,c0023551,3535,67.5,C2743819,IR 3535,SY
C0064858,c0064858,c-500,67.5,C0719054,C-500,BN
C5704708,c5704708,c-500,61.53846153846154,C0719054,C-500,BN
C0040815,c0040815,15n,72.0,C5401580,sodium nitrate 15N,PIN
C4519912,c4519912,c9-12 alkane,55.38461538461539,C5850137,C9-12 alkane,IN
C0039267,c0039267,c-500,67.5,C0719054,C-500,BN
C1330541,c1330541,3535,67.5,C2743819,IR 3535,SY
C5833391,c5833391,30 ml idecabtagene vicleucel 15333333 cells/ml,52.61538461538461,C5449008,30 ML idecabtagene vicleucel 15333333 CELLS/ML Injection,SCD
C0284581,c0284581,24 hr habitrol 0 583 mg/hr transdermal system,57.0,C0709100,24 HR Habitrol 0.583 MG/HR Transdermal System,SY
C0077025,c0077025,c-500,67.5,C0719054,C-500,BN
C0078956,c0078956,c-500,67.5,C0719054,C-500,BN
C0069765,c0069765,c-500,67.5,C0719054,C-500,BN
C2702319,c2702319,ocusan 0 1 / 1 / 1 / 0 05 ophthalmic reformulated dec 2019,64.28571428571429,C5221930,"Ocusan 0.1 % / 1 % / 1 % / 0.05 % Ophthalmic Solution, Reformulated Dec 2019",SY
C0058716,c0058716,c-500,67.5,C0719054,C-500,BN
C0059610,c0059610,c-500,67.5,C0719054,C-500,BN
C0055723,c0055723,c-500,67.5,C0719054,C-500,BN
C0055724,c0055724,c-500,67.5,C0719054,C-500,BN
C0886706,c0886706,castor oil 0 706 mg/mg,52.61538461538461,C1742017,castor oil 0.706 MG/MG,SCDC
C0006351,c0006351,c-500,67.5,C0719054,C-500,BN
C0070093,c0070093,c-500,67.5,C0719054,C-500,BN
C1956225,c1956225,2 25 ml paliperidone palmitate 156 mg/ml prefilled syringe,64.125,C5941794,2.25 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,SCD
C0001052,c0001052,triamcinolone 0 00105 mg/mg,68.4,C1134786,triamcinolone 0.00105 MG/MG,SCDC
C0080074,c0080074,bacitracin zinc 0 00048 mg/mg,67.5,C5450170,bacitracin zinc 0.00048 MG/MG,SCDC
C0079466,c0079466,c-500,67.5,C0719054,C-500,BN
C0039865,c0039865,c-500,67.5,C0719054,C-500,BN
C2350040,c2350040,polyethylene glycol 35000,69.23076923076923,C3256558,polyethylene glycol 35000,IN
C2740760,c2740760,calcium carbonate 600 mg ca 240 mg chewable,61.07142857142858,C0975171,calcium carbonate 600 MG (Ca 240 MG) Chewable Tablet,PSN
C0795617,c0795617,ethanol 0 751 ml/ml,52.61538461538461,C5245061,ethanol 0.751 ML/ML,SCDC
C0055010,c0055010,c-500,67.5,C0719054,C-500,BN
C0057135,c0057135,c-500,67.5,C0719054,C-500,BN
C0030557,c0030557,3535,67.5,C2743819,IR 3535,SY
C0053790,c0053790,c-500,67.5,C0719054,C-500,BN
C0042287,c0042287,c-500,67.5,C0719054,C-500,BN
C0149368,c0149368,0 67 ml anakinra 149 mg/ml prefilled syringe,57.0,C1319690,0.67 ML anakinra 149 MG/ML Prefilled Syringe,SCD
C0770983,c0770983,hypromellose 12070923 3 mm2-s,56.25,C3256055,hypromellose acetate succinate 12070923 (3 MM2-S),IN
C0207214,c0207214,afluria quadrivalent 2020-2021,64.28571428571429,C5244695,Afluria Quadrivalent 2020-2021,BN
C1451733,c1451733,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0058056,c0058056,c-500,67.5,C0719054,C-500,BN
C0074719,c0074719,c-500,67.5,C0719054,C-500,BN
C0016377,c0016377,c-500,67.5,C0719054,C-500,BN
C4081232,c4081232,p32,72.0,C0305007,sodium phosphate P32,PIN
C0072176,c0072176,c-500,67.5,C0719054,C-500,BN
C0038693,c0038693,c-500,67.5,C0719054,C-500,BN
C0084186,c0084186,c-500,67.5,C0719054,C-500,BN
C2727018,c2727018,afluria 2017-2018,64.28571428571429,C4325193,Afluria 2017-2018,BN
C2697593,c2697593,cp-2,60.00000000000001,C0719066,CP-2,BN
C0050403,c0050403,c-500,67.5,C0719054,C-500,BN
C4490578,c4490578,human adenovirus e serotype 4 strain cl-68578,49.090909090909086,C3159361,human adenovirus E serotype 4 strain CL-68578,PIN
C4316842,c4316842,mumps virus vaccine live rit-4385 strain 31684 unt/ml,65.76923076923076,C5673966,"mumps virus vaccine live, RIT-4385 strain 31684 UNT/ML",SCDC
C0440310,c0440310,amylase 39150 unt / lipase 10440 unt / protease 39150 unt oral,64.125,C3267872,amylase 39150 UNT / lipase 10440 UNT / protease 39150 UNT Oral Tablet,SCD
C2684343,c2684343,cp-2,60.00000000000001,C0719066,CP-2,BN
C0872906,c0872906,hypromellose 2906 4 mpa s,57.0,C3645194,hypromellose 2906 (4 mpa.s),IN
C0937640,c0937640,cholecalciferol 3760 unt,57.0,C5137054,cholecalciferol 3760 UNT,SCDC
C0938478,c0938478,triprolidine hcl 0 938 mg in 1 ml oral,56.25,C3817239,triprolidine HCl 0.938 MG in 1 mL Oral Solution,PSN
C1166245,c1166245,amylase 112500 unt,57.0,C5140713,amylase 112500 UNT,SCDC
C4720235,c4720235,afluria 2024-2025,64.28571428571429,C5926370,Afluria 2024-2025,BN
C4759658,c4759658,ethanol 0 658 ml/ml / isopropyl alcohol 0 049 ml/ml topical,53.4375,C5417377,ethanol 0.658 ML/ML / isopropyl alcohol 0.049 ML/ML Topical Spray,SCD
C0054259,c0054259,c-500,67.5,C0719054,C-500,BN
C0065162,c0065162,c-500,67.5,C0719054,C-500,BN
C0032478,c0032478,c-500,67.5,C0719054,C-500,BN
C0991867,c0991867,cnj-016,53.333333333333336,C4475844,CNJ-016,BN
C4765507,c4765507,aluminum hydroxide 50 8 mg/ml / carbonate 47 5 mg/ml gaviscon,53.4375,C1594119,aluminum hydroxide 50.8 MG/ML / magnesium carbonate 47.5 MG/ML [Gaviscon],SBDC
C0439963,c0439963,24 hr exelon 0 396 mg/hr transdermal system,53.4375,C1961978,24 HR Exelon 0.396 MG/HR Transdermal System,SY
C0725584,c0725584,24 hr exelon 0 554 mg/hr transdermal system,53.4375,C3497082,24 HR Exelon 0.554 MG/HR Transdermal System,SY
C0937627,c0937627,k+ 942 mg / nahco3 627 mg rectal suppository,56.25,C1350565,K+ bitartrate 942 MG / NaHCO3 627 MG Rectal Suppository,SY
C0939806,c0939806,monobasic 1 102 gm / dibasic 0 398 gm oral,56.25,C0936924,sodium phosphate monobasic 1.102 GM / sodium phosphate dibasic 0.398 GM Oral Tablet,SY
C1350499,c1350499,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C1704263,c1704263,calcium carbonate 425 mg ca 170 mg oral,61.07142857142858,C3668760,calcium carbonate 425 MG (Ca 170 MG) Oral Capsule,PSN
C3488471,c3488471,mc-3,60.00000000000001,C4719541,MC-3,SY
C4721865,c4721865,lactulose 2865 mg,57.0,C1370591,lactulose 2865 MG,SCDC
C4721877,c4721877,77 mg,51.42857142857142,C1509863,calcium phosphate 77 MG,SCDC
C4759866,c4759866,pradaxa 75 mg as dabigatran etexilate 86 48 mg oral,53.4375,C2940653,Pradaxa 75 MG (as dabigatran etexilate mesylate 86.48 MG) Oral Capsule,SY
C4759902,c4759902,advicor 750/20 24 hr extended release oral,53.4375,C1612652,Advicor 750/20 24 HR Extended Release Oral Tablet,SY
C4760782,c4760782,naprelan 750 mg naproxen 825 mg 24 hr extended release oral,53.4375,C2586922,Naprelan 750 MG (naproxen sodium 825 MG) 24 HR Extended Release Oral Tablet,SY
C0015772,c0015772,c-500,67.5,C0719054,C-500,BN
C0040853,c0040853,c-500,67.5,C0719054,C-500,BN
C0075503,c0075503,c-500,67.5,C0719054,C-500,BN
C0771950,c0771950,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0068699,c0068699,c-500,67.5,C0719054,C-500,BN
C0071105,c0071105,c-500,67.5,C0719054,C-500,BN
C0051736,c0051736,c-500,67.5,C0719054,C-500,BN
C0076705,c0076705,c-500,67.5,C0719054,C-500,BN
C0064777,c0064777,c-500,67.5,C0719054,C-500,BN
C0070325,c0070325,c-500,67.5,C0719054,C-500,BN
C4694627,c4694627,np-27,51.42857142857142,C0721918,NP-27,BN
C4694628,c4694628,c24-28 olefin,51.42857142857142,C3818690,C24-28 olefin,IN
C4694629,c4694629,942 mg / bicarbonate 627 mg rectal suppository,49.090909090909086,C1350565,potassium bitartrate 942 MG / sodium bicarbonate 627 MG Rectal Suppository,SCD
C4694630,c4694630,nda019430 0 3 ml epinephrine 0 5 mg/ml auto-injector,57.0,C3530791,NDA019430 0.3 ML epinephrine 0.5 MG/ML Auto-Injector,SCD
C4759738,c4759738,castor oil 793 mg/ml / peruvian balsam 88 4 mg/ml proderm,53.4375,C1592206,castor oil 793 MG/ML / Peruvian balsam 88.4 MG/ML [Proderm],SBDC
C4759739,c4759739,olanzapine 405 mg as olanzapine pamoate monohydrate 931 mg,48.857142857142854,C4048907,OLANZapine 405 MG (as OLANZapine pamoate monohydrate 931 MG) Injection,TMSY
C0086728,c0086728,c-500,67.5,C0719054,C-500,BN
C0055754,c0055754,c-500,67.5,C0719054,C-500,BN
C2741441,c2741441,cp-2,60.00000000000001,C0719066,CP-2,BN
C2728192,c2728192,cp-2,60.00000000000001,C0719066,CP-2,BN
C2740746,c2740746,cp-2,60.00000000000001,C0719066,CP-2,BN
C2740841,c2740841,cp-2,60.00000000000001,C0719066,CP-2,BN
C0041441,c0041441,c-500,67.5,C0719054,C-500,BN
C0003753,c0003753,capsaicin 0 00375 mg/mg,68.4,C4018608,capsaicin 0.00375 MG/MG,SCDC
C1137390,c1137390,lactobacillus acidophilus bcmc 12130,60.00000000000001,C5827726,Lactobacillus acidophilus BCMC 12130,PIN
C0108941,c0108941,c-500,60.00000000000001,C0719054,C-500,BN
C2740640,c2740640,c20-40 alcohols mp 79c,64.28571428571429,C4020326,C20-40 alcohols (MP 79C),IN
C0076286,c0076286,c-500,67.5,C0719054,C-500,BN
C0025830,c0025830,c-500,67.5,C0719054,C-500,BN
C0037501,c0037501,c-500,67.5,C0719054,C-500,BN
C0910859,c0910859,0 85 ml hyaluronate 10 mg/ml prefilled syringe,57.0,C1321293,0.85 ML sodium hyaluronate 10 MG/ML Prefilled Syringe,SCD
C5705770,c5705770,c-500,61.53846153846154,C0719054,C-500,BN
C0039614,c0039614,c-500,67.5,C0719054,C-500,BN
C0054631,c0054631,c-500,67.5,C0719054,C-500,BN
C0037760,c0037760,c-500,67.5,C0719054,C-500,BN
C0056751,c0056751,c-500,67.5,C0719054,C-500,BN
C0007299,c0007299,c-500,67.5,C0719054,C-500,BN
C0016369,c0016369,c-500,67.5,C0719054,C-500,BN
C0074714,c0074714,c-500,67.5,C0719054,C-500,BN
C2740787,c2740787,cp-2,60.00000000000001,C0719066,CP-2,BN
C5242472,c5242472,sodium sulfate 22720 mg,57.0,C4307159,sodium sulfate 22720 MG,SCDC
C5242473,c5242473,annovera 0 15/0 013 mg per 24hr 273 day vaginal system,56.25,C4723394,Annovera 0.15/0.013 MG per 24HR 273 Day Vaginal System,SY
C5242474,c5242474,sodium sulfate 22740 mg,57.0,C4307164,sodium sulfate 22740 MG,SCDC
C5242475,c5242475,c24-28 olefin,55.38461538461539,C3818690,C24-28 olefin,IN
C5242476,c5242476,c24-28 olefin,55.38461538461539,C3818690,C24-28 olefin,IN
C5242477,c5242477,c24-28 olefin,55.38461538461539,C3818690,C24-28 olefin,IN
C0302995,c0302995,dibasic 0 0299 meq/ml,67.5,C2587020,"sodium phosphate, dibasic 0.0299 MEQ/ML",SCDC
C0076612,c0076612,c-500,67.5,C0719054,C-500,BN
C0072245,c0072245,c-500,67.5,C0719054,C-500,BN
C0074279,c0074279,c-500,67.5,C0719054,C-500,BN
C0242864,c0242864,c24-28 olefin,64.28571428571429,C3818690,C24-28 olefin,IN
C0141757,c0141757,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0004476,c0004476,c-500,67.5,C0719054,C-500,BN
C0008736,c0008736,c-500,67.5,C0719054,C-500,BN
C0023025,c0023025,c-500,67.5,C0719054,C-500,BN
C0006865,c0006865,c-500,67.5,C0719054,C-500,BN
C0033705,c0033705,c-500,67.5,C0719054,C-500,BN
C0065865,c0065865,c-500,67.5,C0719054,C-500,BN
C0017245,c0017245,c-500,67.5,C0719054,C-500,BN
C2722054,c2722054,cp-2,60.00000000000001,C0719066,CP-2,BN
C4723998,c4723998,c24-28 olefin,51.42857142857142,C3818690,C24-28 olefin,IN
C5210402,c5210402,c20-40 alcohols mp 79c,64.28571428571429,C4020326,C20-40 alcohols (MP 79C),IN
C5210403,c5210403,c20-40 alcohols mp 79c,64.28571428571429,C4020326,C20-40 alcohols (MP 79C),IN
C5210404,c5210404,c20-40 alcohols mp 79c,64.28571428571429,C4020326,C20-40 alcohols (MP 79C),IN
C5210405,c5210405,c20-40 alcohols mp 79c,64.28571428571429,C4020326,C20-40 alcohols (MP 79C),IN
C5210406,c5210406,c20-40 alcohols mp 79c,64.28571428571429,C4020326,C20-40 alcohols (MP 79C),IN
C5210407,c5210407,c20-40 alcohols mp 79c,64.28571428571429,C4020326,C20-40 alcohols (MP 79C),IN
C5210408,c5210408,c20-40 alcohols mp 79c,64.28571428571429,C4020326,C20-40 alcohols (MP 79C),IN
C5210409,c5210409,c20-40 alcohols mp 79c,64.28571428571429,C4020326,C20-40 alcohols (MP 79C),IN
C5210410,c5210410,c20-40 alcohols mp 79c,64.28571428571429,C4020326,C20-40 alcohols (MP 79C),IN
C5210411,c5210411,dallergy 12 5 mg / 5 mg in 5 ml oral reformulated nov 2011,60.00000000000001,C3244492,"Dallergy 12.5 MG / 5 MG in 5 mL Oral Solution, Reformulated Nov 2011",PSN
C5210412,c5210412,denorex extra strength reformulated aug 2012,60.00000000000001,C3484670,Denorex Extra Strength Reformulated Aug 2012,BN
C5210413,c5210413,orasep 2 / 0 5 / 0 1 mucosal reformulated dec 2013,64.28571428571429,C3665702,"Orasep 2 % / 0.5 % / 0.1 % Mucosal Spray, Reformulated Dec 2013",PSN
C5210414,c5210414,dallergy reformulated mar 2014,60.00000000000001,C3819131,Dallergy Reformulated Mar 2014,BN
C5210415,c5210415,15n,72.0,C5401580,sodium nitrate 15N,PIN
C5210416,c5210416,afluria 2015-2016,64.28571428571429,C4020099,Afluria 2015-2016,BN
C5210417,c5210417,afluria 2016-2017,60.00000000000001,C4224216,Afluria 2016-2017,BN
C0016383,c0016383,c-500,67.5,C0719054,C-500,BN
C0015134,c0015134,c-500,67.5,C0719054,C-500,BN
C0061187,c0061187,c-500,67.5,C0719054,C-500,BN
C5401612,c5401612,sarecycline 150 mg as sarecycline 161 2 mg oral,64.125,C4731659,sarecycline 150 MG (as sarecycline HCl 161.2 MG) Oral Tablet,SY
C0885226,c0885226,22000 mg anacaulase-bcdb 0 088 mg/mg topical gel,53.4375,C5771269,22000 MG anacaulase-bcdb 0.088 MG/MG Topical Gel,SCD
C0023544,c0023544,c-500,67.5,C0719054,C-500,BN
C0724441,c0724441,p4e1,60.00000000000001,C0722399,P4E1,BN
C0073085,c0073085,c-500,67.5,C0719054,C-500,BN
C1870609,c1870609,amylase 180000 unt,57.0,C2340929,amylase 180000 UNT,SCDC
C0114873,c0114873,monofluorophosphate 0 83 fluoride 0 11 toothpaste,57.0,C3267960,sodium monofluorophosphate 0.83 % (fluoride 0.11 % ) Toothpaste,PSN
C0075783,c0075783,c-500,67.5,C0719054,C-500,BN
C0053407,c0053407,c-500,67.5,C0719054,C-500,BN
C0077316,c0077316,c-500,67.5,C0719054,C-500,BN
C0122931,c0122931,p3e1,60.00000000000001,C0722398,P3E1,BN
C0123553,c0123553,3535,67.5,C2743819,IR 3535,SY
C0137440,c0137440,0 5 ml havrix 1440 unt/ml,61.07142857142858,C3888157,0.5 ML Havrix 1440 UNT/ML Injection,SY
C0066477,c0066477,c-500,67.5,C0719054,C-500,BN
C0009026,c0009026,c-500,67.5,C0719054,C-500,BN
C0376160,c0376160,beta carotene 7160 mg,57.0,C2729825,beta carotene 7160 MG,SCDC
C0054672,c0054672,c-500,67.5,C0719054,C-500,BN
C0002164,c0002164,c-500,67.5,C0719054,C-500,BN
C0060235,c0060235,c-500,67.5,C0719054,C-500,BN
C0060277,c0060277,c-500,67.5,C0719054,C-500,BN
C4718955,c4718955,3535,60.00000000000001,C2743819,IR 3535,SY
C0030969,c0030969,c-500,67.5,C0719054,C-500,BN
C0025865,c0025865,c-500,67.5,C0719054,C-500,BN
C5201167,c5201167,afluria 2015-2016,64.28571428571429,C4020099,Afluria 2015-2016,BN
C0076181,c0076181,c-500,67.5,C0719054,C-500,BN
C0074246,c0074246,c-500,67.5,C0719054,C-500,BN
C0740143,c0740143,lactate 0 0143 meq/ml,61.07142857142858,C2683750,sodium lactate 0.0143 MEQ/ML,SCDC
C0770564,c0770564,chloride 0 0564 meq/ml,61.07142857142858,C1812832,sodium chloride 0.0564 MEQ/ML,SCDC
C0007077,c0007077,c-500,67.5,C0719054,C-500,BN
C0057276,c0057276,c-500,67.5,C0719054,C-500,BN
C0771737,c0771737,0 0277 meq/ml / 0 0374 meq/ml / 0 257 meq/ml oral,53.4375,C3195441,magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution,SCD
C5448248,c5448248,citric acid 1948 5 mg / bicarbonate 2485 mg granules for oral,53.4375,C5564146,citric acid 1948.5 MG / sodium bicarbonate 2485 MG Granules for Oral Solution,SCD
C0000378,c0000378,capsaicin 0 000375 mg/mg,68.4,C3153691,capsaicin 0.000375 MG/MG,SCDC
C1880218,c1880218,c10-18 triglycerides,64.28571428571429,C1686337,C10-18 triglycerides,IN
C2740802,c2740802,cp-2,60.00000000000001,C0719066,CP-2,BN
C4319741,c4319741,p4e1,60.00000000000001,C0722399,P4E1,BN
C0054827,c0054827,c-500,67.5,C0719054,C-500,BN
C0055021,c0055021,c-500,67.5,C0719054,C-500,BN
C0304866,c0304866,c-500,60.00000000000001,C0719054,C-500,BN
C0001237,c0001237,hydrocortisone 0 00127 mg/mg,68.4,C1370470,hydrocortisone 0.00127 MG/MG,SCDC
C0908935,c0908935,3535,60.00000000000001,C2743819,IR 3535,SY
C0039356,c0039356,3535,67.5,C2743819,IR 3535,SY
C0070122,c0070122,c-500,67.5,C0719054,C-500,BN
C0007010,c0007010,dry biocellulose mw 2000000,69.23076923076923,C5384211,dry biocellulose (MW 2000000),IN
C0071965,c0071965,c-500,67.5,C0719054,C-500,BN
C0068333,c0068333,c-500,67.5,C0719054,C-500,BN
C0015020,c0015020,c-500,67.5,C0719054,C-500,BN
C3537278,c3537278,3535,67.5,C2743819,IR 3535,SY
C4082394,c4082394,ivermectin 0 0187 mg/mg / praziquantel 0 234 mg/mg duocare,53.4375,C4018746,ivermectin 0.0187 MG/MG / praziquantel 0.234 MG/MG [DuoCare],SBDC
C0025145,c0025145,c-500,67.5,C0719054,C-500,BN
C0014708,c0014708,c-500,67.5,C0719054,C-500,BN
C1616289,c1616289,atacand hct 16/12 5 oral,56.25,C0939041,Atacand HCT 16/12.5 Oral Tablet,SY
C2937409,c2937409,cp-2,60.00000000000001,C0719066,CP-2,BN
C0053776,c0053776,c-500,67.5,C0719054,C-500,BN
C0040779,c0040779,c-500,67.5,C0719054,C-500,BN
C2741520,c2741520,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0051441,c0051441,c-500,67.5,C0719054,C-500,BN
C0733397,c0733397,zinc 0 333 mg/ml,56.25,C2724634,zinc sulfate 0.333 MG/ML,SCDC
C0045888,c0045888,c-500,67.5,C0719054,C-500,BN
C0028008,c0028008,c-500,67.5,C0719054,C-500,BN
C0085208,c0085208,c-500,67.5,C0719054,C-500,BN
C0063936,c0063936,c-500,67.5,C0719054,C-500,BN
C0070034,c0070034,bacitracin zinc 0 00048 mg/mg,67.5,C5450170,bacitracin zinc 0.00048 MG/MG,SCDC
C0007721,c0007721,c-500,67.5,C0719054,C-500,BN
C2699163,c2699163,cp-2,60.00000000000001,C0719066,CP-2,BN
C0069456,c0069456,c-500,67.5,C0719054,C-500,BN
C0358606,c0358606,chloride 5860 mg,57.0,C4307165,sodium chloride 5860 MG,SCDC
C0026236,c0026236,c-500,67.5,C0719054,C-500,BN
C0014839,c0014839,c-500,67.5,C0719054,C-500,BN
C0061387,c0061387,c-500,67.5,C0719054,C-500,BN
C0002503,c0002503,beclomethasone 0 00025 mg/mg / clioquinol 0 03 mg/mg topical,74.8125,C0788536,beclomethasone 0.00025 MG/MG / clioquinol 0.03 MG/MG Topical Ointment,SCD
C0073374,c0073374,c-500,67.5,C0719054,C-500,BN
C4255714,c4255714,amylase 57143 unt,57.0,C1590631,amylase 57143 UNT,SCDC
C4255715,c4255715,15n,72.0,C5401580,sodium nitrate 15N,PIN
C0630631,c0630631,p3e1,60.00000000000001,C0722398,P3E1,BN
C3505684,c3505684,3535,67.5,C2743819,IR 3535,SY
C0003639,c0003639,chloride 0 00639 meq/ml,68.4,C2345474,magnesium chloride 0.00639 MEQ/ML,SCDC
C0007710,c0007710,c-500,67.5,C0719054,C-500,BN
C0051721,c0051721,c-500,67.5,C0719054,C-500,BN
C0771607,c0771607,beta carotene 7160 mg,57.0,C2729825,beta carotene 7160 MG,SCDC
C1509794,c1509794,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C4721820,c4721820,72 hr sulfamethazine 8020 mg extended release oral,57.0,C3154422,72 HR sulfamethazine 8020 MG Extended Release Oral Tablet,SCD
C4721821,c4721821,c18-c21 alkane,60.00000000000001,C3666235,C18-C21 alkane,IN
C4721822,c4721822,influenza b virus b/singapore/wuh4618/2021 antigen,56.25,C5679325,influenza B virus B/Singapore/WUH4618/2021 antigen,PIN
C4721823,c4721823,zooby gator gum 2 72 1 23 fluoride ion oral foam,56.25,C3247873,Zooby Gator Gum 2.72 % (1.23 % fluoride ion) Oral Foam,SY
C2726185,c2726185,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
C0022723,c0022723,c-500,67.5,C0719054,C-500,BN
C2724202,c2724202,afluria 2024-2025,67.5,C5926370,Afluria 2024-2025,BN
C0073350,c0073350,3535,67.5,C2743819,IR 3535,SY
C0008806,c0008806,c-500,67.5,C0719054,C-500,BN
