raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
influenza vaccination,influenza vaccination,influenza a h5n1 virus vaccine monovalent - indonesia/05/2005 injectable,85.5,C4292587,influenza A (H5N1) virus vaccine (monovalent - Indonesia/05/2005) Injectable Suspension,PSN
insulatard hm,insulatard hm,insulin isophane human 100 unt/ml human insulatard,85.5,C1597323,"insulin isophane, human 100 UNT/ML [Human Insulatard]",SBDC
jakavi ruxolitinib phosphate,jakavi ruxolitinib phosphate,jakafi as ruxolitinib phosphate 10 mg oral,85.5,C3247918,Jakafi (as ruxolitinib phosphate) 10 MG Oral Tablet,SY
jasmine drospirenoneethinylestradiol,jasmine drospirenoneethinylestradiol,jasmine lactone,85.5,C3644996,jasmine lactone,IN
junel fe 120,junel fe 120,junel 1 5/30 21 day pack,85.5,C1962907,Junel 1.5/30 21 Day Pack,PSN
ketolar,ketolar,ketalar,85.71428571428572,C0022613,Ketalar,BN
kinecteen 54 mg,kinecteen 54 mg,kineret 100 mg in 0 67 ml prefilled syringe,85.5,C1615182,Kineret 100 MG in 0.67 ML Prefilled Syringe,PSN
kiovig 10 g100 ml,kiovig 10 g100 ml,kionex 15 gm in 60 ml oral or rectal,85.5,C1951501,Kionex 15 GM in 60 mL Oral or Rectal Suspension,PSN
kiovig liquid10solution for infusionvial glass immunoglobulin normal human solution for infusion,kiovig liquid10solution for infusionvial glass immunoglobulin normal human for infusion,kionex 15000 mg powder for oral,85.5,C5235003,Kionex 15000 MG Powder for Oral Suspension,PSN
kinecteen 36 mg,kinecteen 36 mg,kineret 100 mg in 0 67 ml prefilled syringe,85.5,C1615182,Kineret 100 MG in 0.67 ML Prefilled Syringe,PSN
lacosamida 8279a,lacosamida 8279a,lacosamide,85.26315789473685,C0893761,lacosamide,IN
lamivudinehbv,lamivudinehbv,lamivudine,86.95652173913044,C0209738,lamivudine,IN
lamotrigin 1a pharma,lamotrigin 1a pharma,lamotrigine,85.71428571428571,C0064636,lamotrigine,IN
lamotrigin desitin,lamotrigin desitin,lamotrigine,85.71428571428571,C0064636,lamotrigine,IN
lamotrix,lamotrix,lamotrigine 100 mg,84.0,C0987071,lamotrigine 100 MG,SCDC
larin fe 120,larin fe 120,larin 1 5/30 21 day pack,85.5,C3817658,LARIN 1.5/30 21 Day Pack,PSN
laroxyl 25 mg comprime pellicule,laroxyl 25 mg comprime pellicule,laractone 100 mg oral,85.5,C0697320,Laractone 100 MG Oral Tablet,SY
laroxyl 50 mg comprime pellicule,laroxyl 50 mg comprime pellicule,laractone 100 mg oral,85.5,C0697320,Laractone 100 MG Oral Tablet,SY
lederfoline 5 mg comprime,lederfoline 5 mg comprime,ledipasvir 33 75 mg / sofosbuvir 150 mg harvoni,85.5,C5210060,ledipasvir 33.75 MG / sofosbuvir 150 MG [Harvoni],SBDC
lepticur 10 mg comprim,lepticur 10 mg comprim,leptin,81.81818181818181,C0299583,leptin,IN
lepticure,lepticure,leptin,81.81818181818181,C0299583,leptin,IN
let gel kit lidocaine 4 epinephrine 08 tetracaine 05,let gel kit lidocaine 4 epinephrine 08 tetracaine 05,let me clarify,85.5,C3834229,Let Me Clarify,BN
letrozolo sandoz,letrozolo sandoz,letrozole,84.70588235294117,C0246421,letrozole,IN
levabuterol inhaled 063mg3ml sol,levabuterol inhaled 063mg3ml sol,levalbuterol,86.08695652173914,C0772501,levalbuterol,IN
levonorgestrel and ee tablet usp 01mg002mg and ee tablet usp 01 mg,levonorgestrel and ee usp 01mg002mg and ee usp 01 mg,levacet apap 250 mg / asa 500 mg / caffeine 32 5 mg / salicylamide 150 mg oral,85.5,C1586694,Levacet (APAP 250 MG / ASA 500 MG / caffeine 32.5 MG / salicylamide 150 MG) Oral Tablet,SY
levonorgestrel iud 52 mg bayer,levonorgestrel iud 52 mg bayer,levacet 250 mg / 500 mg / 32 5 mg / 150 mg oral,85.5,C1586694,Levacet 250 MG / 500 MG / 32.5 MG / 150 MG Oral Tablet,PSN
levothyroxine levothyroxine,levothyroxine levothyroxine,levo-t,81.81818181818181,C0721340,Levo-T,BN
levothyroxine 50mcg,levothyroxine 50mcg,levo-t,81.81818181818181,C0721340,Levo-T,BN
levothyroxine sodium for injection manufacturer unknown,levothyroxine sodium for manufacturer unknown,levetiracetam 1000 mg for oral,85.5,C4080771,levETIRAcetam 1000 MG Tablet for Oral Suspension,PSN
levothyroxine sodium unk,levothyroxine sodium unk,levo-t,81.81818181818181,C0721340,Levo-T,BN
lil drug store ibuprofen,lil drug store ibuprofen,lil goats zinc oxide 0 4 mg/mg topical,85.5,C3257761,Lil Goats Zinc Oxide 0.4 MG/MG Topical Ointment,SY
limatrigine 250 mg pku,limatrigine 250 mg pku,limbitrol 25/10 mg amitriptyline hydrochloride / chlordiazepoxide oral,85.5,C0715047,Limbitrol 25/10 mg (amitriptyline hydrochloride / chlordiazepoxide) Oral Tablet,SY
linear gadolinium,linear gadolinium,linde,80.0,C1587924,Linde,BN
lipamphotericin,lipamphotericin,lipram,81.81818181818181,C0721373,Lipram,BN
lispro insulin,lispro insulin,lispro prc 100 unt/ml injectable,85.5,C1699904,Lispro PRC 100 UNT/ML Injectable Solution,SY
little remedies saline spray medtech products inc,little remedies saline medtech products inc,little bottoms diaper rash,85.5,C0721396,Little Bottoms Diaper Rash,BN
lo loestrin fe norethindrone acetate ethinylestradiol ferrous fumarate tablet 100010ug,lo loestrin fe norethindrone acetate ethinylestradiol ferrous fumarate 100010ug,lo loestrin fe 28 day pack,85.5,C2940657,Lo Loestrin Fe 28 Day Pack,PSN
loestrin fe 1530,loestrin fe 1530,loestrin 1 5/30 21 day pack,85.5,C1691594,LOESTRIN 1.5/30 21 Day Pack,PSN
loestrin fe 1530 28 day,loestrin fe 1530 28 day,loestrin fe 1 5/30 28 day pack,86.79245283018868,C3486050,LOESTRIN Fe 1.5/30 28 Day Pack,PSN
lomustin ccnu,lomustin ccnu,lomustine 10 mg ccnu,85.5,C1596527,lomustine 10 MG [CCNU],SBDC
lomustina,lomustina,lomustine,88.88888888888889,C0023972,lomustine,IN
lonapegsomatropintcgd,lonapegsomatropintcgd,lonapegsomatropin,89.47368421052632,C5421356,lonapegsomatropin,IN
loquen quetiapine fumarate,loquen quetiapine fumarate,loqua,80.0,C0721421,Loqua,BN
low dose aspirin,low dose aspirin,low plus,85.5,C0721445,Low Sodium Plus,BN
lysanxia 15 mgml solution buvable en gouttes,lysanxia 15 mgml buvable en gouttes,lysine 15 8 mg/ml,85.5,C2345106,lysine 15.8 MG/ML,SCDC
lysergic acid,lysergic acid,lysophosphatidic acid,85.5,C0066772,lysophosphatidic acid,IN
lamotrigin aristo,lamotrigin aristo,lamotrigine,85.71428571428571,C0064636,lamotrigine,IN
lamotrigin aristo 100 mg tabletten,lamotrigin aristo 100 mg tabletten,lamotrigine,85.71428571428571,C0064636,lamotrigine,IN
lamotrigin heumann,lamotrigin heumann,lamotrigine,85.71428571428571,C0064636,lamotrigine,IN
magne b6,magne b6,magnesium 362 mg / vitamin b6 20 mg oral,85.5,C0936295,magnesium 362 MG / vitamin B6 20 MG Oral Tablet,PSN
measles vaccine wmumps vaccinerub09408601,measles vaccine wmumps vaccinerub09408601,measles mumps and rubella virus vaccine live generic for m-m-r ii 0 5 ml,85.5,C2356371,"measles, mumps, and rubella virus vaccine live (generic for M-M-R II) 0.5 ML Injection",PSN
measles vaccinemumps vaccinerubella vaccinevaricella zoster vaccine,measles vaccinemumps vaccinerubella vaccinevaricella zoster vaccine,measles virus preparation,85.5,C1375516,measles virus preparation,IN
measles rubella virus vaccine live nos,measles rubella virus vaccine live nos,measles mumps and rubella virus vaccine live generic for m-m-r ii 0 5 ml,85.5,C2356371,"measles, mumps, and rubella virus vaccine live (generic for M-M-R II) 0.5 ML Injection",PSN
medical tape,medical tape,medicaine sting medicated pad or tape,85.5,C3237103,Medicaine Sting Medicated Pad or Tape,SBDG
medikinet methylphenidate hydrochloride,medikinet methylphenidate hydrochloride,medent c codeine phosphate 10 mg / guaifenesin 100 mg / pseudoephedrine hydrochloride 30 mg per 5 ml oral,85.5,C0708982,Medent C (codeine phosphate 10 MG / guaifenesin 100 MG / pseudoephedrine hydrochloride 30 MG) per 5 ML Oral Solution,SY
medikinetmethylphenidate hydrochloride,medikinetmethylphenidate hydrochloride,medent c codeine phosphate 10 mg / guaifenesin 100 mg / pseudoephedrine hydrochloride 30 mg per 5 ml oral,85.5,C0708982,Medent C (codeine phosphate 10 MG / guaifenesin 100 MG / pseudoephedrine hydrochloride 30 MG) per 5 ML Oral Solution,SY
meningococcal group b placebo,meningococcal group b placebo,meningococcal group b vaccine,86.20689655172413,C3859491,meningococcal group B vaccine,IN
meningococcal group b rlp2086,meningococcal group b rlp2086,menactra meningococcal groups a c y and w-135 polysaccharide diphtheria toxoid conjugate vaccine 0 5 ml,85.5,C1618624,"Menactra Meningococcal (Groups A,C,Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine 0.5 ML Injection",SY
metamizol 06276704,metamizol 06276704,metamizole,85.26315789473685,C3714569,metamizole sodium,PIN
metamizol tropfen 500mgml,metamizol tropfen 500mgml,metamizole,85.26315789473685,C3714569,metamizole sodium,PIN
metex methotrexate sodium,metex methotrexate sodium,meted,80.0,C0721686,Meted,BN
methimazole tablets thiamazole 10 milligram tablets thiamazole,methimazole thiamazole 10 milligram thiamazole,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methlyphenidate hcl,methlyphenidate hcl,metaglip 2 5 mg/250 mg glipizide / metformin hcl oral,85.5,C1169925,Metaglip 2.5 MG/250 MG (glipizide / metformin HCl) Oral Tablet,SY
methotrexaat 75 mg,methotrexaat 75 mg,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methotrexate 15 mg2 ml soluzione iniettabile,methotrexate 15 mg2 ml soluzione iniettabile,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methotrexate 500 mg20 ml soluzione iniettabile,methotrexate 500 mg20 ml soluzione iniettabile,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methotrexate mylan 100 mgml,methotrexate mylan 100 mgml,metformin hydrochloride 100 mg/ml extended release,85.5,C5207275,metformin hydrochloride 100 MG/ML Extended Release Suspension,SCD
methotrexate mylan 100 mgml solution for injection,methotrexate mylan 100 mgml for,metformin 100 mg/ml,85.5,C2719800,metformin hydrochloride 100 MG/ML,SCDC
methotrexate mylan 25 mgml solution for injection,methotrexate mylan 25 mgml for,metformin hydrochloride 1000 mg / sitagliptin 50 mg as sitagliptin phosphate monohydrate 64 25 mg oral,85.5,C1876536,metformin hydrochloride 1000 MG / sitagliptin 50 MG (as sitagliptin phosphate monohydrate 64.25 MG) Oral Tablet,SY
methotrexate mylan 50 mg2 ml solution for injection,methotrexate mylan 50 mg2 ml for,metahistine d pheniramine maleate 4 mg / phenylpropanolamine hydrochloride 12 5 mg / phenyltoloxamine citrate 4 mg / pyrilamine maleate 4 mg per 5 ml oral,85.5,C0709025,Metahistine D (pheniramine maleate 4 MG / phenylpropanolamine hydrochloride 12.5 MG / phenyltoloxamine citrate 4 MG / pyrilamine maleate 4 MG) per 5 ML Oral Solution,SY
methotrexate teva 10 pour cent 1 g10 ml solution injectable,methotrexate teva 10 pour cent 1 g10 ml injectable,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methotrexate teva 10 pour cent 5 g50 ml solution injectable,methotrexate teva 10 pour cent 5 g50 ml injectable,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methyl folate,methyl folate,methacholine / methyl salicylate,85.5,C1875485,methacholine / methyl salicylate,MIN
methyl phenidate,methyl phenidate,methacholine / methyl salicylate,85.5,C1875485,methacholine / methyl salicylate,MIN
methylephedrine hydrochloride dl,methylephedrine hydrochloride dl,metahistine d pheniramine maleate 4 mg / phenylpropanolamine hydrochloride 12 5 mg / phenyltoloxamine citrate 4 mg / pyrilamine maleate 4 mg per 5 ml oral,85.5,C0709025,Metahistine D (pheniramine maleate 4 MG / phenylpropanolamine hydrochloride 12.5 MG / phenyltoloxamine citrate 4 MG / pyrilamine maleate 4 MG) per 5 ML Oral Solution,SY
methylphenidat 1a pharma 10 mg tabletten,methylphenidat 1a pharma 10 mg tabletten,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methylphenidate 36 mg mallinckro,methylphenidate 36 mg mallinckro,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methylphenidate 36 mg mallinkrodt,methylphenidate 36 mg mallinkrodt,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methylphenidate cd 40 mg teva usa,methylphenidate cd 40 mg teva usa,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methylphenidate er 18 mg kremers urban pharmaceuticals,methylphenidate 18 mg kremers urban pharmaceuticals,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methylphenidate er 27 mg mallinckrodt pharmaceuticals,methylphenidate 27 mg mallinckrodt pharmaceuticals,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methylphenidate er 36 mg mallenkroft,methylphenidate 36 mg mallenkroft,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methylphenidate hc tablet extended release,methylphenidate hc extended release,metformin / pioglitazone extended release oral actoplus met,85.5,C2740931,metformin / pioglitazone Extended Release Oral Tablet [Actoplus Met],SBDF
methylphenidate hci er 54 mg mallinckrodt,methylphenidate hci 54 mg mallinckrodt,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methylphenidate hcl er 36mg,methylphenidate hcl 36mg,metaglip 2 5 mg/250 mg glipizide / metformin hcl oral,85.5,C1169925,Metaglip 2.5 MG/250 MG (glipizide / metformin HCl) Oral Tablet,SY
methylphenidate hydrochloride ex,methylphenidate hydrochloride ex,metahistine d pheniramine maleate 4 mg / phenylpropanolamine hydrochloride 12 5 mg / phenyltoloxamine citrate 4 mg / pyrilamine maleate 4 mg per 5 ml oral,85.5,C0709025,Metahistine D (pheniramine maleate 4 MG / phenylpropanolamine hydrochloride 12.5 MG / phenyltoloxamine citrate 4 MG / pyrilamine maleate 4 MG) per 5 ML Oral Solution,SY
methylphenidate immediate release,methylphenidate immediate release,metformin / pioglitazone extended release oral actoplus met,85.5,C2740931,metformin / pioglitazone Extended Release Oral Tablet [Actoplus Met],SBDF
methylphenidate methylphenidate hydrochloride,methylphenidate methylphenidate hydrochloride,metaclazepam hydrochloride,85.5,C0066040,metaclazepam hydrochloride,PIN
methylprednisolone manufacturer unknown methylprednisolone sodium succinate,methylprednisolone manufacturer unknown methylprednisolone sodium succinate,metamizole sodium,85.5,C3714569,metamizole sodium,PIN
methyphenidate hcl,methyphenidate hcl,metaglip 2 5 mg/250 mg glipizide / metformin hcl oral,85.5,C1169925,Metaglip 2.5 MG/250 MG (glipizide / metformin HCl) Oral Tablet,SY
metoclopramide hydrochloroide,metoclopramide hydrochloroide,metformin hydrochloride,80.76923076923077,C0770893,metformin hydrochloride,PIN
metoclopramide tablet 10 mg milligram,metoclopramide 10 mg milligram,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
metotressato teva 100 mgml soluzione iniettabile,metotressato teva 100 mgml soluzione iniettabile,metformin 100 mg/ml,85.5,C2719800,metformin hydrochloride 100 MG/ML,SCDC
metotrexato teva 100 mgml solucao injectavel,metotrexato teva 100 mgml solucao injectavel,metformin 100 mg/ml,85.5,C2719800,metformin hydrochloride 100 MG/ML,SCDC
metronidazole b braun,metronidazole b braun,methadex dexamethasone 0 1 / neomycin 0 35 / polymyxin b 10 000 unt per ml ophthalmic,85.5,C0710187,"Methadex (dexamethasone 0.1 % / neomycin 0.35 % / polymyxin B 10,000 UNT) per ML Ophthalmic Suspension",SY
metronidazole disodium phosphate,metronidazole disodium phosphate,metformin hydrochloride 1000 mg / sitagliptin 50 mg as sitagliptin phosphate monohydrate 64 25 mg oral,85.5,C1876536,metformin hydrochloride 1000 MG / sitagliptin 50 MG (as sitagliptin phosphate monohydrate 64.25 MG) Oral Tablet,SY
metronidazolo ecobi 250 mg compresse,metronidazolo ecobi 250 mg compresse,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
midol,midol,midodrine,80.0,C0026078,midodrine,IN
milk thistle 01131701,milk thistle 01131701,milantex aluminum hydroxide 200 mg / milk of magnesia 200 mg / simethicone 20 mg per 5 ml oral,85.5,C2940783,Milantex (aluminum hydroxide 200 MG / milk of magnesia 200 MG / simethicone 20 MG) per 5 ML Oral Suspension,SY
minac,minac,minaprine,80.0,C0066561,minaprine,IN
minidril,minidril,minoxidil,82.35294117647058,C0026196,minoxidil,IN
minomycin 100mg,minomycin 100mg,minocin 100 mg,89.65517241379311,C0708682,Minocin 100 MG Injection,PSN
mite mx d mold mx,mite mx d mold mx,mite extract 5000 au/ml injectable,85.5,C0694171,mite extract 5000 AU/ML Injectable Solution,SCD
miticure mite sublingual tablet,miticure mite sublingual,mite extract,85.5,C0771875,mite extract,IN
mitoxantrona 2415a,mitoxantrona 2415a,mitoxantrone,86.08695652173914,C0026259,mitoxantrone,IN
mitragynine,mitragynine,mitran,81.81818181818181,C1999259,Mitran,BN
mitrazapin,mitrazapin,mitran,81.81818181818181,C1999259,Mitran,BN
mold mix mites alkabello inc,mold mix mites alkabello inc,mold extract,85.5,C0770739,mold extract,IN
molds mold mix 10,molds mold mix 10,mold extract 10 mg/ml injectable,85.5,C0777397,mold extract 10 MG/ML Injectable Solution,SCD
monolinyah,monolinyah,mono-linyah 28 day pack,81.0,C3497669,MONO-LINYAH 28 Day Pack,PSN
monotard insulin zinc suspension,monotard insulin zinc,monofluorophosphate / potassium nitrate / zinc citrate,85.5,C3538018,monofluorophosphate / potassium nitrate / zinc citrate,MIN
monteair,monteair,monit,80.0,C0590695,Monit,BN
morfine injectvl iv 1 mgml,morfine injectvl iv 1 mgml,morella cerifera pollen extract 0 1 gm/ml injectable,85.5,C2727552,Morella cerifera pollen extract 0.1 GM/ML Injectable Solution,SY
motrigine 50 mg tablets,motrigine 50 mg,motazol clotrimazole 10 mg / gentamicin 3 mg / mometasone 1 mg per gm otic,85.5,C3892495,MotaZol (clotrimazole 10 MG / gentamicin 3 MG / mometasone 1 MG) per GM Otic Suspension,SY
mtx 00113801,mtx 00113801,mtx support 1000 mcg / 500 mcg oral,85.5,C3205213,MTX Support 1000 MCG / 500 MCG Oral Tablet,PSN
mtx 5 mg hexal injekt,mtx 5 mg hexal injekt,mtx support,85.5,C3205210,MTX Support,BN
mtx hexal,mtx hexal,mtx support 1000 mcg / 500 mcg oral,85.5,C3205213,MTX Support 1000 MCG / 500 MCG Oral Tablet,PSN
mucosolvan 30 mg,mucosolvan 30 mg,mucilin 2450 mg powder for oral,85.5,C4731417,Mucilin 2450 MG Powder for Oral Suspension,SY
multivitamines,multivitamines,multihistamine-d,80.0,C0721827,Multihistamine-D,BN
mumps vaccinerubella vaccinemeasles vaccine,mumps vaccinerubella vaccinemeasles vaccine,mumps skin test antigen,85.5,C0301459,mumps skin test antigen,IN
muphoran 208 mg polvere e solvente per soluzione per infusione ita,muphoran 208 mg polvere e solvente per soluzione per infusione ita,mupirocin 20 mg per gm topical,85.5,C0358142,mupirocin 20 MG per GM Topical Ointment,SY
mycophenolat spirig hc hartkapseln,mycophenolat spirig hc hartkapseln,mycophenolate,86.4,C0883242,mycophenolate,IN
myorelaxant unspecified,myorelaxant unspecified,myorx,80.0,C3154694,Myorx,BN
mantraferrous sulfate,mantraferrous sulfate,manganese sulfate 0 308 mg/ml injectable,85.5,C0978336,manganese sulfate 0.308 MG/ML Injectable Solution,SCD
measles mumps and rubella vaccine live attenuated,measles mumps and rubella vaccine live attenuated,measles virus preparation,85.5,C1375516,measles virus preparation,IN
measlesmumps rubella varicella mmrv vaccine,measlesmumps rubella varicella mmrv vaccine,measles mumps and rubella virus vaccine live generic for m-m-r ii 0 5 ml,85.5,C2356371,"measles, mumps, and rubella virus vaccine live (generic for M-M-R II) 0.5 ML Injection",PSN
mesalazinum,mesalazinum,mesalazine,85.71428571428572,C0127615,mesalazine,SY
methylphenidat hcl ratiopharm 36 mg retardtabletten,methylphenidat hcl ratiopharm 36 mg retardtabletten,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methylphenidate mylan 54 mg depottabletit,methylphenidate mylan 54 mg depottabletit,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
metronidazole injection usp 5 mgml in pab plastic container,metronidazole usp 5 mgml in pab plastic container,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
mixtard 30,mixtard 30,mixed amphetamine salts 30 mg oral,85.5,C1585326,mixed amphetamine salts 30 MG Oral Tablet,SY
n acetyl l cysteine,n acetyl l cysteine,n alpha -methylhistamine dihydrochloride,85.5,C4745518,N.alpha.-methylhistamine dihydrochloride,IN
nasol baby,nasol baby,nasop,80.0,C1587965,Nasop,BN
neo and poly b sulfates hydrocortisone,neo and poly b sulfates hydrocortisone,neo-polycin bacitracin 400 unt / neomycin 3 5 mg / polymyxin b 10 000 unt per gm ophthalmic,85.5,C3194732,"Neo-Polycin (bacitracin 400 UNT / neomycin 3.5 MG / polymyxin B 10,000 UNT per GM) Ophthalmic Ointment",SY
nervifene,nervifene,nervine,87.5,C0722062,Nervine,BN
netilmycin protech,netilmycin protech,netilmicin,81.0,C0027780,netilmicin,IN
neurobion,neurobion,neupro,81.81818181818181,C1949346,Neupro,BN
neurobloc,neurobloc,neupro,81.81818181818181,C1949346,Neupro,BN
neurocil 00038603,neurocil 00038603,neupro,81.81818181818181,C1949346,Neupro,BN
neutrogena beach defense water plus sun protection sunscreen broad spectrum spf30 avobenzonehomosalateoctisalateoctocrylene,neutrogena beach defense water plus sun protection sunscreen broad spectrum spf30 avobenzonehomosalateoctisalateoctocrylene,neutramaxx 500 plus turbo 1 1 dental gel,85.5,C3247285,NeutraMaxx 500 Plus Turbo 1.1 % Dental Gel,PSN
neutrogena pure and free,neutrogena pure and free,neutrogena t/gel therapeutic 2 medicated conditioner,85.5,C3665564,Neutrogena T/Gel Therapeutic 2 % Medicated Conditioner,PSN
nitrous oxideoxygen 5050,nitrous oxideoxygen 5050,nitrol,81.81818181818181,C0699237,Nitrol,BN
nitrous oxide oxygen 50,nitrous oxide oxygen 50,nitric oxide,85.5,C0028128,nitric oxide,IN
nix complete maximum strength lice elimination,nix complete maximum strength lice elimination,nix rinse,85.5,C0722122,Nix Cream Rinse,BN
no subject drug,no subject drug,no dolo,85.5,C1588764,No Dolo,BN
noradrenalin 00127501,noradrenalin 00127501,noradrenaline,86.4,C5209933,noradrenaline hydrochloride,PIN
nordaz 75 mg comprime secable,nordaz 75 mg comprime secable,nor-qd 0 35 mg oral,85.5,C0710948,Nor-QD 0.35 MG Oral Tablet,SY
norethisterone acetate,norethisterone acetate,norethindrone acetate,88.37209302325581,C0068980,norethindrone acetate,PIN
norset,norset,noreth 0 35 mg 28 oral 28 day pack,81.81818181818181,C0979052,Noreth 0.35 MG (28) Oral Tablet 28 Day Pack,PSN
novodoxylin 100mg,novodoxylin 100mg,novox,80.0,C2756588,Novox,BN
novomix 30 flexpen,novomix 30 flexpen,novadyne dh chlorpheniramine maleate 2 mg / codeine phosphate 10 mg / pseudoephedrine hydrochloride 30 mg per 5 ml oral,85.5,C0716715,Novadyne DH (chlorpheniramine maleate 2 MG / codeine phosphate 10 MG / pseudoephedrine hydrochloride 30 MG) per 5 ML Oral Solution,SY
nureflex 400 mg comprime enrobe,nureflex 400 mg comprime enrobe,nurtec odt 75 mg as rimegepant sulfate 85 65 mg disintegrating oral,85.5,C5241913,Nurtec ODT 75 MG (as rimegepant sulfate 85.65 MG) Disintegrating Oral Tablet,SY
nurofen 200 mg comprime enrobe,nurofen 200 mg comprime enrobe,nurofen advance,85.5,C0731527,Nurofen Advance,BN
neovletta,neovletta,neovet,80.0,C0699096,Neovet,BN
no product,no product,no dolo 50 mg/ml injectable,85.5,C1585990,No Dolo 50 MG/ML Injectable Solution,SY
novomix 30,novomix 30,novagesic 500 mg / 30 mg oral,85.5,C1612616,Novagesic 500 MG / 30 MG Oral Tablet,PSN
novorapid chu flexpen,novorapid chu flexpen,novolog flexpen 100 unt/ml per 3 ml pen injector,85.5,C3888227,NovoLog FlexPen 100 UNT/ML per 3 ML Pen Injector,SY
novorapid penfill 30 ml,novorapid penfill 30 ml,novadyne dh chlorpheniramine maleate 2 mg / codeine phosphate 10 mg / pseudoephedrine hydrochloride 30 mg per 5 ml oral,85.5,C0716715,Novadyne DH (chlorpheniramine maleate 2 MG / codeine phosphate 10 MG / pseudoephedrine hydrochloride 30 MG) per 5 ML Oral Solution,SY
ocean potion instant dry 50 mist sunscreen,ocean potion instant dry 50 mist sunscreen,ocean blue nutritionals omega-3 1450 190 mg / 760 mg / 500 mg oral,85.5,C2726523,Ocean Blue Nutritionals Omega-3 1450 190 MG / 760 MG / 500 MG Oral Capsule,PSN
olanzapinactavis 5 mg filmcoated tablet,olanzapinactavis 5 mg filmcoated,olanzapine 10 mg,85.5,C1572577,OLANZapine 10 MG Injection,PSN
olanzapina 2770a,olanzapina 2770a,olanzapine,85.26315789473685,C0171023,olanzapine,IN
olanzapina teva,olanzapina teva,olanzapine,85.26315789473685,C0171023,olanzapine,IN
omega 3 6 9 fish oil,omega 3 6 9 fish oil,omega-3 acid ethyl esters 1050 mg / pyridoxine 8 mg / vitamin b 12 6 mcg oral,85.5,C4476475,omega-3 Acid Ethyl Esters 1050 MG / pyridoxine 8 MG / vitamin B 12 6 MCG Oral Capsule,PSN
omega 3 fish oil docosahexaenoic acideicosapentaenoic acid,omega 3 fish oil docosahexaenoic acideicosapentaenoic acid,omega-3 acid ethyl esters 1 2 gm oral,85.5,C3832703,omega-3 acid ethyl esters 1.2 GM Oral Capsule,PSN
omega 3 6 9,omega 3 6 9,omega-3 acid ethyl esters 1050 mg / pyridoxine 8 mg / vitamin b 12 6 mcg oral,85.5,C4476475,omega-3 Acid Ethyl Esters 1050 MG / pyridoxine 8 MG / vitamin B 12 6 MCG Oral Capsule,PSN
omega3 acids,omega3 acids,omega-3 carboxylic acids,85.5,C3832882,omega-3 carboxylic acids,IN
omega 3 acids,omega 3 acids,omega-3 carboxylic acids,85.5,C3832882,omega-3 carboxylic acids,IN
omepral,omepral,omeprazole / sodium bicarbonate,83.07692307692308,C1699911,omeprazole / sodium bicarbonate,MIN
ondansetrom claris,ondansetrom claris,ondansetron,85.71428571428571,C0061851,ondansetron,IN
optilova,optilova,optivar,80.0,C0876112,Optivar,BN
optison,optison,option 2 1 5 mg oral,83.07692307692308,C4080748,"Option 2, 1.5 MG Oral Tablet",PSN
oracillin 00001802,oracillin 00001802,oracit,81.81818181818181,C0722284,Oracit,BN
oracilline penicillin v benzathine,oracilline penicillin v benzathine,oracit,81.81818181818181,C0722284,Oracit,BN
orozamudol 50 mg comprim orodispersible,orozamudol 50 mg comprim orodispersible,orotate 1030 mg,85.5,C1367617,calcium orotate 1030 MG,SCDC
