UMLS_CUI,Preferred_Term,MS_flag,FAERS_flag,MPRINT_flag
C0701095,Cosmegen,0,1,0
C4059049,Cotellic,0,1,0
C0699129,Coumadin,0,1,0
C0591301,Cozaar,0,1,0
C0111046,Creon,0,1,0
C1098080,Crestor,0,1,0
C0595048,Crinone,0,1,0
C1145755,CroFab,0,1,0
C0086073,cromolyn,0,1,0
C4691485,Crysvita,0,1,0
C1330170,Cubicin,0,1,0
C0111318,Curosurf,0,1,0
C4291399,Cuvitru,0,1,0
C0056643,cyamemazine,0,1,0
C1828859,Cyanokit,0,1,0
C0010547,cyclizine,0,1,0
C0010563,Cyclogyl,0,1,0
C0305770,Cyclomydril,0,1,0
C0887682,cyclophosphamide monohydrate,0,1,0
C0985263,cyclophosphamide 50 MG,0,1,0
C1505021,Cymbalta,0,1,0
C0010620,cyproheptadine,0,1,0
C1330172,Cystadane,0,1,0
C0733368,Cystagon,0,1,0
C3500075,Cystaran,0,1,0
C0887458,cysteamine hydrochloride,0,1,0
C0719605,Cytogam,0,1,0
C0057002,cytomegalovirus immune globulin,0,1,0
C0010843,cytosine,0,1,0
C0591321,Cytotec,0,1,0
C0701307,Cytovene,0,1,0
C0699319,Cytoxan,0,1,0
C2345860,Cefa,0,1,0
C0984597,cefdinir 300 MG,0,1,0
C1245366,cefdinir Oral Capsule,0,1,0
C0591260,Ciproxin,0,1,0
C0591313,Cymevene,0,1,0
C0591320,Cytosar,0,1,0
C3467876,dabrafenib,0,1,0
C0663182,daclizumab,0,1,0
C0010934,dactinomycin,0,1,0
C3833602,dalbavancin hydrochloride,0,1,0
C0010976,dantrolene,0,1,0
C0700719,Daonil,0,1,0
C1170200,Daptacel,0,1,0
C0591326,Daraprim,0,1,0
C2346801,daratumumab,0,1,0
C1435444,darunavir,0,1,0
C4058940,Darzalex,0,1,0
C0011015,daunorubicin,0,1,0
C0717668,daunorubicin liposomal,0,1,0
C0592528,DaunoXome,0,1,0
C5789187,Daybue,0,1,0
C5228592,Dayvigo,0,1,0
C0701195,DDAVP,0,1,0
C0740057,Decadron,0,1,0
C0049065,decitabine,0,1,0
C0011145,deferoxamine,0,1,0
C0057257,defibrotide,0,1,0
C4224791,defibrotide sodium,0,1,0
C4224861,Defitelio,0,1,0
C0700661,Depakene,0,1,0
C0719751,Depakote,0,1,0
C0678159,Depixol,0,1,0
C0057476,Depo-Medrol,0,1,0
C0699700,Depo-Provera,0,1,0
C0011087,dequalinium chloride,0,1,0
C1170206,Derma-Smoothe FS,0,1,0
C4224857,Descovy,0,1,0
C0591350,Desferal,0,1,0
C0011701,desmopressin,0,1,0
C0057598,dexamethasone acetate,0,1,0
C0057606,dexchlorpheniramine,0,1,0
C0772505,dexketoprofen,0,1,0
C0765538,dexketoprofen trometamol,0,1,0
C0113293,dexmedetomidine,0,1,0
C0057610,dexpanthenol,0,1,0
C0057610,(+)-panthenol,0,1,0
C0086444,dexrazoxane,0,1,0
C0011816,dextromethorphan,0,1,0
C4692160,Dexycu,0,1,0
C4722949,Diacomit,0,1,0
C2345010,Dianeal Low Calcium 1.5,0,1,0
C0719881,Diastat,0,1,0
C1129361,diazoxide 25 MG,0,1,0
C3556166,Diclegis,0,1,0
C0012125,dicyclomine,0,1,0
C0012125,dicycloverine,0,1,0
C0591373,Didronel,0,1,0
C0699601,Diflucan,0,1,0
C0771167,dihydralazine sulfate,0,1,0
C0058056,dihydrocodeine,0,1,0
C0699512,Dilantin,0,1,0
C0728755,Dilaudid,0,1,0
C0012373,diltiazem,0,1,0
C0012383,dimercaprol,0,1,0
C0012390,dimetindene,0,1,0
C0012390,dimethindene,0,1,0
C0012472,dinoprostone,0,1,0
C0281581,dinutuximab,0,1,0
C0719949,Diovan,0,1,0
C0678120,Diprivan,0,1,0
C0719961,Diprolene,0,1,0
C0012963,dobutamine,0,1,0
C5390923,Dojolvi,0,1,0
C0699057,Dolophine,0,1,0
C0013015,domperidone,0,1,0
C0527316,donepezil,0,1,0
C0013030,dopamine,0,1,0
C4045491,doravirine,0,1,0
C4551621,Dostinex,0,1,0
C4765559,Dovato,0,1,0
C0013084,doxapram,0,1,0
C0282152,doxapram hydrochloride,0,1,0
C0114873,doxazosin,0,1,0
C0013085,doxepin,0,1,0
C0279284,Doxil,0,1,0
C0013089,doxorubicin,0,1,0
C1589557,Doxy,0,1,0
C0591416,Dulcolax,0,1,0
C2927154,Dulera,0,1,0
C0245561,duloxetine,0,1,0
C0591419,Duphaston,0,1,0
C0698560,Duphaston 10 MG Oral Tablet,0,1,0
C4325130,Dupixent,0,1,0
C0591423,Duragesic,0,1,0
C4055109,durvalumab,0,1,0
C0013340,dydrogesterone,0,1,0
C3473071,Dymista,0,1,0
C0591427,Dysport,0,1,0
C0063252,desflurane,0,1,0
C0600283,Disipal,0,1,0
C1621163,duloxetine 30 MG,0,1,0
C0976721,EES 200 MG Chewable Tablet,0,1,0
C0058895,ebastine,0,1,0
C0013547,econazole,0,1,0
C0070694,edaravone,0,1,0
C0593527,Edex,0,1,0
C0594868,Edronax,0,1,0
C3154706,Edurant,0,1,0
C5421030,efanesoctocog alfa,0,1,0
C0591437,Effexor,0,1,0
C3834170,efmoroctocog alfa,0,1,0
C3818700,eftrenonacog alfa,0,1,0
C0982134,egg phospholipids,0,1,0
C5419302,eladocagene exuparvovec,0,1,0
C2346466,Elaprase,0,1,0
C3473073,Elelyso,0,1,0
C0759933,eletriptan,0,1,0
C0971833,Elidel,0,1,0
C1170247,Eligard,0,1,0
C3530466,Eliquis,0,1,0
C1170248,Elitek,0,1,0
C0600293,Elmiron,0,1,0
C0720180,Elocon,0,1,0
C3715217,ELOCTATE 1 UNT Injection,0,1,0
C3834220,Eloctate,0,1,0
C1831905,eltrombopag,0,1,0
C0591440,Eltroxin,0,1,0
C2606637,elvitegravir,0,1,0
C4740904,emapalumab,0,1,0
C1175300,Emend,0,1,0
C4306804,Emflaza,0,1,0
C4731566,Emgality,0,1,0
C4278463,emicizumab,0,1,0
C1259670,Emtriva,0,1,0
C0720193,Enbrel,0,1,0
C0699318,Endoxana,0,1,0
C2962383,Enfamil Glucose,0,1,0
C0537439,enfuvirtide,0,1,0
C0116078,Engerix-B,0,1,0
C5222073,Enhertu,0,1,0
C0206460,enoxaparin,0,1,0
C5399356,Enspryng,0,1,0
C0593928,Entocort,0,1,0
C4033616,Entresto,0,1,0
C3715224,Entyvio,0,1,0
C4050793,Envarsus,0,1,0
C5884888,Eohilia,0,1,0
C3665251,Epaned,0,1,0
C4271570,Epclusa,0,1,0
C5418281,epcoritamab,0,1,0
C0014479,ephedrine,0,1,0
C4731581,Epidiolex,0,1,0
C2586876,Epiduo,0,1,0
C0591451,Epilim,0,1,0
C0591454,Epipen,0,1,0
C3530791,EPINEPHrine (generic for EpiPen Jr) 0.15 MG in 0.3 ML Auto-Injector,0,1,0
C0014582,epirubicin,0,1,0
C0700582,epirubicin hydrochloride,0,1,0
C0678151,Epivir,0,1,0
C0700704,Epogen,0,1,0
C0033567,epoprostenol,0,1,0
C0354594,epoprostenol sodium,0,1,0
C1528495,Epzicom,0,1,0
C4542165,erenumab,0,1,0
C1120106,ertapenem,0,1,0
C0591457,Erwinase,0,1,0
C3248039,Erwinaze,0,1,0
C2344229,Ery,0,1,0
C0699338,Erythrocin,0,1,0
C0059562,erythromycin lactobionate,0,1,0
C3859171,Esbriet,0,1,0
C1099456,escitalopram,0,1,0
C0720276,Esgic,0,1,0
C0116569,esmolol,0,1,0
C5234190,Esperoct,0,1,0
C0772181,estradiol hemihydrate,0,1,0
C1330258,Estrogel,0,1,0
C0014964,ethambutol,0,1,0
C0014994,ether,0,1,0
C0014994,ethyl ether,0,1,0
C0015018,ethiodized oil,0,1,0
C0059678,etifoxine,0,1,0
C0771468,etifoxine hydrochloride,0,1,0
C0015131,etomidate,0,1,0
C0904036,Etopophos,0,1,0
C0059874,etoposide phosphate,0,1,0
C4301786,Eucrisa,0,1,0
C0116987,Eumovate,0,1,0
C0720313,Euthyrox,0,1,0
C3883371,Evotaz,0,1,0
C5399353,Evrysdi,0,1,0
C0720328,Excedrin,0,1,0
C1330264,Excedrin Tension Headache,0,1,0
C0730987,Exelon,0,1,0
C1949333,Exforge,0,1,0
C2701249,Exforge HCT,0,1,0
C1609706,Exjade,0,1,0
C4283715,Exondys,0,1,0
C2719461,Extavia,0,1,0
C0729076,Extencilline,0,1,0
C1174755,Extraneal,0,1,0
C0700656,Epanutin,0,1,0
C0014834,Escherichia coli,0,1,0
C1171041,escitalopram 20 MG,0,1,0
C1137428,Fabrazyme,0,1,0
C3700957,Farxiga,0,1,0
C4530833,Fasenra,0,1,0
C0082559,Feiba,0,1,0
C0728742,Felbatol,0,1,0
C0282179,fenfluramine hydrochloride,0,1,0
C0060180,fenoldopam,0,1,0
C0015840,fenoterol,0,1,0
C5384299,Fensolvi,0,1,0
C4276336,fentanyl Transdermal System,0,1,0
C2718747,Feraheme,0,1,0
C0117541,ferric pyrophosphate,0,1,0
C1529907,Ferriprox,0,1,0
C0117571,Ferrlecit,0,1,0
C0060275,ferrous chloride,0,1,0
C4529885,Fiasp,0,1,0
C4529781,Fibryga,0,1,0
C1170274,Finacea,0,1,0
C5239669,Fintepla,0,1,0
C0633854,Fioricet,0,1,0
C3192990,Firazyr,0,1,0
C0876032,FIV-ASA,0,1,0
C0699678,Flagyl,0,1,0
C1602433,Flebogamma,0,1,0
C0016229,flecainide,0,1,0
C0728797,Flexeril,0,1,0
C0376357,Flolan,0,1,0
C0720466,Flovent,0,1,0
C0016272,Fluanxol,0,1,0
C0016267,flucloxacillin,0,1,0
C0059985,fludarabine,0,1,0
C0060483,fludarabine phosphate,0,1,0
C0016280,fludrocortisone,0,1,0
C0016295,flunarizine,0,1,0
C0016296,flunitrazepam,0,1,0
C0060520,fluorescein,0,1,0
C0016365,fluoxetine,0,1,0
C0016368,fluphenazine,0,1,0
C0016375,flurazepam,0,1,0
C0082607,fluticasone,0,1,0
C0082608,fluvastatin,0,1,0
C0178638,folate,0,1,0
C0689323,folinic acid 15 MG Oral Tablet,0,1,0
C0592533,Foradil,0,1,0
C1170286,Forteo,0,1,0
C0376569,Fosamax,0,1,0
C0070895,foscarnet,0,1,0
C0730991,Foscavir,0,1,0
C0016610,fosfomycin,0,1,0
C0244656,fosphenytoin,0,1,0
C0917726,Fragmin,0,1,0
C4549503,fremanezumab,0,1,0
C0591539,Frisium,0,1,0
C0754647,frovatriptan,0,1,0
C0740139,Furacin,0,1,0
C0813801,Furadantin,0,1,0
C0016875,fusidic acid,0,1,0
C1174749,Fuzeon,0,1,0
C3504762,FYCOMPA,0,1,0
C0016911,gadolinium,0,1,0
C0060934,gadopentetate dimeglumine,0,1,0
C2344008,GamaSTAN,0,1,0
C4740911,Gamifant,0,1,0
C0086333,Gammagard,0,1,0
C1451114,Gamunex,0,1,0
C1721787,Gardasil,0,1,0
C1704673,Gas,0,1,0
C3530491,Gattex,0,1,0
C0061146,Gaviscon,0,1,0
C0045093,gemcitabine,0,1,0
C0771488,gemcitabine hydrochloride,0,1,0
C1533699,gemtuzumab ozogamicin,0,1,0
C0699616,Genotropin,0,1,0
C4058850,Genvoya,0,1,0
C0939698,Geodon,0,1,0
C2938762,Gilenya,0,1,0
C0717787,glatiramer,0,1,0
C0935987,Gleevec,0,1,0
C0720676,Gliadel,0,1,0
C0017631,gliclazide,0,1,0
C5196202,Gloperba,0,1,0
C0591573,Glucophage,0,1,0
C1509379,glyceryl laurate,0,1,0
C3643607,Glycophos,0,1,0
C3814772,glycopyrronium,0,1,0
C0061751,glycyrrhizic acid,0,1,0
C0061751,glycyrrhizin,0,1,0
C0018026,gold,0,1,0
C0383405,Gonal F,0,1,0
C0079466,guanfacine,0,1,0
C0733624,Halcion,0,1,0
C0591585,Haldol,0,1,0
C3858025,Harvoni,0,1,0
C0700881,Havrix,0,1,0
C0977533,HCTZ 10 MG/ML Oral Solution,0,1,0
C0018880,helium,0,1,0
C3819103,Hemangeol,0,1,0
C4534632,Hemlibra,0,1,0
C0054452,heparin calcium,0,1,0
C2345702,Hepatamine 8,0,1,0
C0376325,hepatitis A virus,0,1,0
C2356303,hepatitis A & hepatitis B (recombinant) vaccine (HepA-HepB) 1 ML Injection,0,1,0
C0062525,hepatitis B immune globulin,0,1,0
C0019169,hepatitis B virus,0,1,0
C0338204,Herceptin,0,1,0
C0011892,heroin,0,1,0
C0011892,diamorphine,0,1,0
C0701252,Hexadrol,0,1,0
C0019476,hexoprenaline,0,1,0
C2746518,Hizentra,0,1,0
C3152640,Horizant,0,1,0
C0528249,Humalog,0,1,0
C2344309,human rotavirus A type G1P7(5) strain WI79 live antigen,0,1,0
C0086428,Humate-P,0,1,0
C0684259,Humatrope,0,1,0
C1171255,Humira,0,1,0
C0306370,Humulin N,0,1,0
C0306371,Humulin R,0,1,0
C0813695,Hurricaine,0,1,0
C0020223,hydralazine,0,1,0
C0986526,hydrochlorothiazide 25 MG,0,1,0
C0020264,hydrocodone,0,1,0
C0770559,hydrocortisone sodium phosphate,0,1,0
C0012306,hydromorphone,0,1,0
C0020336,hydroxychloroquine,0,1,0
C0770351,hydroxyprogesterone acetate,0,1,0
C0020404,hydroxyzine,0,1,0
C5577572,Hyftor,0,1,0
C0596004,hyoscyamine,0,1,0
C2740360,HyperRHO,0,1,0
C3854067,HYQVIA 10 GM / 100 ML Kit,0,1,0
C5827883,Hyrimoz,0,1,0
C0720828,Helixate,0,1,0
C3883373,Ibrance,0,1,0
C0721022,Ibu,0,1,0
C0246269,icatibant,0,1,0
C3530433,Iclusig,0,1,0
C0020789,idarubicin,0,1,0
C0282388,idarubicin hydrochloride,0,1,0
C4084481,IDELVION,0,1,0
C4519432,Idhifa,0,1,0
C0721031,Ifex,0,1,0
C0020823,ifosfamide,0,1,0
C2718754,Ilaris,0,1,0
C0079594,iloprost,0,1,0
C0935989,imatinib,0,1,0
C3692993,Imbruvica,0,1,0
C5424255,Imcivree,0,1,0
C0020933,imipenem,0,1,0
C0020934,imipramine,0,1,0
C0020852,immunoglobulin G,0,1,0
C0020835,immunoglobulin A,0,1,0
C2702333,"immunoglobulin G, human",0,1,0
C2825347,"immunoglobulin A, human",0,1,0
C0591635,Imodium,0,1,0
C0673606,Implanon,0,1,0
C0699279,Imuran,0,1,0
C1612192,Increlex,0,1,0
C0591636,Inderal,0,1,0
C0376637,indinavir,0,1,0
C0700798,Indocin,0,1,0
C0728745,Infanrix,0,1,0
C0763529,Infasurf,0,1,0
C0721062,InFed,0,1,0
C1170349,Infuvite Pediatric,0,1,0
C4473507,Ingrezza,0,1,0
C3665032,Injectafer,0,1,0
C3265883,Inlyta,0,1,0
C0591649,Innohep,0,1,0
C0063549,Innovar,0,1,0
C1330345,INOmax,0,1,0
C0022230,inosine pranobex,0,1,0
C1567130,inotuzumab ozogamicin,0,1,0
C1254226,insulin isophane Injectable Suspension [Human Insulatard],0,1,0
C0977802,"insulin analog, aspart 100 UNT/ML Injectable Solution",0,1,0
C4083762,insulin argine,0,1,0
C0123677,"insulin aspart, human",0,1,0
C0977813,"insulin, human isophane / insulin regular 70/30 Injectable Suspension",0,1,0
C0591652,Intal,0,1,0
C2241753,Intelence,0,1,0
C0021734,interferon alfa-2a,0,1,0
C3500339,interferon gamma-1a,0,1,0
C0123759,interleukin-12,0,1,0
C0733854,Intralipid,0,1,0
C2721782,Intuniv,0,1,0
C1170351,Invanz,0,1,0
C1828935,Invega,0,1,0
C3556179,Invokana,0,1,0
C2369192,iobenguane I-123,0,1,0
C0021968,iodine,0,1,0
C1367202,ipilimumab,0,1,0
C0949109,Ipol,0,1,0
C0027235,ipratropium,0,1,0
C0123931,irinotecan,0,1,0
C0076040,iron polymaltose,0,1,0
C1967563,Isentress,0,1,0
C0022180,isoflurane,0,1,0
C0066759,isopropanolamine,0,1,0
C0022245,isoproterenol,0,1,0
C0700933,Isoptin,0,1,0
C0306488,Isopto Atropine,0,1,0
C0022251,isosorbide,0,1,0
C1685365,ivabradine hydrochloride,0,1,0
C5881916,Iwilfin,0,1,0
C0728795,Idamycin,0,1,0
C0701215,Invirase,0,1,0
C4057930,irinotecan hydrochloride liposome,0,1,0
C1832021,isavuconazole,0,1,0
C4018270,Jadenu,0,1,0
C3247913,Jakafi,0,1,0
C1330361,Jantoven,0,1,0
C1948387,Janumet,0,1,0
C1702177,Januvia,0,1,0
C3848669,Jardiance,0,1,0
C5704471,Javygtor,0,1,0
C4530991,Juluca,0,1,0
C2726474,Kalbitor,0,1,0
C0939357,Kaletra,0,1,0
C3264627,Kalydeco,0,1,0
C0022487,kanamycin,0,1,0
C4060049,Kanuma,0,1,0
C3556173,Karbinal,0,1,0
C3644708,Kcentra,0,1,0
C0699689,Kenalog,0,1,0
C0876060,Keppra,0,1,0
C5399354,Kesimpta,0,1,0
C0022613,Ketalar,0,1,0
C0022614,ketamine,0,1,0
C0073631,ketorolac,0,1,0
C0022642,ketotifen,0,1,0
C3855203,Keytruda,0,1,0
C1170364,Kineret,0,1,0
C4318043,Kisqali,0,1,0
C3864952,Kitabis,0,1,0
C0699315,Klonopin,0,1,0
C0218184,Kogenate,0,1,0
C5770405,Konvomep,0,1,0
C3265681,Korlym,0,1,0
C5243131,Koselugo,0,1,0
C4084378,Kovaltry,0,1,0
C1995652,Kuvan,0,1,0
C4292609,Kyleena,0,1,0
C4528643,Kymriah,0,1,0
C5540557,0.5 ML asparaginase Erwinia chrysanthemi (recombinant)-rywn 20 MG/ML Injection,0,1,0
C0022860,labetalol,0,1,0
C0108121,calcium lactate,0,1,0
C5565851,Lagevrio,0,1,0
C0678180,Lamictal,0,1,0
C0721298,Lamisil,0,1,0
C5782605,Lamzede,0,1,0
C0699988,Lanoxin,0,1,0
C0209211,lanreotide,0,1,0
C0876064,Lantus,0,1,0
C0600062,Largactil,0,1,0
C0699992,Lasix,0,1,0
C2608260,Latisse,0,1,0
C2954611,Latuda,0,1,0
C3860145,Lemtrada,0,1,0
C5244461,lenacapavir,0,1,0
C2987642,lenvatinib mesylate,0,1,0
C5563824,Leqvio,0,1,0
C0526399,lercanidipine,0,1,0
C0595331,lercanidipine hydrochloride,0,1,0
C0591720,Lescol,0,1,0
C1949323,Letairis,0,1,0
C0023413,leucovorin,0,1,0
C0701500,Leukine,0,1,0
C0772501,levalbuterol,0,1,0
C0023556,levamisole,0,1,0
C0721336,Levaquin,0,1,0
C1314782,Levemir,0,1,0
C1126562,levetiracetam 250 MG,0,1,0
C4237997,levetiracetam 100 MG/ML Injection,0,1,0
C1174893,levocetirizine,0,1,0
C0992502,levofloxacin 500 MG,0,1,0
C0025678,levomepromazine,0,1,0
C0246904,levosimendan,0,1,0
C0040165,levothyroxine,0,1,0
C1170371,Lexapro,0,1,0
C1320129,Lexiva,0,1,0
C1873792,Lialda,0,1,0
C2756728,lidocaine hydrochloride anhydrous,0,1,0
C1589323,Lignospan,0,1,0
C3892967,Liletta,0,1,0
C0064990,lime,0,1,0
C0064990,calcium oxide,0,1,0
C0699999,Lioresal,0,1,0
C0593906,Lipitor,0,1,0
C0721372,Liposyn III,0,1,0
C4086001,lisocabtagene maraleucel,0,1,0
C0023870,lithium,0,1,0
C0065094,lithium sulfate,0,1,0
C2939691,Little Fevers,0,1,0
C2720020,Livalo,0,1,0
C5557855,Livmarli,0,1,0
C2940657,Lo Loestrin Fe 28 Day Pack,0,1,0
C0126110,Locoid,0,1,0
C4735286,Lorbrena,0,1,0
C0065185,lormetazepam,0,1,0
C0126174,losartan,0,1,0
C0591742,Losec,0,1,0
C0728963,Lovenox,0,1,0
C0591744,Loxapac,0,1,0
C0024056,loxapine,0,1,0
C0065199,loxoprofen,0,1,0
C4694573,Lucemyra,0,1,0
C1721374,Lucentis,0,1,0
C1609686,lucinactant,0,1,0
C0939372,Lumigan,0,1,0
C0699493,Luminal,0,1,0
C2828340,Lumizyme,0,1,0
C1579761,Lunesta,0,1,0
C5440671,Lupkynis,0,1,0
C0701461,Lupron Depot,0,1,0
C0701459,Lupron,0,1,0
C2003424,lurasidone,0,1,0
C4086553,luspatercept,0,1,0
C4287674,Lutathera,0,1,0
C4541997,Luxturna,0,1,0
C5553814,Lybalvi,0,1,0
C0024200,lymecycline,0,1,0
C3872110,Lynparza,0,1,0
C1570232,Lyrica,0,1,0
C0947657,Lincocin,0,1,0
C0065461,Maalox,0,1,0
C0591750,Macrobid,0,1,0
C0677518,Magnesiocard,0,1,0
C0126789,magnesium salicylate,0,1,0
C0006935,Capsule,0,1,0
C2978013,Makena,0,1,0
C0595490,Malarone,0,1,0
C0065601,maltodextrin,0,1,0
C0024778,maprotiline,0,1,0
C4688890,marijuana pollen extract,0,1,0
C4688890,Cannabis sativa pollen extract,0,1,0
C0701390,Matulane,0,1,0
C4765613,Mavenclad,0,1,0
C0721599,Maxalt,0,1,0
C0701254,Maxidex,0,1,0
C0025033,mechlorethamine,0,1,0
C0025033,chlormethine,0,1,0
C0699458,Medrol,0,1,0
C3644506,Mekinist,0,1,0
C0025241,melphalan,0,1,0
C1567129,Menactra,0,1,0
C5979427,"Meningococcal (Groups A,B,C,Y and W-135) Polysaccharide Vaccine Injection",0,1,0
C4033937,"meningococcal polysaccharide vaccine, groups A, C, Y and W-135 combined 0.5 ML Injection",0,1,0
C0595531,Menopur,0,1,0
C0025384,mepivacaine,0,1,0
C0065967,meprednisone,0,1,0
C0731201,Meptid,0,1,0
C4482910,meropenem / vaborbactam,0,1,0
C0721681,Mesnex,0,1,0
C3714569,metamizole sodium,0,1,0
C0025605,methadone,0,1,0
C0592779,Methadose,0,1,0
C0025611,methamphetamine,0,1,0
C0025616,methandrostenolone,0,1,0
C0733811,Methergine,0,1,0
C0174938,methylprednisolone aceponate,0,1,0
C0025853,metoclopramide,0,1,0
C0025859,metoprolol,0,1,0
C0350132,metoprolol fumarate,0,1,0
C0025887,mexiletine,0,1,0
C0721702,Miacalcin,0,1,0
C0025912,mianserin,0,1,0
C0700456,mianserin hydrochloride,0,1,0
C1120386,micafungin,0,1,0
C0721704,Micardis,0,1,0
C0026078,midodrine,0,1,0
C0026088,mifepristone,0,1,0
C0128513,milrinone,0,1,0
C2603382,Minirin,0,1,0
C0876088,Miralax,0,1,0
C0721754,Mirapex,0,1,0
C0591811,Mirena,0,1,0
C0002475,mitomycin,0,1,0
C0026259,mitoxantrone,0,1,0
C0700458,mitoxantrone hydrochloride,0,1,0
C0026400,molsidomine,0,1,0
C0721776,Momentum tradename,0,1,0
C0298130,montelukast,0,1,0
C1126659,montelukast 4 MG,0,1,0
C0026549,morphine,0,1,0
C0770901,morphine hydrochloride,0,1,0
C0526501,mosapride,0,1,0
C4745447,Motegrity,0,1,0
C0700011,Motilium,0,1,0
C0699203,Motrin,0,1,0
C3858036,Movantik,0,1,0
C1815369,MoviPrep,0,1,0
C2954320,Moxeza,0,1,0
C0536495,moxifloxacin,0,1,0
C1879513,Mozobil,0,1,0
C0700786,MS Contin,0,1,0
C0026783,mumps virus,0,1,0
C3817352,Myalept,0,1,0
C0026895,Myambutol,0,1,0
C1613030,Mycamine,0,1,0
C0883242,mycophenolate,0,1,0
C0772450,mycophenolate mofetil hydrochloride,0,1,0
C0026933,mycophenolic acid,0,1,0
C0721868,Mydfrin,0,1,0
C0701403,Mydriacyl,0,1,0
C5455336,Myfembree,0,1,0
C1620923,Myfortic,0,1,0
C0700015,Myleran,0,1,0
C0876099,Mylotarg,0,1,0
C1703294,Myozyme,0,1,0
C0591820,Mogadon,0,1,0
C0876102,Nabi-HB,0,1,0
C0206232,nadroparin,0,1,0
C0027324,nafcillin,0,1,0
C1614702,Naglazyme,0,1,0
C0027348,nalbuphine,0,1,0
C0600099,nalbuphine hydrochloride,0,1,0
C0068377,nalmefene,0,1,0
C0721956,Naphcon A,0,1,0
C0700017,Naprosyn,0,1,0
C0540623,naratriptan,0,1,0
C0684237,Narcan,0,1,0
C0594492,Nasonex,0,1,0
C3883368,Natpara,0,1,0
C0131965,Navelbine,0,1,0
C0068475,nebivolol,0,1,0
C0015820,nefopam hydrochloride,0,1,0
C0907349,nelarabine,0,1,0
C0525005,nelfinavir,0,1,0
C0702190,Neo-Synephrine,0,1,0
C1712051,Neoprofen,0,1,0
C0699605,Neoral,0,1,0
C0027679,neostigmine,0,1,0
C0027780,netilmicin,0,1,0
C1171279,Neulasta,0,1,0
C0733468,Neupogen,0,1,0
C1949346,Neupro,0,1,0
C0678176,Neurontin,0,1,0
C3152644,nevirapine Extended Release Oral Tablet,0,1,0
C1677799,Nexavar,0,1,0
C0939400,Nexium,0,1,0
C3159354,Nexplanon,0,1,0
C2608296,Nexterone,0,1,0
C5550570,Nexviazyme,0,1,0
C5834207,Ngenla,0,1,0
C0028005,nicardipine,0,1,0
C1169006,Nicoderm CQ (Step 1) 21 MG/Day 24HR Transdermal Patch,0,1,0
C4276348,nicotine Transdermal System,0,1,0
C0978954,nicotinic acid 0.15 MG / Riboflavin 0.02 MG / vit-B1 0.06 MG Oral Tablet,0,1,0
C0722099,Nicotrol,0,1,0
C1721377,nilotinib,0,1,0
C0132515,nimesulide,0,1,0
C4060064,Ninlaro,0,1,0
C5418478,nirsevimab,0,1,0
C0028126,nitrazepam,0,1,0
C0028127,nitrendipine,0,1,0
C0028128,nitric oxide,0,1,0
C0028193,nitroprusside,0,1,0
C0028215,nitrous oxide,0,1,0
C4519791,Nityr,0,1,0
C4722394,Nivestym,0,1,0
C4704015,Nocdurna,0,1,0
C5209933,noradrenaline hydrochloride,0,1,0
C0722140,Norco,0,1,0
C0699617,Norditropin,0,1,0
C0028351,norepinephrine,0,1,0
C4282048,normal saline 10 mL Injection,0,1,0
C0028420,nortriptyline,0,1,0
C0162712,Norvasc,0,1,0
C0678152,Norvir,0,1,0
C4018188,Novoeight,0,1,0
C0939412,NovoLog,0,1,0
C0593103,Novoseven,0,1,0
C1450021,Novothyrox,0,1,0
C1174778,Noxafil,0,1,0
C2364485,Nplate,0,1,0
C4058347,Nucala,0,1,0
C2718761,Nucynta,0,1,0
C4238587,Nuplazid,0,1,0
C0731527,Nurofen Advance,0,1,0
C5241907,Nurtec,0,1,0
C4020190,Nutrilipid,0,1,0
C0699619,Nutropin,0,1,0
C1744678,NuvaRing,0,1,0
C1871544,Nuvigil,0,1,0
C4074414,Nuwiq,0,1,0
C0701389,Natulan,0,1,0
C2744440,niraparib,0,1,0
C0070210,nonanoic acid,0,1,0
C2742503,obinutuzumab,0,1,0
C4325109,Ocrevus,0,1,0
C0731209,Octagam,0,1,0
C0028833,octreotide,0,1,0
C4083971,Odefsey,0,1,0
C3859342,Ofev,0,1,0
C2954624,Ofirmev,0,1,0
C5874369,Ogsiveo,0,1,0
C2698647,olanzapine pamoate,0,1,0
C4278198,olipudase alfa,0,1,0
C1098320,olmesartan,0,1,0
C4694844,Olumiant,0,1,0
C3696409,Olysio,0,1,0
C1639166,Omacor 1 GM Oral Capsule,0,1,0
C3252719,Omegaven,0,1,0
C0285868,Omnicef,0,1,0
C1724675,Omnitrope,0,1,0
C5140028,onasemnogene abeparvovec,0,1,0
C0728753,Oncaspar,0,1,0
C1123367,ondansetron 4 MG,0,1,0
C3245342,Onfi,0,1,0
C4057936,Onivyde,0,1,0
C3872108,Opdivo,0,1,0
C0029105,opipramol,0,1,0
C3692493,Opsumit,0,1,0
C0722287,Orajel,0,1,0
C0591917,Oramorph,0,1,0
C0591918,Orap,0,1,0
C0700961,Orbenin,0,1,0
C1700021,Orencia,0,1,0
C1120964,Orfadin,0,1,0
C4033620,ORKAMBI,0,1,0
C1614506,Ortho Evra,0,1,0
C0874161,oseltamivir,0,1,0
C3817351,Otezla,0,1,0
C1256378,Ovex brand of mebendazole,0,1,0
C0029983,oxacillin,0,1,0
C0069717,oxaliplatin,0,1,0
