Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
Olmesartan Medoxomil,olmesartan medoxomil,olmesartan medoxomil,C0386393,olmesartan medoxomil,PIN
Olodaterol,olodaterol,olodaterol,C2934193,olodaterol,IN
Olodaterol/Tiotropium Bromide,olodaterol/tiotropium bromide,olodaterol/tiotropium,C2934193,olodaterol,IN
Olopatadine Hydrochloride,olopatadine hydrochloride,olopatadine,C0771892,olopatadine hydrochloride,PIN
Olsalazine Sodium,olsalazine sodium,olsalazine,C0353940,olsalazine sodium,PIN
Omacetaxine Mepesuccinate,omacetaxine mepesuccinate,omacetaxine mepesuccinate,C0062941,omacetaxine mepesuccinate,IN
Omadacycline,omadacycline,omadacycline,C2983838,omadacycline,IN
Omalizumab,omalizumab,omalizumab,C0966225,omalizumab,IN
Omaveloxolone,omaveloxolone,omaveloxolone,C4519135,omaveloxolone,IN
Omega-3 Fatty Acids,omega-3 fatty acids,omega-3 fatty acids,C0015689,omega-3 fatty acids,IN
"Omega-3 Fatty Acids;Multivitamin, Minerals, and Ir",omega-3 fatty acids multivitamin minerals and,omega-3 fatty acids multivitamin minerals and,C0015689,omega-3 fatty acids,IN
Omega-3 Fatty Acids;Prenatal Vitamins,omega-3 fatty acids prenatal vitamins,omega-3 fatty acids prenatal vitamins,C0015689,omega-3 fatty acids,IN
Omega-3-Acid Ethyl Esters,omega-3-acid ethyl esters,omega-3-acid ethyl esters,,,
Omeprazole,omeprazole,omeprazole,C0028978,omeprazole,IN
Omeprazole Magnesium,omeprazole magnesium,omeprazole,C0771765,omeprazole magnesium,PIN
"Omeprazole;Powder, Multi Ingredient",omeprazole powder multi ingredient,omeprazole powder multi ingredient,C0028978,omeprazole,IN
Omeprazole/Sodium Bicarbonate,omeprazole/sodium bicarbonate,omeprazole/sodium bicarbonate,C0028978,omeprazole,IN
OnabotulinumtoxinA,onabotulinumtoxina,onabotulinumtoxina,C2719767,onabotulinumtoxinA,PIN
Onasemnogene Abeparvovec-xioi,onasemnogene abeparvovec-xioi,onasemnogene abeparvovec-xioi,C5140521,onasemnogene abeparvovec-xioi,PIN
Ondansetron,ondansetron,ondansetron,C0061851,ondansetron,IN
Ondansetron Hydrochloride,ondansetron hydrochloride,ondansetron,C0700478,ondansetron hydrochloride,PIN
Opium,opium,opium,C0029112,opium,IN
Oritavancin,oritavancin,oritavancin,C1144403,oritavancin,IN
Orlistat,orlistat,orlistat,C0076275,orlistat,IN
Ornithine Hydrochloride,ornithine hydrochloride,ornithine,C3256799,ornithine hydrochloride,PIN
Orphenadrine Citrate,orphenadrine citrate,orphenadrine citrate,C0029310,orphenadrine citrate,PIN
Oseltamivir Phosphate,oseltamivir phosphate,oseltamivir,C0872908,oseltamivir phosphate,PIN
Osimertinib,osimertinib,osimertinib,C4058811,osimertinib,IN
Ostomy Product,ostomy product,ostomy product,,,
Oxacillin Sodium,oxacillin sodium,oxacillin,C0037536,oxacillin sodium,PIN
Oxandrolone,oxandrolone,oxandrolone,C0029995,oxandrolone,IN
Oxaprozin,oxaprozin,oxaprozin,C0069739,oxaprozin,IN
Oxazepam,oxazepam,oxazepam,C0029997,oxazepam,IN
Oxcarbazepine,oxcarbazepine,oxcarbazepine,C0069751,oxcarbazepine,IN
Oxiconazole Nitrate,oxiconazole nitrate,oxiconazole,C0142160,oxiconazole nitrate,PIN
Oxybutynin,oxybutynin,oxybutynin,C0069805,oxybutynin,IN
Oxybutynin Chloride,oxybutynin chloride,oxybutynin chloride,C0134394,oxybutynin chloride,PIN
Oxycodone,oxycodone,oxycodone,C0030049,oxycodone,IN
Oxycodone Hydrochloride,oxycodone hydrochloride,oxycodone,C0282274,oxycodone hydrochloride,PIN
Oxymetazoline Hydrochloride,oxymetazoline hydrochloride,oxymetazoline,C0357797,oxymetazoline hydrochloride,PIN
Oxymetholone,oxymetholone,oxymetholone,C0030072,oxymetholone,IN
Oxymorphone Hydrochloride,oxymorphone hydrochloride,oxymorphone,C0282275,oxymorphone hydrochloride,PIN
Oxytocin,oxytocin,oxytocin,C0030095,oxytocin,IN
Ozanimod,ozanimod,ozanimod,C4278675,ozanimod,IN
Ozanimod;Ozanimod;Ozanimod,ozanimod ozanimod ozanimod,ozanimod ozanimod ozanimod,C4278675,ozanimod,IN
Ozenoxacin,ozenoxacin,ozenoxacin,C2983945,ozenoxacin,IN
p-Phenolsulfonic Acid/Sulfuric Acid,p-phenolsulfonic acid/sulfuric acid,p-phenolsulfonic acid/sulfuric acid,,,
Paclitaxel,paclitaxel,paclitaxel,C0144576,paclitaxel,IN
"Padimate O/Petrolatum, White",padimate o/petrolatum white,padimate o/petrolatum white,,,
Palbociclib,palbociclib,palbociclib,C3853822,palbociclib,IN
Palifermin,palifermin,palifermin,C0677829,palifermin,IN
Paliperidone,paliperidone,paliperidone,C0753678,paliperidone,IN
Paliperidone Palmitate,paliperidone palmitate,paliperidone palmitate,C2719626,paliperidone palmitate,PIN
Palivizumab,palivizumab,palivizumab,C0672596,palivizumab,IN
Palonosetron Hydrochloride,palonosetron hydrochloride,palonosetron,C1310734,palonosetron hydrochloride,PIN
Pamidronate Disodium,pamidronate disodium,pamidronate disodium,C0356588,pamidronate disodium,PIN
Panobinostat,panobinostat,panobinostat,C1998098,panobinostat,IN
Pantoprazole Sodium,pantoprazole sodium,pantoprazole,C0795650,pantoprazole sodium,PIN
Paraffin Wax,paraffin wax,paraffin wax,C0030415,paraffin,IN
Parathyroid Hormone,parathyroid hormone,parathyroid hormone,C0030520,parathyroid hormone,IN
Paregoric,paregoric,paregoric,C0070108,paregoric,IN
Paricalcitol,paricalcitol,paricalcitol,C0249582,paricalcitol,IN
Paromomycin Sulfate,paromomycin sulfate,paromomycin,C0205881,paromomycin sulfate,PIN
Paroxetine Hydrochloride,paroxetine hydrochloride,paroxetine,C0771019,paroxetine hydrochloride,PIN
Paroxetine Mesylate,paroxetine mesylate,paroxetine,C1365510,paroxetine mesylate,PIN
Patiromer,patiromer,patiromer,C4045522,patiromer,IN
Pazopanib Hydrochloride,pazopanib hydrochloride,pazopanib,C1882305,pazopanib hydrochloride,PIN
Peanut Allergen-dnfp,peanut allergen-dnfp,peanut allergen-dnfp,,,
Peanut Allergen-dnfp;Peanut Allergen-dnfp,peanut allergen-dnfp peanut allergen-dnfp,peanut allergen-dnfp peanut allergen-dnfp,C5234516,peanut (Arachis hypogaea) allergen-dnfp,PIN
Peanut Oil,peanut oil,peanut oil,C0052300,peanut oil,SY
Pectin,pectin,pectin,C0070203,pectin,IN
PEG Electrolyte Lavage Solution,peg electrolyte lavage,peg electrolyte lavage,,,
"PEG Electrolyte Lavage Solution;Powder, Multi Ingr",peg electrolyte lavage powder multi ingr,peg electrolyte lavage powder multi ingr,,,
Peg-400,peg-400,peg-400,C0032478,PEG-400,SY
PEG-400/Propylene Glycol,peg-400/propylene glycol,peg-400/propylene glycol,C0032478,PEG-400,SY
Peg-6,peg-6,peg-6,C3267318,PEG-6 cocamide,IN
PEG/K Cl/Na Bicarb/Na Cl/Na Sulf,peg/k cl/na bicarb/na cl/na sulf,peg/k cl/na bicarb/na cl/na sulf,,,
Pegaspargase,pegaspargase,pegaspargase,C0071568,pegaspargase,IN
Pegfilgrastim,pegfilgrastim,pegfilgrastim,C1136535,pegfilgrastim,IN
Pegfilgrastim-apgf,pegfilgrastim-apgf,pegfilgrastim-apgf,C5389885,pegfilgrastim-apgf,PIN
Pegfilgrastim-bmez,pegfilgrastim-bmez,pegfilgrastim-bmez,C5211091,pegfilgrastim-bmez,PIN
Pegfilgrastim-cbqv,pegfilgrastim-cbqv,pegfilgrastim-cbqv,C4735048,pegfilgrastim-cbqv,PIN
Pegfilgrastim-jmdb,pegfilgrastim-jmdb,pegfilgrastim-jmdb,C4703816,pegfilgrastim-jmdb,PIN
Pegfilgrastim-pbbk,pegfilgrastim-pbbk,pegfilgrastim-pbbk,C5673552,pegfilgrastim-pbbk,PIN
Peginterferon Alfa-2A,peginterferon alfa-2a,peginterferon alfa-2a,C0391001,peginterferon alfa-2a,IN
Peginterferon Alfa-2B,peginterferon alfa-2b,peginterferon alfa-2b,C0796545,peginterferon alfa-2b,IN
Peginterferon Beta-1a,peginterferon beta-1a,peginterferon beta-1a,C3848580,peginterferon beta-1a,IN
Peginterferon Beta-1a;Peginterferon Beta-1a,peginterferon beta-1a peginterferon beta-1a,peginterferon beta-1a peginterferon beta-1a,C3848580,peginterferon beta-1a,IN
Pegvaliase-pqpz,pegvaliase-pqpz,pegvaliase-pqpz,C4694429,pegvaliase-pqpz,PIN
Pegvisomant,pegvisomant,pegvisomant,C0913469,pegvisomant,IN
Pembrolizumab,pembrolizumab,pembrolizumab,C3658706,pembrolizumab,IN
Penciclovir,penciclovir,penciclovir,C0164815,penciclovir,IN
Penicillamine,penicillamine,penicillamine,C0030817,penicillamine,IN
Penicillin G Benzathine,penicillin g benzathine,penicillin g benzathine,C0030829,penicillin G benzathine,PIN
Penicillin G Benzathine/Penicillin G Procaine,penicillin g benzathine/penicillin g procaine,penicillin g benzathine/penicillin g procaine,C0030827,penicillin G,IN
Penicillin G Potassium,penicillin g potassium,penicillin g,C0700462,penicillin G potassium,PIN
Penicillin G Procaine,penicillin g procaine,penicillin g procaine,C0030830,penicillin G procaine,PIN
Penicillin G Sodium,penicillin g sodium,penicillin g,C0037540,penicillin G sodium,PIN
Penicillin V Potassium,penicillin v potassium,penicillin v,C0700553,penicillin V potassium,PIN
Pentamidine Isethionate,pentamidine isethionate,pentamidine isethionate,C0030864,pentamidine isethionate,PIN
Pentosan Polysulfate Sodium,pentosan polysulfate sodium,pentosan polysulfate,C0524684,pentosan polysulfate sodium,SY
Pentoxifylline,pentoxifylline,pentoxifylline,C0030899,pentoxifylline,IN
Peppermint Oil,peppermint oil,peppermint oil,C0070325,peppermint oil,IN
Perampanel,perampanel,perampanel,C2698764,perampanel,IN
Perfluorohexyloctane,perfluorohexyloctane,perfluorohexyloctane,C0766224,perfluorohexyloctane,IN
Perindopril Erbumine,perindopril erbumine,perindopril erbumine,C0244718,perindopril erbumine,PIN
Periplaneta americana Extract,periplaneta americana extract,periplaneta americana extract,C2701762,Periplaneta americana allergenic extract,SY
Permethrin,permethrin,permethrin,C0070455,permethrin,IN
"Permethrin;Permethrin;Gel, Multi Ingredient",permethrin permethrin gel multi ingredient,permethrin permethrin gel multi ingredient,C0070455,permethrin,IN
"Permethrin;Piperonyl Butoxide/Pyrethrum Ext;Gel, M",permethrin piperonyl butoxide/pyrethrum ext gel m,permethrin piperonyl butoxide/pyrethrum ext gel m,C0070455,permethrin,IN
Perphenazine,perphenazine,perphenazine,C0031184,perphenazine,IN
Peru Balsam,peru balsam,peru balsam,,,
Peru Balsam/Petrolatum/Zinc Oxide,peru balsam/petrolatum/zinc oxide,peru balsam/petrolatum/zinc oxide,,,
Petrolatum,petrolatum,petrolatum,C0031262,petrolatum,IN
"Petrolatum, White",petrolatum white,petrolatum white,C0722570,Petrola,BN
Petrolatum/Resorcinol,petrolatum/resorcinol,petrolatum/resorcinol,C0722570,Petrola,BN
Petrolatum/Zinc Oxide,petrolatum/zinc oxide,petrolatum/zinc oxide,C0722570,Petrola,BN
Pexidartinib,pexidartinib,pexidartinib,C4287804,pexidartinib,IN
Pharmacy Supplies,pharmacy supplies,pharmacy supplies,,,
Phenazopyridine Hydrochloride,phenazopyridine hydrochloride,phenazopyridine,C0700555,phenazopyridine hydrochloride,PIN
Phendimetrazine Tartrate,phendimetrazine tartrate,phendimetrazine,C0148932,phendimetrazine tartrate,PIN
Phenelzine Sulfate,phenelzine sulfate,phenelzine,C0031393,phenelzine sulfate,PIN
Pheniramine Maleate/Phenylephrine Hydrochloride,pheniramine maleate/phenylephrine hydrochloride,pheniramine maleate/phenylephrine,C0031408,pheniramine,IN
Phenobarbital,phenobarbital,phenobarbital,C0031412,phenobarbital,IN
Phenobarbital Sodium,phenobarbital sodium,phenobarbital,C0282303,phenobarbital sodium,PIN
Phenol,phenol,phenol,C0070570,phenol,IN
Phenoxybenzamine Hydrochloride,phenoxybenzamine hydrochloride,phenoxybenzamine,C0242430,phenoxybenzamine hydrochloride,PIN
Phentermine Hydrochloride,phentermine hydrochloride,phentermine,C0282304,phentermine hydrochloride,PIN
Phentermine Hydrochloride/Topiramate,phentermine hydrochloride/topiramate,phentermine hydrochloride/topiramate,,,
Phenyleph HCl/Promethazine HCl,phenyleph hcl/promethazine hcl,phenyleph hcl/promethazine,,,
Phenyleph HCl/Thonzylamine HCl,phenyleph hcl/thonzylamine hcl,phenyleph hcl/thonzylamine,,,
Phenyleph HCl/Triprolidine HCl,phenyleph hcl/triprolidine hcl,phenyleph hcl/triprolidine,,,
Phenylephrine Hydrochloride,phenylephrine hydrochloride,phenylephrine,C0031470,phenylephrine hydrochloride,PIN
Phenylephrine Hydrochloride/Pyrilamine Maleate,phenylephrine hydrochloride/pyrilamine maleate,phenylephrine hydrochloride/pyrilamine maleate,,,
Phenytoin,phenytoin,phenytoin,C0031507,phenytoin,IN
"Phenytoin Sodium, Extended",phenytoin sodium extended,phenytoin extended,,,
Phoma Allergen Extract,phoma allergen extract,phoma allergen extract,,,
Phosphate/Sodium,phosphate/sodium,phosphate/sodium,,,
Phosphoric Acid/Sucrose,phosphoric acid/sucrose,phosphoric acid/sucrose,C0031700,phosphoric acid,IN
Phosphorus/Potassium/Sodium,phosphorus/potassium/sodium,phosphorus/potassium/sodium,C0031705,phosphorus,IN
Phytonadione,phytonadione,phytonadione,C0031862,phytonadione,SY
Pilocarpine Hydrochloride,pilocarpine hydrochloride,pilocarpine,C0770456,pilocarpine hydrochloride,PIN
Pimecrolimus,pimecrolimus,pimecrolimus,C1099414,pimecrolimus,IN
Pimozide,pimozide,pimozide,C0031935,pimozide,IN
Pindolol,pindolol,pindolol,C0031937,pindolol,IN
Pioglitazone Hydrochloride,pioglitazone hydrochloride,pioglitazone,C0872972,pioglitazone hydrochloride,PIN
Piperacillin Sodium/Tazobactam Sodium,piperacillin sodium/tazobactam sodium,piperacillin sodium/tazobactam,C0031955,piperacillin,IN
Piperonyl Butoxide/Pyrethrum Extract,piperonyl butoxide/pyrethrum extract,piperonyl butoxide/pyrethrum extract,C0031962,piperonyl butoxide,IN
Piracetam,piracetam,piracetam,C0031977,piracetam,IN
Pirfenidone,pirfenidone,pirfenidone,C0298067,pirfenidone,IN
Piroxicam,piroxicam,piroxicam,C0031990,piroxicam,IN
Pitavastatin,pitavastatin,pitavastatin,C1101838,pitavastatin,IN
Pitolisant,pitolisant,pitolisant,C3529928,pitolisant,IN
Placebo,placebo,placebo,C1696465,placebo,IN
Plecanatide,plecanatide,plecanatide,C3711911,plecanatide,IN
Plerixafor,plerixafor,plerixafor,C1955474,plerixafor,IN
"Pneumococcal 13-Valent Vaccine, Diphtheria Conjug",pneumococcal 13-valent vaccine diphtheria conjug,pneumococcal 13-valent vaccine diphtheria conjug,,,
"Pneumococcal 15-Valent Vaccine, Diphtheria Conjuga",pneumococcal 15-valent vaccine diphtheria conjuga,pneumococcal 15-valent vaccine diphtheria conjuga,,,
"Pneumococcal 20-Valent Vaccine, Diphtheria Conjuga",pneumococcal 20-valent vaccine diphtheria conjuga,pneumococcal 20-valent vaccine diphtheria conjuga,,,
Pneumococcal Vaccine Polyvalent,pneumococcal vaccine polyvalent,pneumococcal vaccine polyvalent,C3887855,Pneumovax 23 (Pneumococcal vaccine polyvalent) 0.5 ML Injection,SY
Podofilox,podofilox,podofilox,C0032334,podofilox,IN
Podophyllum Resin,podophyllum resin,podophyllum resin,C0032333,podophyllum resin,SY
"Poliovirus Vaccine, Inactivated",poliovirus vaccine inactivated,poliovirus vaccine inactivated,C2242158,"poliovirus vaccine inactivated, type 2 (MEF-1)",IN
Poloxamer,poloxamer,poloxamer,C0600615,poloxamer,IN
Poloxamer 407,poloxamer 407,poloxamer 407,C0600614,poloxamer 407,IN
Poloxamer/Xylitol,poloxamer/xylitol,poloxamer/xylitol,C0600615,poloxamer,IN
Polyethylene Glycol,polyethylene glycol,polyethylene glycol,C0030773,polyethylene glycol 1000,IN
Polyethylene Glycol 1450,polyethylene glycol 1450,polyethylene glycol 1450,C0788658,polyethylene glycol 1450,IN
Polyethylene Glycol 3350,polyethylene glycol 3350,polyethylene glycol 3350,C0724672,polyethylene glycol 3350,IN
Polyethylene Glycol 3350/K Cl/Na Bicarb/Na Cl,polyethylene glycol 3350/k cl/na bicarb/na cl,polyethylene glycol 3350/k cl/na bicarb/na cl,C0724672,polyethylene glycol 3350,IN
Polyethylene Oxide,polyethylene oxide,polyethylene oxide,C0032483,polyethylene oxide,SY
Polymyxin B Sulfate,polymyxin b sulfate,polymyxin b,C0001714,polymyxin B sulfate,PIN
"Polymyxin B Sulfate, Micronized",polymyxin b sulfate micronized,polymyxin b micronized,,,
Polymyxin B Sulfate/Trimethoprim Sulfate,polymyxin b sulfate/trimethoprim sulfate,polymyxin b sulfate/trimethoprim,,,
Polypodium leucotomos Leaf Extract,polypodium leucotomos leaf extract,polypodium leucotomos leaf extract,,,
Polysorbate 20,polysorbate 20,polysorbate 20,C0032600,polysorbate 20,IN
Polysorbate 80,polysorbate 80,polysorbate 80,C0032601,polysorbate 80,IN
Polyureaurethane,polyureaurethane,polyureaurethane,,,
Polyvinyl Alcohol,polyvinyl alcohol,polyvinyl alcohol,C0032623,polyvinyl alcohol,IN
Polyvinyl Alcohol/Povidone,polyvinyl alcohol/povidone,polyvinyl alcohol/povidone,,,
"Polyvinyl Chloride, Radiopaque",polyvinyl chloride radiopaque,polyvinyl chloride radiopaque,,,
Pomalidomide,pomalidomide,pomalidomide,C2347624,pomalidomide,IN
Ponatinib Hydrochloride,ponatinib hydrochloride,ponatinib,C2981174,ponatinib hydrochloride,PIN
Posaconazole,posaconazole,posaconazole,C0936148,posaconazole,IN
Potassium Acetate,potassium acetate,,C0137984,potassium acetate,IN
Potassium Bicarbonate,potassium bicarbonate,bicarbonate,C0071751,potassium bicarbonate,IN
Potassium Bicarbonate/Potassium Chloride,potassium bicarbonate/potassium chloride,bicarbonate/potassium chloride,C0054465,calcium bicarbonate,IN
Potassium Bicarbonate/Potassium Citrate,potassium bicarbonate/potassium citrate,bicarbonate/potassium citrate,C0054465,calcium bicarbonate,IN
Potassium Bromide,potassium bromide,,C0071754,potassium bromide,IN
Potassium Chloride,potassium chloride,chloride,C0032825,potassium chloride,IN
Potassium Citrate,potassium citrate,citrate,C0137996,potassium citrate,IN
Potassium Hydroxide,potassium hydroxide,hydroxide,C0071767,potassium hydroxide,IN
Potassium Iodide,potassium iodide,iodide,C0032831,potassium iodide,IN
Potassium Nitrate/Silver Nitrate,potassium nitrate/silver nitrate,nitrate/silver,,,
Potassium Nitrate/Sodium Fluoride,potassium nitrate/sodium fluoride,nitrate/sodium fluoride,,,
Potassium Phosphate,potassium phosphate,,C0071778,potassium phosphate,IN
"Potassium Phosphate, Monobasic",potassium phosphate monobasic,monobasic,C0126785,"magnesium phosphate, monobasic",IN
Potassium Sorbate,potassium sorbate,sorbate,C0032841,potassium sorbate,IN
Povidone Iodine,povidone iodine,povidone iodine,C0032856,povidone,IN
"Powder, Multi Ingredient",powder multi ingredient,powder multi ingredient,C0032861,Powder,DF
Pramipexole Dihydrochloride,pramipexole dihydrochloride,pramipexole dihydrochloride,C0772054,pramipexole dihydrochloride,PIN
Pramlintide Acetate,pramlintide acetate,pramlintide,C1174779,pramlintide acetate,PIN
Pramoxine Hydrochloride,pramoxine hydrochloride,pramoxine,C0147008,pramoxine hydrochloride,PIN
Pramoxine Hydrochloride/Zinc Acetate,pramoxine hydrochloride/zinc acetate,pramoxine hydrochloride/zinc,C1528685,Pramox,BN
Prasterone,prasterone,prasterone,C0011185,prasterone,IN
Prasugrel Hydrochloride,prasugrel hydrochloride,prasugrel,C2683417,prasugrel hydrochloride,PIN
Pravastatin Sodium,pravastatin sodium,pravastatin,C0700474,pravastatin sodium,PIN
Praziquantel,praziquantel,praziquantel,C0032911,praziquantel,IN
Prazosin Hydrochloride,prazosin hydrochloride,prazosin,C0700578,prazosin hydrochloride,PIN
Prednicarbate,prednicarbate,prednicarbate,C0071836,prednicarbate,IN
Prednisolone,prednisolone,prednisolone,C0032950,prednisolone,IN
Prednisolone Acetate,prednisolone acetate,prednisolone,C0071839,prednisolone acetate,PIN
"Prednisolone Acetate, Micronized",prednisolone acetate micronized,prednisolone micronized,C0722742,Prednisol,BN
Prednisolone Acetate/Sulfacetamide Sodium,prednisolone acetate/sulfacetamide sodium,prednisolone acetate/sulfacetamide,C0722742,Prednisol,BN
Prednisolone Sodium Phosphate,prednisolone sodium phosphate,prednisolone,C0138273,prednisolone sodium phosphate,PIN
Prednisolone Sodium Phosphate/Sulfacetamide Sodium,prednisolone sodium phosphate/sulfacetamide sodium,prednisolone phosphate/sulfacetamide,C0722742,Prednisol,BN
Prednisone,prednisone,prednisone,C0032952,prednisone,IN
"Prednisone, Micronized",prednisone micronized,prednisone micronized,C0032952,prednisone,IN
Pregabalin,pregabalin,pregabalin,C0657912,pregabalin,IN
Pregnenolone,pregnenolone,pregnenolone,C0373704,pregnenolone,IN
Prenatal Vitamins,prenatal vitamins,prenatal vitamins,,,
Prilocaine Hydrochloride,prilocaine hydrochloride,prilocaine,C0008846,prilocaine hydrochloride,PIN
Primaquine Phosphate,primaquine phosphate,primaquine,C0033128,primaquine phosphate,PIN
Primidone,primidone,primidone,C0033148,primidone,IN
Probenecid,probenecid,probenecid,C0033209,probenecid,IN
Procarbazine Hydrochloride,procarbazine hydrochloride,procarbazine,C0205909,procarbazine hydrochloride,PIN
Prochlorperazine,prochlorperazine,prochlorperazine,C0033229,prochlorperazine,IN
Prochlorperazine Edisylate,prochlorperazine edisylate,prochlorperazine edisylate,C0033230,prochlorperazine edisylate,PIN
Prochlorperazine Maleate,prochlorperazine maleate,prochlorperazine maleate,C0033231,prochlorperazine maleate,PIN
Progesterone,progesterone,progesterone,C0033308,progesterone,IN
"Progesterone, Micronized",progesterone micronized,progesterone micronized,C0873071,"progesterone, micronized",PIN
"Progesterone, Wettable",progesterone wettable,progesterone wettable,C0893455,Progest,BN
Promethazine Hydrochloride,promethazine hydrochloride,promethazine,C0546876,promethazine hydrochloride,PIN
Propafenone Hydrochloride,propafenone hydrochloride,propafenone,C0700465,propafenone hydrochloride,PIN
Propantheline Bromide,propantheline bromide,propantheline,C0033448,propantheline bromide,PIN
Proparacaine Hydrochloride,proparacaine hydrochloride,proparacaine,C0740235,proparacaine hydrochloride,PIN
Propofol,propofol,propofol,C0033487,propofol,IN
Propranolol Hydrochloride,propranolol hydrochloride,propranolol,C0282321,propranolol hydrochloride,PIN
Propylene Glycol,propylene glycol,propylene glycol,C0072225,propylene glycol,IN
Propylthiouracil,propylthiouracil,propylthiouracil,C0033511,propylthiouracil,IN
Prothrombin Complex Human,prothrombin complex human,prothrombin complex human,,,
Protriptyline Hydrochloride,protriptyline hydrochloride,protriptyline,C0700557,protriptyline hydrochloride,PIN
Prucalopride,prucalopride,prucalopride,C0913506,prucalopride,IN
PSE HCl/Triprolidine HCl,pse hcl/triprolidine hcl,pse hcl/triprolidine,,,
Pseudoephedrine Hydrochloride,pseudoephedrine hydrochloride,pseudoephedrine,C0304430,pseudoephedrine hydrochloride,PIN
Psyllium,psyllium,psyllium,C0033979,psyllium,IN
Psyllium Husk,psyllium husk,psyllium husk,C0353946,psyllium husk,SY
"Pump, Breast, Powered",pump breast powered,pump breast powered,,,
"Pump, Infusion",pump infusion,pump infusion,,,
Pyrantel Pamoate,pyrantel pamoate,pyrantel pamoate,C0034237,pyrantel pamoate,PIN
Pyrazinamide,pyrazinamide,pyrazinamide,C0034239,pyrazinamide,IN
Pyridostigmine Bromide,pyridostigmine bromide,pyridostigmine,C0034262,pyridostigmine bromide,PIN
Pyridoxal Phosphate,pyridoxal phosphate,pyridoxal,C0034266,pyridoxal phosphate,PIN
Pyridoxine,pyridoxine,pyridoxine,C0034272,pyridoxine,IN
Pyrilamine Maleate,pyrilamine maleate,pyrilamine maleate,C0282330,pyrilamine maleate,PIN
Pyrimethamine,pyrimethamine,pyrimethamine,C0034283,pyrimethamine,IN
Pyrithione Zinc,pyrithione zinc,pyrithione zinc,C0072735,pyrithione,IN
Pyruvic Acid,pyruvic acid,pyruvic acid,C0072802,pyruvic acid,PIN
Quercus virginiana Allergen Extract,quercus virginiana allergen extract,quercus virginiana allergen extract,,,
Quetiapine Fumarate,quetiapine fumarate,quetiapine,C0724680,quetiapine fumarate,PIN
Quinapril Hydrochloride,quinapril hydrochloride,quinapril,C0770920,quinapril hydrochloride,PIN
Quinidine Gluconate,quinidine gluconate,quinidine gluconate,C0072869,quinidine gluconate,PIN
Quinidine Sulfate,quinidine sulfate,quinidine,C0034415,quinidine sulfate,PIN
Quinine Sulfate,quinine sulfate,quinine,C0034422,quinine sulfate,PIN
Rabeprazole Sodium,rabeprazole sodium,rabeprazole,C0732569,rabeprazole sodium,PIN
Rabies Immune Globulin,rabies immune globulin,rabies immune globulin,C0301503,"rabies immune globulin, human",IN
Rabies Vaccine,rabies vaccine,rabies vaccine,,,
Racepinephrine Hydrochloride,racepinephrine hydrochloride,racepinephrine,C0982139,racepinephrine hydrochloride,PIN
Raloxifene Hydrochloride,raloxifene hydrochloride,raloxifene,C0618111,raloxifene hydrochloride,PIN
Raltegravir Potassium,raltegravir potassium,raltegravir,C1966407,raltegravir potassium,PIN
Ramelteon,ramelteon,ramelteon,C1565316,ramelteon,IN
Ramipril,ramipril,ramipril,C0072973,ramipril,IN
Ranitidine Hydrochloride,ranitidine hydrochloride,ranitidine,C0700466,ranitidine hydrochloride,PIN
Ranolazine,ranolazine,ranolazine,C0073633,ranolazine,IN
Rasagiline,rasagiline,rasagiline,C0525678,rasagiline,IN
Ravulizumab-cwvz,ravulizumab-cwvz,ravulizumab-cwvz,C4745432,ravulizumab-cwvz,PIN
Regorafenib,regorafenib,regorafenib,C2980094,regorafenib,IN
Remifentanil Hydrochloride,remifentanil hydrochloride,remifentanil,C0771827,remifentanil hydrochloride,PIN
Repaglinide,repaglinide,repaglinide,C0246689,repaglinide,IN
Resorcinol,resorcinol,resorcinol,C0073085,resorcinol,IN
Respiratory Syncytial Virus Vaccine,respiratory syncytial virus vaccine,respiratory syncytial virus vaccine,,,
Resveratrol,resveratrol,resveratrol,C0073096,resveratrol,IN
Retapamulin,retapamulin,retapamulin,C1703334,retapamulin,IN
Rhizopus Allergen Extract,rhizopus allergen extract,rhizopus allergen extract,,,
Rho(D) Immune Globulin,rho d immune globulin,rho d immune globulin,C0073188,Rho(D) immune globulin,IN
Ribavirin,ribavirin,ribavirin,C0035525,ribavirin,IN
Ribociclib,ribociclib,ribociclib,C4045494,ribociclib,IN
Riboflavin,riboflavin,riboflavin,C0035527,riboflavin,IN
Riboflavin 5-Phosphate,riboflavin 5-phosphate,riboflavin 5-phosphate,C0035527,riboflavin,IN
Riboflavin 5-Phosphate;Riboflavin 5-Phosphate,riboflavin 5-phosphate riboflavin 5-phosphate,riboflavin 5-phosphate riboflavin 5-phosphate,C0035527,riboflavin,IN
Rifabutin,rifabutin,rifabutin,C0140575,rifabutin,IN
Rifampin,rifampin,rifampin,C0035608,rifampin,IN
Rifapentine,rifapentine,rifapentine,C0073372,rifapentine,IN
Rifaximin,rifaximin,rifaximin,C0073374,rifaximin,IN
Rilonacept,rilonacept,rilonacept,C2343589,rilonacept,IN
Rilpivirine Hydrochloride,rilpivirine hydrochloride,rilpivirine,C3154850,rilpivirine hydrochloride,PIN
Riluzole,riluzole,riluzole,C0073379,riluzole,IN
Rimantadine Hydrochloride,rimantadine hydrochloride,rimantadine,C0282336,rimantadine hydrochloride,PIN
