cui,rxnorm_tty,rxnorm_name,atc_code,atc_name,L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,L5_code,L5_name,unique_pub_count
C1571583,IN,dabigatran etexilate,B01AE07,dabigatran etexilate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AE,Direct thrombin inhibitors,B01AE07,dabigatran etexilate,13
C1608295,IN,articaine,N01BB08,articaine,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01B,LOCAL ANESTHETICS,N01BB,Amide local anesthetics,N01BB08,articaine,61
C1608841,IN,ustekinumab,L04AC05,ustekinumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,L04AC05,ustekinumab,117
C1609165,IN,tocilizumab,L04AC07,tocilizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,L04AC07,tocilizumab,306
C1609931,IN,siltuximab,L04AC11,siltuximab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,L04AC11,siltuximab,6
C1611088,IN,calcium carbimide,N07BB02,calcium carbimide,N,NERVOUS SYSTEM DRUGS,N07,OTHER NERVOUS SYSTEM DRUGS in ATC,N07B,DRUGS USED IN ADDICTIVE DISORDERS,N07BB,Drugs used in alcohol dependence,N07BB02,calcium carbimide,1
C1611934,IN,saxagliptin,A10BH03,saxagliptin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering,A10BH03,saxagliptin,2
C1615657,IN,galsulfase,A16AB08,galsulfase,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AB,Enzymes for ALIMENTARY TRACT AND METABOLISM,A16AB08,galsulfase,18
C1619629,IN,deferasirox,V03AC03,deferasirox,V,VARIOUS DRUG CLASSES IN ATC,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AC,Iron chelating agents,V03AC03,deferasirox,246
C1619962,IN,belatacept,L04AA28,belatacept,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,L04AA28,belatacept,13
C1619966,IN,abatacept,L04AA24,abatacept,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,L04AA24,abatacept,129
C1620287,IN,prasugrel,B01AC22,prasugrel,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,B01AC22,prasugrel,10
C1622308,,,J01DI01,ceftobiprole medocaril,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS in ATC,J01DI,Other cephalosporins and penems in ATC,J01DI01,ceftobiprole medocaril,1
C1664205,IN,bedaquiline,J04AK05,bedaquiline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis in ATC,J04AK05,bedaquiline,33
C1667052,IN,maraviroc,J05AX09,maraviroc,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AX,Other antivirals in ATC,J05AX09,maraviroc,28
C1675326,IN,peramivir,J05AH03,peramivir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AH,"Neuraminidase inhibitors, direct acting antivirals",J05AH03,peramivir,43
C1678805,IN,apremilast,L04AA32,apremilast,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,L04AA32,apremilast,7
C1684405,IN,lubiprostone,A06AX03,lubiprostone,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation in ATC,A06AX03,lubiprostone,4
C1690432,IN,denosumab,M05BX04,denosumab,M,MUSCULO-SKELETAL SYSTEM DRUGS,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BX,Other drugs affecting bone structure and mineralization in ATC,M05BX04,denosumab,109
C1695579,IN,alglucosidase alfa,A16AB07,alglucosidase alfa,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AB,Enzymes for ALIMENTARY TRACT AND METABOLISM,A16AB07,alglucosidase alfa,283
C1696547,IN,mecasermin rinfabate,H01AC05,mecasermin rinfabate,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,H01AC05,mecasermin rinfabate,6
C1698215,IN,regadenoson,C01EB21,regadenoson,C,CARDIOVASCULAR SYSTEM DRUGS,C01,CARDIAC THERAPY DRUGS,C01E,OTHER CARDIAC PREPARATIONS in ATC,C01EB,Other plain cardiac preparations in ATC,C01EB21,regadenoson,9
C1698364,,,L01EK02,cediranib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EK,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,L01EK02,cediranib,8
C1698893,IN,gadofosveset,V08CA11,gadofosveset,V,VARIOUS DRUG CLASSES IN ATC,V08,CONTRAST MEDIA,V08C,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,V08CA,Paramagnetic contrast media,V08CA11,gadofosveset,11
C1699861,IN,brivaracetam,N03AX23,brivaracetam,N,NERVOUS SYSTEM DRUGS,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AX,Other antiepileptics in ATC,N03AX23,brivaracetam,35
C1699926,IN,fingolimod,L04AE01,fingolimod,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,L04AE01,fingolimod,70
C1700683,IN,rotigotine,N04BC09,rotigotine,N,NERVOUS SYSTEM DRUGS,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BC,Dopamine agonists,N04BC09,rotigotine,5
C1700695,IN,sugammadex,V03AB35,sugammadex,V,VARIOUS DRUG CLASSES IN ATC,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,V03AB35,sugammadex,82
C1700874,IN,axitinib,L01EK01,axitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EK,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,L01EK01,axitinib,7
C1701455,IN,armodafinil,N06BA13,armodafinil,N,NERVOUS SYSTEM DRUGS,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics,N06BA13,armodafinil,57
C1703334,IN,retapamulin,D06AX13,retapamulin,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AX,Other antibiotics for topical use in ATC,D06AX13,retapamulin,17
C1704271,,,C02KX03,sitaxentan,C,CARDIOVASCULAR SYSTEM DRUGS,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES in ATC,C02KX,Antihypertensives for pulmonary arterial hypertension,C02KX03,sitaxentan,6
C1707080,IN,temsirolimus,L01EG01,temsirolimus,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors (L01EG),L01EG01,temsirolimus,25
C1718383,IN,teriflunomide,L04AK02,teriflunomide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,L04AK02,teriflunomide,25
C1721268,,,C04AX33,clazosentan,C,CARDIOVASCULAR SYSTEM DRUGS,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators in ATC,C04AX33,clazosentan,1
C1721300,IN,pralatrexate,L01BA05,pralatrexate,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BA,"Folic acid analogs, antimetabolites",L01BA05,pralatrexate,1
C1721377,IN,nilotinib,L01EA03,nilotinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EA,BCR-ABL tyrosine kinase inhibitors,L01EA03,nilotinib,41
C1722260,IN,indacaterol,R03AC18,indacaterol,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonist inhalants,R03AC18,indacaterol,14
C1722267,IN,pimavanserin,N05AX17,pimavanserin,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AX,Other antipsychotics in ATC,N05AX17,pimavanserin,1
C1722685,IN,ecallantide,B06AC03,ecallantide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B06,OTHER HEMATOLOGICAL AGENTS in ATC,B06A,OTHER HEMATOLOGICAL AGENTS in ATC,B06AC,Drugs used in hereditary angioedema,B06AC03,ecallantide,9
C1723401,IN,belimumab,L04AG04,belimumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AG,Monoclonal antibodies,L04AG04,belimumab,31
C1738934,IN,boceprevir,J05AP03,boceprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,J05AP03,boceprevir,4
C1739462,IN,idursulfase,A16AB09,idursulfase,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AB,Enzymes for ALIMENTARY TRACT AND METABOLISM,A16AB09,idursulfase,107
C1739768,IN,rivaroxaban,B01AF01,rivaroxaban,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AF,Direct factor Xa inhibitors,B01AF01,rivaroxaban,81
C1742789,,,G04BE11,udenafil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,G04BE11,udenafil,6
C1744278,,,V09IX07,fluorocholine (18F),V,VARIOUS DRUG CLASSES IN ATC,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09I,TUMOUR DETECTION RADIOPHARMACEUTICALS,V09IX,Other diagnostic radiopharmaceuticals for tumour detection in ATC,V09IX07,fluorocholine (18F),2
C1831729,,,V09IX10,fluoroethyl-L-tyrosine (18F),V,VARIOUS DRUG CLASSES IN ATC,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09I,TUMOUR DETECTION RADIOPHARMACEUTICALS,V09IX,Other diagnostic radiopharmaceuticals for tumour detection in ATC,V09IX10,fluoroethyl-L-tyrosine (18F),4
C1831731,IN,bosutinib,L01EA04,bosutinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EA,BCR-ABL tyrosine kinase inhibitors,L01EA04,bosutinib,8
C1831796,IN,pazopanib,L01EX03,pazopanib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,"PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS",L01EX,Other protein kinase inhibitors in ATC,L01EX03,pazopanib,27
C1831808,IN,apixaban,B01AF02,apixaban,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AF,Direct factor Xa inhibitors,B01AF02,apixaban,36
C1831905,IN,eltrombopag,B02BX05,eltrombopag,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BX,Other systemic hemostatics in ATC,B02BX05,eltrombopag,115
C1832021,IN,isavuconazole,J02AC05,isavuconazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AC,Triazole and tetrazole derivatives,J02AC05,isavuconazole,21
C1832027,IN,ofatumumab,L01FA02,ofatumumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FA,CD20 (Clusters of Differentiation 20) inhibitors,L01FA02,ofatumumab,26
C1832027,IN,ofatumumab,L04AG12,ofatumumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AG,Monoclonal antibodies,L04AG12,ofatumumab,26
C1869620,IN,reslizumab,R03DX08,reslizumab,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC,R03DX,Other systemic drugs for obstructive airway diseases in ATC,R03DX08,reslizumab,17
C1870115,IN,silodosin,G04CA04,silodosin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,"Alpha-adrenoreceptor antagonists, benign prostatic hypertrophy",G04CA04,silodosin,4
C1871526,IN,raltegravir,J05AJ01,raltegravir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AJ,"Integrase Inhibitors, antiinfectives for systematic use",J05AJ01,raltegravir,98
C1872109,IN,certolizumab pegol,L04AB05,certolizumab pegol,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors,L04AB05,certolizumab pegol,45
C1872203,IN,pasireotide,H01CB05,pasireotide,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CB,Somatostatin and analogues,H01CB05,pasireotide,5
C1873633,IN,lisdexamfetamine,N06BA12,lisdexamfetamine,N,NERVOUS SYSTEM DRUGS,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics,N06BA12,lisdexamfetamine,120
C1876200,IN,tesamorelin,H01AC06,tesamorelin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,H01AC06,tesamorelin,6
C1876229,IN,telaprevir,J05AP02,telaprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,J05AP02,telaprevir,7
C1880288,IN,desvenlafaxine,N06AX23,desvenlafaxine,N,NERVOUS SYSTEM DRUGS,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AX,Other antidepressants in ATC,N06AX23,desvenlafaxine,31
C1882138,IN,ocrelizumab,L04AG08,ocrelizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AG,Monoclonal antibodies,L04AG08,ocrelizumab,15
C1948374,PIN,fluticasone furoate,R01AD12,fluticasone furoate,R,RESPIRATORY SYSTEM DRUGS,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AD,Corticosteroid nasal preparations for topical use,R01AD12,fluticasone furoate,66
C1948374,PIN,fluticasone furoate,R03BA09,fluticasone furoate,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC",R03BA,Glucocorticoid inhalants for obstructive airway disease,R03BA09,fluticasone furoate,66
C1955474,IN,plerixafor,L03AX16,plerixafor,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AX,Other immunostimulants in ATC,L03AX16,plerixafor,51
C1955479,,,S01XA33,diquafosol,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS IN ATC,S01XA,Other ophthalmologicals in ATC,S01XA33,diquafosol,2
C1956280,IN,luliconazole,D01AC18,luliconazole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,"Imidazole and triazole derivatives, topical antifungals",D01AC18,luliconazole,2
C1958126,IN,alogliptin,A10BH04,alogliptin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering,A10BH04,alogliptin,5
C1958300,,,L01XK05,veliparib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,L01XK05,veliparib,3
C1960121,IN,sinecatechins,D06BB12,sinecatechins,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BB,"Antivirals, topical",D06BB12,sinecatechins,4
C1961852,IN,somatorelin,V04CD05,somatorelin,V,VARIOUS DRUG CLASSES IN ATC,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS in ATC,V04CD,pituitary function test diagnostic agents,V04CD05,somatorelin,4
C1998098,IN,panobinostat,L01XH03,panobinostat,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XH,Histone deacetylase (HDAC) inhibitors,L01XH03,panobinostat,12
C1999375,IN,ticagrelor,B01AC24,ticagrelor,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,B01AC24,ticagrelor,15
C2000088,IN,asenapine,N05AH05,asenapine,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines antipsychotic drugs",N05AH05,asenapine,10
C2000145,IN,selexipag,B01AC27,selexipag,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,B01AC27,selexipag,21
C2000261,IN,linaclotide,A06AX04,linaclotide,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation in ATC,A06AX04,linaclotide,1
C2001271,IN,tapentadol,N02AX06,tapentadol,N,NERVOUS SYSTEM DRUGS,N02,ANALGESICS,N02A,OPIOID ANALGESICS,N02AX,Other opioids in ATC,N02AX06,tapentadol,17
C2001525,IN,ceftaroline fosamil,J01DI02,ceftaroline fosamil,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS in ATC,J01DI,Other cephalosporins and penems in ATC,J01DI02,ceftaroline fosamil,37
C2001572,,,C01BG11,vernakalant,C,CARDIOVASCULAR SYSTEM DRUGS,C01,CARDIAC THERAPY DRUGS,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BG,"Other antiarrhythmics, class I and III in ATC",C01BG11,vernakalant,1
C2001856,IN,carfilzomib,L01XG02,carfilzomib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XG,"Proteasome inhibitors, antineoplastic agent",L01XG02,carfilzomib,7
C2003424,IN,lurasidone,N05AE05,lurasidone,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AE,"Indole derivatives, antipsychotic",N05AE05,lurasidone,25
C2316164,IN,olaparib,L01XK01,olaparib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,L01XK01,olaparib,11
C2343589,IN,rilonacept,L04AC04,rilonacept,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,L04AC04,rilonacept,12
C2343853,IN,fesoterodine,G04BD11,fesoterodine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,G04BD11,fesoterodine,5
C2346801,IN,daratumumab,L01FC01,daratumumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FC,CD38 (Clusters of Differentiation 38) inhibitors,L01FC01,daratumumab,17
C2346819,,,N02BG12,tanezumab,N,NERVOUS SYSTEM DRUGS,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS in ATC,N02BG,Other analgesics and antipyretics in ATC,N02BG12,tanezumab,2
C2346970,IN,bazedoxifene,G03XC02,bazedoxifene,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM in ATC,G03XC,Selective estrogen receptor modulators,G03XC02,bazedoxifene,1
C2347624,IN,pomalidomide,L04AX06,pomalidomide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AX,Other immunosuppressants in ATC,L04AX06,pomalidomide,3
C2348241,IN,alcaftadine,S01GX11,alcaftadine,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics in ATC,S01GX11,alcaftadine,1
C2348248,IN,dexlansoprazole,A02BC06,dexlansoprazole,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BC,Proton pump inhibitors for peptic ulcer and GORD,A02BC06,dexlansoprazole,5
C2350866,IN,eribulin,L01XX41,eribulin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XX,Other antineoplastic agents in ATC,L01XX41,eribulin,6
C2350948,IN,lorcaserin,A08AA11,lorcaserin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08AA,Centrally acting antiobesity products,A08AA11,lorcaserin,1
C2351038,IN,tremelimumab,L01FX20,tremelimumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates in ATC,L01FX20,tremelimumab,2
C2351042,IN,besifloxacin,S01AE08,besifloxacin,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AE,"Fluoroquinolone antiinfectives, ophthalmologic",S01AE08,besifloxacin,11
