cui,rxnorm_name,atc_code,ladder
C1311070,trabectedin,L01CX01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS
L01CX Other plant alkaloids and natural products in ATC
L01CX01 trabectedin"
C1313052,tasimelteon,N05CH03,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05C HYPNOTICS AND SEDATIVES
N05CH Melatonin receptor agonists, hypnotics and sedatives
N05CH03 tasimelteon"
C1313386,"insulin glulisine, human",A10AB06,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10A INSULINS AND ANALOGUES
A10AB Insulins and analogues for injection, fast-acting
A10AB06 insulin glulisine"
C1318649,carglumic acid,A16AA05,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AA Amino acids and derivatives
A16AA05 carglumic acid"
C1321596,miglustat,A16AX06,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AX Various alimentary tract and metabolism products
A16AX06 miglustat"
C1322006,difetarsone,P01AR02,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P01 ANTIPROTOZOALS
P01A AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
P01AR Arsenic compounds, for amoebiasis and other protozoal diseases
P01AR02 difetarsone"
C1327841,hexyl 5-aminolevulinate,V04CX06,"V VARIOUS DRUG CLASSES IN ATC
V04 DIAGNOSTIC AGENTS
V04C OTHER DIAGNOSTIC AGENTS in ATC
V04CX Other diagnostic agents in ATC
V04CX06 hexaminolevulinate"
C1328025,pertuzumab,L01FD02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FD HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors
L01FD02 pertuzumab"
C1328071,methoxy polyethylene glycol-epoetin beta,B03XA03,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B03 ANTIANEMIC PREPARATIONS
B03X OTHER ANTIANEMIC PREPARATIONS in ATC
B03XA Other antianemic preparations in ATC
B03XA03 methoxy polyethylene glycol-epoetin beta"
C1337242,cinacalcet,H05BX01,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H05 CALCIUM HOMEOSTASIS
H05B ANTI-PARATHYROID AGENTS
H05BX Other anti-parathyroid agents in ATC
H05BX01 cinacalcet"
C1367202,ipilimumab,L01FX04,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FX Other monoclonal antibodies and antibody drug conjugates in ATC
L01FX04 ipilimumab"
C1377670,melitracen,N06AA14,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AA Non-selective monoamine reuptake inhibitors
N06AA14 melitracen"
C1434792,ibalizumab,J05AX23,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AX Other antivirals in ATC
J05AX23 ibalizumab"
C1434916,,G01AX17,"G GENITO URINARY SYSTEM AND SEX HORMONES
G01 GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS
G01AX Other gynecological antiinfectives and antiseptics in ATC
G01AX17 dapivirine"
C1435444,darunavir,J05AE10,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AE Protease inhibitors, direct acting antivirals
J05AE10 darunavir"
C1436328,eszopiclone,N05CF04,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05C HYPNOTICS AND SEDATIVES
N05CF Benzodiazepine related hypnotics and sedatives
N05CF04 eszopiclone"
C1445578,,M05BC01,"M MUSCULO-SKELETAL SYSTEM DRUGS
M05 DRUGS FOR TREATMENT OF BONE DISEASES
M05B DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
M05BC Bone morphogenetic proteins
M05BC01 dibotermin alfa"
C1445625,,M05BC02,"M MUSCULO-SKELETAL SYSTEM DRUGS
M05 DRUGS FOR TREATMENT OF BONE DISEASES
M05B DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
M05BC Bone morphogenetic proteins
M05BC02 eptotermin alfa"
C1451502,tafluprost,S01EE05,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS
S01EE Prostaglandin analogues, antiglaucoma drugs and miotics
S01EE05 tafluprost"
C1451975,arimoclomol,N07XX17,"N NERVOUS SYSTEM DRUGS
N07 OTHER NERVOUS SYSTEM DRUGS in ATC
N07X OTHER NERVOUS SYSTEM DRUGS in ATC
N07XX Other nervous system drugs in ATC
N07XX17 arimoclomol"
C1453642,telavancin,J01XA03,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01X OTHER ANTIBACTERIALS in ATC
J01XA Glycopeptide antibacterials
J01XA03 telavancin"
C1453933,telbivudine,J05AF11,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AF Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF11 telbivudine"
C1455035,degarelix,L02BX02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02 ENDOCRINE THERAPY ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02B HORMONE ANTAGONISTS AND RELATED AGENTS
L02BX Other hormone antagonists and related agents in ATC
L02BX02 degarelix"
C1455147,dasatinib,L01EA02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EA BCR-ABL tyrosine kinase inhibitors
L01EA02 dasatinib"
C1456408,liraglutide,A10BJ02,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BJ Glucagon-like peptide-1 (GLP-1) analogues
A10BJ02 liraglutide"
C1456409,etravirine,J05AG04,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AG Non-nucleoside reverse transcriptase inhibitors
J05AG04 etravirine"
C1506770,lapatinib,L01EH01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EH Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors
L01EH01 lapatinib"
C1507354,,J01MA19,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01M QUINOLONE ANTIBACTERIALS
J01MA Fluoroquinolone antibacterials, systemic
J01MA19 garenoxacin"
C1508759,maribavir,J05AX10,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AX Other antivirals in ATC
J05AX10 maribavir"
C1516119,sorafenib,L01EX02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EX Other protein kinase inhibitors in ATC
L01EX02 sorafenib"
C1527027,romidepsin,L01XH02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XH Histone deacetylase (HDAC) inhibitors
L01XH02 romidepsin"
C1530072,vilazodone,N06AX24,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AX Other antidepressants in ATC
N06AX24 vilazodone"
C1530889,teduglutide,A16AX08,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AX Various alimentary tract and metabolism products
A16AX08 teduglutide"
C1531015,pegaptanib,S01LA03,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01L OCULAR VASCULAR DISORDER AGENTS
S01LA Antineovascularisation agents
S01LA03 pegaptanib"
C1533126,milnacipran,N06AX17,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06A ANTIDEPRESSANTS
N06AX Other antidepressants in ATC
N06AX17 milnacipran"
C1533699,gemtuzumab ozogamicin,L01FX02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FX Other monoclonal antibodies and antibody drug conjugates in ATC
L01FX02 gemtuzumab ozogamicin"
C1541483,eculizumab,L04AJ01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AJ Complement inhibitors
L04AJ01 eculizumab"
C1541591,,V10XA03,"V VARIOUS DRUG CLASSES IN ATC
V10 THERAPEUTIC RADIOPHARMACEUTICALS
V10X OTHER THERAPEUTIC RADIOPHARMACEUTICALS in ATC
V10XA Iodine (131I) compounds
V10XA03 iodine (131I) omburtamab"
C1565316,ramelteon,N05CH02,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05C HYPNOTICS AND SEDATIVES
N05CH Melatonin receptor agonists, hypnotics and sedatives
N05CH02 ramelteon"
C1565750,sitagliptin,A10BH01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BH Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering
A10BH01 sitagliptin"
C1566537,ranibizumab,S01LA04,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01L OCULAR VASCULAR DISORDER AGENTS
S01LA Antineovascularisation agents
S01LA04 ranibizumab"
C1566826,rilpivirine,J05AG05,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AG Non-nucleoside reverse transcriptase inhibitors
J05AG05 rilpivirine"
C1567130,inotuzumab ozogamicin,L01FB01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FB CD22 (Clusters of Differentiation 22) inhibitors
L01FB01 inotuzumab ozogamicin"
C1569608,varenicline,N07BA03,"N NERVOUS SYSTEM DRUGS
N07 OTHER NERVOUS SYSTEM DRUGS in ATC
N07B DRUGS USED IN ADDICTIVE DISORDERS
N07BA Drugs used in nicotine dependence
N07BA03 varenicline"
C1569608,varenicline,S01XA28,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01X OTHER OPHTHALMOLOGICALS IN ATC
S01XA Other ophthalmologicals in ATC
S01XA28 varenicline"
C1570906,vildagliptin,A10BH02,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BH Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering
A10BH02 vildagliptin"
C1571583,dabigatran etexilate,B01AE07,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AE Direct thrombin inhibitors
B01AE07 dabigatran etexilate"
C1608295,articaine,N01BB08,"N NERVOUS SYSTEM DRUGS
N01 ANESTHETICS
N01B LOCAL ANESTHETICS
N01BB Amide local anesthetics
N01BB08 articaine"
C1608841,ustekinumab,L04AC05,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AC Interleukin inhibitors
L04AC05 ustekinumab"
C1609165,tocilizumab,L04AC07,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AC Interleukin inhibitors
L04AC07 tocilizumab"
C1609931,siltuximab,L04AC11,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AC Interleukin inhibitors
L04AC11 siltuximab"
C1611088,calcium carbimide,N07BB02,"N NERVOUS SYSTEM DRUGS
N07 OTHER NERVOUS SYSTEM DRUGS in ATC
N07B DRUGS USED IN ADDICTIVE DISORDERS
N07BB Drugs used in alcohol dependence
N07BB02 calcium carbimide"
C1611934,saxagliptin,A10BH03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BH Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering
A10BH03 saxagliptin"
C1615657,galsulfase,A16AB08,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AB Enzymes for ALIMENTARY TRACT AND METABOLISM
A16AB08 galsulfase"
C1619629,deferasirox,V03AC03,"V VARIOUS DRUG CLASSES IN ATC
V03 ALL OTHER THERAPEUTIC PRODUCTS
V03A ALL OTHER THERAPEUTIC PRODUCTS
V03AC Iron chelating agents
V03AC03 deferasirox"
C1619962,belatacept,L04AA28,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AA Selective immunosuppressants
L04AA28 belatacept"
C1619966,abatacept,L04AA24,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AA Selective immunosuppressants
L04AA24 abatacept"
C1620287,prasugrel,B01AC22,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AC Platelet aggregation inhibitors excl. heparin
B01AC22 prasugrel"
C1622308,,J01DI01,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01D OTHER BETA-LACTAM ANTIBACTERIALS in ATC
J01DI Other cephalosporins and penems in ATC
J01DI01 ceftobiprole medocaril"
C1664205,bedaquiline,J04AK05,"J ANTIINFECTIVES FOR SYSTEMIC USE
J04 ANTIMYCOBACTERIALS
J04A DRUGS FOR TREATMENT OF TUBERCULOSIS
J04AK Other drugs for treatment of tuberculosis in ATC
J04AK05 bedaquiline"
C1667052,maraviroc,J05AX09,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AX Other antivirals in ATC
J05AX09 maraviroc"
C1675326,peramivir,J05AH03,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AH Neuraminidase inhibitors, direct acting antivirals
J05AH03 peramivir"
C1678805,apremilast,L04AA32,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AA Selective immunosuppressants
L04AA32 apremilast"
C1684405,lubiprostone,A06AX03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A06 DRUGS FOR CONSTIPATION
A06A DRUGS FOR CONSTIPATION
A06AX Other drugs for constipation in ATC
A06AX03 lubiprostone"
C1690432,denosumab,M05BX04,"M MUSCULO-SKELETAL SYSTEM DRUGS
M05 DRUGS FOR TREATMENT OF BONE DISEASES
M05B DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
M05BX Other drugs affecting bone structure and mineralization in ATC
M05BX04 denosumab"
C1695579,alglucosidase alfa,A16AB07,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AB Enzymes for ALIMENTARY TRACT AND METABOLISM
A16AB07 alglucosidase alfa"
C1696547,mecasermin rinfabate,H01AC05,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H01 PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
H01A ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES
H01AC Somatropin and somatropin agonists
H01AC05 mecasermin rinfabate"
C1698215,regadenoson,C01EB21,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01E OTHER CARDIAC PREPARATIONS in ATC
C01EB Other plain cardiac preparations in ATC
C01EB21 regadenoson"
C1698364,,L01EK02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EK Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors
L01EK02 cediranib"
C1698893,gadofosveset,V08CA11,"V VARIOUS DRUG CLASSES IN ATC
V08 CONTRAST MEDIA
V08C MAGNETIC RESONANCE IMAGING CONTRAST MEDIA
V08CA Paramagnetic contrast media
V08CA11 gadofosveset"
C1699861,brivaracetam,N03AX23,"N NERVOUS SYSTEM DRUGS
N03 ANTIEPILEPTICS
N03A ANTIEPILEPTICS
N03AX Other antiepileptics in ATC
N03AX23 brivaracetam"
C1699926,fingolimod,L04AE01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AE Sphingosine-1-phosphate (S1P) receptor modulators
L04AE01 fingolimod"
C1700683,rotigotine,N04BC09,"N NERVOUS SYSTEM DRUGS
N04 ANTI-PARKINSON DRUGS
N04B DOPAMINERGIC AGENTS
N04BC Dopamine agonists
N04BC09 rotigotine"
C1700695,sugammadex,V03AB35,"V VARIOUS DRUG CLASSES IN ATC
V03 ALL OTHER THERAPEUTIC PRODUCTS
V03A ALL OTHER THERAPEUTIC PRODUCTS
V03AB Antidotes
V03AB35 sugammadex"
C1700874,axitinib,L01EK01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EK Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors
L01EK01 axitinib"
C1701455,armodafinil,N06BA13,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS
N06BA Centrally acting sympathomimetics
N06BA13 armodafinil"
C1703334,retapamulin,D06AX13,"D DERMATOLOGICALS
D06 ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
D06A ANTIBIOTICS FOR TOPICAL USE
D06AX Other antibiotics for topical use in ATC
D06AX13 retapamulin"
C1704271,,C02KX03,"C CARDIOVASCULAR SYSTEM DRUGS
C02 ANTIHYPERTENSIVES
C02K OTHER ANTIHYPERTENSIVES in ATC
C02KX Antihypertensives for pulmonary arterial hypertension
C02KX03 sitaxentan"
C1707080,temsirolimus,L01EG01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EG Mammalian target of rapamycin (mTOR) kinase inhibitors (L01EG)
L01EG01 temsirolimus"
C1718383,teriflunomide,L04AK02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AK Dihydroorotate dehydrogenase (DHODH) inhibitors
L04AK02 teriflunomide"
C1721268,,C04AX33,"C CARDIOVASCULAR SYSTEM DRUGS
C04 PERIPHERAL VASODILATORS
C04A PERIPHERAL VASODILATORS
C04AX Other peripheral vasodilators in ATC
C04AX33 clazosentan"
C1721300,pralatrexate,L01BA05,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01B ANTIMETABOLITES
L01BA Folic acid analogs, antimetabolites
L01BA05 pralatrexate"
C1721377,nilotinib,L01EA03,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EA BCR-ABL tyrosine kinase inhibitors
L01EA03 nilotinib"
C1722260,indacaterol,R03AC18,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03A ADRENERGICS, INHALANTS
R03AC Selective beta-2-adrenoreceptor agonist inhalants
R03AC18 indacaterol"
C1722267,pimavanserin,N05AX17,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05A ANTIPSYCHOTICS
N05AX Other antipsychotics in ATC
N05AX17 pimavanserin"
C1722685,ecallantide,B06AC03,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B06 OTHER HEMATOLOGICAL AGENTS in ATC
B06A OTHER HEMATOLOGICAL AGENTS in ATC
B06AC Drugs used in hereditary angioedema
B06AC03 ecallantide"
C1723401,belimumab,L04AG04,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AG Monoclonal antibodies
L04AG04 belimumab"
C1738934,boceprevir,J05AP03,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AP Antivirals for treatment of HCV infections
J05AP03 boceprevir"
C1739462,idursulfase,A16AB09,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AB Enzymes for ALIMENTARY TRACT AND METABOLISM
A16AB09 idursulfase"
C1739768,rivaroxaban,B01AF01,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AF Direct factor Xa inhibitors
B01AF01 rivaroxaban"
C1742789,,G04BE11,"G GENITO URINARY SYSTEM AND SEX HORMONES
G04 UROLOGICALS
G04B UROLOGICALS
G04BE Drugs used in erectile dysfunction
G04BE11 udenafil"
C1744278,,V09IX07,"V VARIOUS DRUG CLASSES IN ATC
V09 DIAGNOSTIC RADIOPHARMACEUTICALS
V09I TUMOUR DETECTION RADIOPHARMACEUTICALS
V09IX Other diagnostic radiopharmaceuticals for tumour detection in ATC
V09IX07 fluorocholine (18F)"
C1831729,,V09IX10,"V VARIOUS DRUG CLASSES IN ATC
V09 DIAGNOSTIC RADIOPHARMACEUTICALS
V09I TUMOUR DETECTION RADIOPHARMACEUTICALS
V09IX Other diagnostic radiopharmaceuticals for tumour detection in ATC
V09IX10 fluoroethyl-L-tyrosine (18F)"
C1831731,bosutinib,L01EA04,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EA BCR-ABL tyrosine kinase inhibitors
L01EA04 bosutinib"
C1831796,pazopanib,L01EX03,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01E PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01EX Other protein kinase inhibitors in ATC
L01EX03 pazopanib"
C1831808,apixaban,B01AF02,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AF Direct factor Xa inhibitors
B01AF02 apixaban"
C1831905,eltrombopag,B02BX05,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B02 ANTIHEMORRHAGICS
B02B VITAMIN K AND OTHER HEMOSTATICS
B02BX Other systemic hemostatics in ATC
B02BX05 eltrombopag"
C1832021,isavuconazole,J02AC05,"J ANTIINFECTIVES FOR SYSTEMIC USE
J02 ANTIMYCOTICS FOR SYSTEMIC USE
J02A ANTIMYCOTICS FOR SYSTEMIC USE
J02AC Triazole and tetrazole derivatives
J02AC05 isavuconazole"
C1832027,ofatumumab,L01FA02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES
L01FA CD20 (Clusters of Differentiation 20) inhibitors
L01FA02 ofatumumab"
C1832027,ofatumumab,L04AG12,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AG Monoclonal antibodies
L04AG12 ofatumumab"
C1869620,reslizumab,R03DX08,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC
R03DX Other systemic drugs for obstructive airway diseases in ATC
R03DX08 reslizumab"
C1870115,silodosin,G04CA04,"G GENITO URINARY SYSTEM AND SEX HORMONES
G04 UROLOGICALS
G04C DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY
G04CA Alpha-adrenoreceptor antagonists, benign prostatic hypertrophy
G04CA04 silodosin"
C1871526,raltegravir,J05AJ01,"J ANTIINFECTIVES FOR SYSTEMIC USE
J05 ANTIVIRALS FOR SYSTEMIC USE
J05A DIRECT ACTING ANTIVIRALS
J05AJ Integrase Inhibitors, antiinfectives for systematic use
J05AJ01 raltegravir"
